"Time (CET/CEST)","Germany (DE) > Norway (NO) [MW]","Norway (NO) > Germany (DE) [MW]"
"25.02.2022 19:00 - 25.02.2022 19:15","0","491"
"25.02.2022 19:15 - 25.02.2022 19:30","0","491"
"25.02.2022 19:30 - 25.02.2022 19:45","0","491"
"25.02.2022 19:45 - 25.02.2022 20:00","0","491"
"25.02.2022 20:00 - 25.02.2022 20:15","0","491"
"25.02.2022 20:15 - 25.02.2022 20:30","0","491"
"25.02.2022 20:30 - 25.02.2022 20:45","0","491"
"25.02.2022 20:45 - 25.02.2022 21:00","0","491"
"25.02.2022 21:00 - 25.02.2022 21:15","0","491"
"25.02.2022 21:15 - 25.02.2022 21:30","0","491"
"25.02.2022 21:30 - 25.02.2022 21:45","0","491"
"25.02.2022 21:45 - 25.02.2022 22:00","0","492"
"25.02.2022 22:00 - 25.02.2022 22:15","0","499"
"25.02.2022 22:15 - 25.02.2022 22:30","0","501"
"25.02.2022 22:30 - 25.02.2022 22:45","0","501"
"25.02.2022 22:45 - 25.02.2022 23:00","0","417"
"25.02.2022 23:00 - 25.02.2022 23:15","0","83"
"25.02.2022 23:15 - 25.02.2022 23:30","0","0"
"25.02.2022 23:30 - 25.02.2022 23:45","0","0"
"25.02.2022 23:45 - 26.02.2022 00:00","0","86"
"26.02.2022 00:00 - 26.02.2022 00:15","0","433"
"26.02.2022 00:15 - 26.02.2022 00:30","0","520"
"26.02.2022 00:30 - 26.02.2022 00:45","0","520"
"26.02.2022 00:45 - 26.02.2022 01:00","0","520"
"26.02.2022 01:00 - 26.02.2022 01:15","0","520"
"26.02.2022 01:15 - 26.02.2022 01:30","0","520"
"26.02.2022 01:30 - 26.02.2022 01:45","0","520"
"26.02.2022 01:45 - 26.02.2022 02:00","0","535"
"26.02.2022 02:00 - 26.02.2022 02:15","0","596"
"26.02.2022 02:15 - 26.02.2022 02:30","0","611"
"26.02.2022 02:30 - 26.02.2022 02:45","0","611"
"26.02.2022 02:45 - 26.02.2022 03:00","0","650"
"26.02.2022 03:00 - 26.02.2022 03:15","0","804"
"26.02.2022 03:15 - 26.02.2022 03:30","0","842"
"26.02.2022 03:30 - 26.02.2022 03:45","0","842"
"26.02.2022 03:45 - 26.02.2022 04:00","0","880"
"26.02.2022 04:00 - 26.02.2022 04:15","0","1035"
"26.02.2022 04:15 - 26.02.2022 04:30","0","1074"
"26.02.2022 04:30 - 26.02.2022 04:45","0","1074"
"26.02.2022 04:45 - 26.02.2022 05:00","0","1116"
"26.02.2022 05:00 - 26.02.2022 05:15","0","1283"
"26.02.2022 05:15 - 26.02.2022 05:30","0","1325"
"26.02.2022 05:30 - 26.02.2022 05:45","0","1325"
"26.02.2022 05:45 - 26.02.2022 06:00","0","1338"
"26.02.2022 06:00 - 26.02.2022 06:15","0","1392"
"26.02.2022 06:15 - 26.02.2022 06:30","0","1405"
"26.02.2022 06:30 - 26.02.2022 06:45","0","1405"
"26.02.2022 06:45 - 26.02.2022 07:00","0","1405"
"26.02.2022 07:00 - 26.02.2022 07:15","0","1405"
"26.02.2022 07:15 - 26.02.2022 07:30","0","1405"
"26.02.2022 07:30 - 26.02.2022 07:45","0","1405"
"26.02.2022 07:45 - 26.02.2022 08:00","0","1405"
"26.02.2022 08:00 - 26.02.2022 08:15","0","1405"
"26.02.2022 08:15 - 26.02.2022 08:30","0","1405"
"26.02.2022 08:30 - 26.02.2022 08:45","0","1405"
"26.02.2022 08:45 - 26.02.2022 09:00","0","1405"
"26.02.2022 09:00 - 26.02.2022 09:15","0","1405"
"26.02.2022 09:15 - 26.02.2022 09:30","0","1405"
"26.02.2022 09:30 - 26.02.2022 09:45","0","1405"
"26.02.2022 09:45 - 26.02.2022 10:00","0","1405"
"26.02.2022 10:00 - 26.02.2022 10:15","0","1405"
"26.02.2022 10:15 - 26.02.2022 10:30","0","1405"
"26.02.2022 10:30 - 26.02.2022 10:45","0","1405"
"26.02.2022 10:45 - 26.02.2022 11:00","0","1405"
"26.02.2022 11:00 - 26.02.2022 11:15","0","1405"
"26.02.2022 11:15 - 26.02.2022 11:30","0","1405"
"26.02.2022 11:30 - 26.02.2022 11:45","0","1406"
"26.02.2022 11:45 - 26.02.2022 12:00","0","1405"
"26.02.2022 12:00 - 26.02.2022 12:15","0","1405"
"26.02.2022 12:15 - 26.02.2022 12:30","0","1406"
"26.02.2022 12:30 - 26.02.2022 12:45","0","1405"
"26.02.2022 12:45 - 26.02.2022 13:00","0","1405"
"26.02.2022 13:00 - 26.02.2022 13:15","0","1405"
"26.02.2022 13:15 - 26.02.2022 13:30","0","1405"
"26.02.2022 13:30 - 26.02.2022 13:45","0","1405"
"26.02.2022 13:45 - 26.02.2022 14:00","0","1406"
"26.02.2022 14:00 - 26.02.2022 14:15","0","1405"
"26.02.2022 14:15 - 26.02.2022 14:30","0","1406"
"26.02.2022 14:30 - 26.02.2022 14:45","0","1405"
"26.02.2022 14:45 - 26.02.2022 15:00","0","1405"
"26.02.2022 15:00 - 26.02.2022 15:15","0","1405"
"26.02.2022 15:15 - 26.02.2022 15:30","0","1405"
"26.02.2022 15:30 - 26.02.2022 15:45","0","1405"
"26.02.2022 15:45 - 26.02.2022 16:00","0","1405"
"26.02.2022 16:00 - 26.02.2022 16:15","0","1406"
"26.02.2022 16:15 - 26.02.2022 16:30","0","1405"
"26.02.2022 16:30 - 26.02.2022 16:45","0","1405"
"26.02.2022 16:45 - 26.02.2022 17:00","0","1406"
"26.02.2022 17:00 - 26.02.2022 17:15","0","1405"
"26.02.2022 17:15 - 26.02.2022 17:30","0","1405"
"26.02.2022 17:30 - 26.02.2022 17:45","0","1405"
"26.02.2022 17:45 - 26.02.2022 18:00","0","1405"
"26.02.2022 18:00 - 26.02.2022 18:15","0","1405"
"26.02.2022 18:15 - 26.02.2022 18:30","0","1405"
"26.02.2022 18:30 - 26.02.2022 18:45","0","1405"
"26.02.2022 18:45 - 26.02.2022 19:00","0","1405"
"26.02.2022 19:00 - 26.02.2022 19:15","0","1405"
"26.02.2022 19:15 - 26.02.2022 19:30","0","1405"
"26.02.2022 19:30 - 26.02.2022 19:45","0","1405"
"26.02.2022 19:45 - 26.02.2022 20:00","0","1405"
"26.02.2022 20:00 - 26.02.2022 20:15","0","1405"
"26.02.2022 20:15 - 26.02.2022 20:30","0","1405"
"26.02.2022 20:30 - 26.02.2022 20:45","0","1405"
"26.02.2022 20:45 - 26.02.2022 21:00","0","1405"
"26.02.2022 21:00 - 26.02.2022 21:15","0","1405"
"26.02.2022 21:15 - 26.02.2022 21:30","0","1405"
"26.02.2022 21:30 - 26.02.2022 21:45","0","1405"
"26.02.2022 21:45 - 26.02.2022 22:00","0","1405"
"26.02.2022 22:00 - 26.02.2022 22:15","0","1405"
"26.02.2022 22:15 - 26.02.2022 22:30","0","1405"
"26.02.2022 22:30 - 26.02.2022 22:45","0","1405"
"26.02.2022 22:45 - 26.02.2022 23:00","0","1405"
"26.02.2022 23:00 - 26.02.2022 23:15","0","1405"
"26.02.2022 23:15 - 26.02.2022 23:30","0","1405"
"26.02.2022 23:30 - 26.02.2022 23:45","0","1405"
"26.02.2022 23:45 - 27.02.2022 00:00","0","1405"
"27.02.2022 00:00 - 27.02.2022 00:15","0","1405"
"27.02.2022 00:15 - 27.02.2022 00:30","0","1405"
"27.02.2022 00:30 - 27.02.2022 00:45","0","1405"
"27.02.2022 00:45 - 27.02.2022 01:00","0","1405"
"27.02.2022 01:00 - 27.02.2022 01:15","0","1405"
"27.02.2022 01:15 - 27.02.2022 01:30","0","1405"
"27.02.2022 01:30 - 27.02.2022 01:45","0","1405"
"27.02.2022 01:45 - 27.02.2022 02:00","0","1405"
"27.02.2022 02:00 - 27.02.2022 02:15","0","1405"
"27.02.2022 02:15 - 27.02.2022 02:30","0","1405"
"27.02.2022 02:30 - 27.02.2022 02:45","0","1405"
"27.02.2022 02:45 - 27.02.2022 03:00","0","1389"
"27.02.2022 03:00 - 27.02.2022 03:15","0","1324"
"27.02.2022 03:15 - 27.02.2022 03:30","0","1308"
"27.02.2022 03:30 - 27.02.2022 03:45","0","1308"
"27.02.2022 03:45 - 27.02.2022 04:00","0","1309"
"27.02.2022 04:00 - 27.02.2022 04:15","0","1317"
"27.02.2022 04:15 - 27.02.2022 04:30","0","1319"
"27.02.2022 04:30 - 27.02.2022 04:45","0","1319"
"27.02.2022 04:45 - 27.02.2022 05:00","0","1326"
"27.02.2022 05:00 - 27.02.2022 05:15","0","1354"
"27.02.2022 05:15 - 27.02.2022 05:30","0","1361"
"27.02.2022 05:30 - 27.02.2022 05:45","0","1361"
"27.02.2022 05:45 - 27.02.2022 06:00","0","1354"
"27.02.2022 06:00 - 27.02.2022 06:15","0","1323"
"27.02.2022 06:15 - 27.02.2022 06:30","0","1315"
"27.02.2022 06:30 - 27.02.2022 06:45","0","1315"
"27.02.2022 06:45 - 27.02.2022 07:00","0","1323"
"27.02.2022 07:00 - 27.02.2022 07:15","0","1357"
"27.02.2022 07:15 - 27.02.2022 07:30","0","1365"
"27.02.2022 07:30 - 27.02.2022 07:45","0","1365"
"27.02.2022 07:45 - 27.02.2022 08:00","0","1362"
"27.02.2022 08:00 - 27.02.2022 08:15","0","1348"
"27.02.2022 08:15 - 27.02.2022 08:30","0","1345"
"27.02.2022 08:30 - 27.02.2022 08:45","0","1345"
"27.02.2022 08:45 - 27.02.2022 09:00","0","1320"
"27.02.2022 09:00 - 27.02.2022 09:15","0","1220"
"27.02.2022 09:15 - 27.02.2022 09:30","0","1194"
"27.02.2022 09:30 - 27.02.2022 09:45","0","1194"
"27.02.2022 09:45 - 27.02.2022 10:00","0","1148"
"27.02.2022 10:00 - 27.02.2022 10:15","0","964"
"27.02.2022 10:15 - 27.02.2022 10:30","0","917"
"27.02.2022 10:30 - 27.02.2022 10:45","0","917"
"27.02.2022 10:45 - 27.02.2022 11:00","0","859"
"27.02.2022 11:00 - 27.02.2022 11:15","0","626"
"27.02.2022 11:15 - 27.02.2022 11:30","0","568"
"27.02.2022 11:30 - 27.02.2022 11:45","0","568"
"27.02.2022 11:45 - 27.02.2022 12:00","0","468"
"27.02.2022 12:00 - 27.02.2022 12:15","0","67"
"27.02.2022 12:15 - 27.02.2022 12:30","33","0"
"27.02.2022 12:30 - 27.02.2022 12:45","33","0"
"27.02.2022 12:45 - 27.02.2022 13:00","35","0"
"27.02.2022 13:00 - 27.02.2022 13:15","42","0"
"27.02.2022 13:15 - 27.02.2022 13:30","44","0"
"27.02.2022 13:30 - 27.02.2022 13:45","44","0"
"27.02.2022 13:45 - 27.02.2022 14:00","0","49"
"27.02.2022 14:00 - 27.02.2022 14:15","0","421"
"27.02.2022 14:15 - 27.02.2022 14:30","0","514"
"27.02.2022 14:30 - 27.02.2022 14:45","0","514"
"27.02.2022 14:45 - 27.02.2022 15:00","0","570"
"27.02.2022 15:00 - 27.02.2022 15:15","0","793"
"27.02.2022 15:15 - 27.02.2022 15:30","0","849"
"27.02.2022 15:30 - 27.02.2022 15:45","0","849"
"27.02.2022 15:45 - 27.02.2022 16:00","0","918"
"27.02.2022 16:00 - 27.02.2022 16:15","0","1194"
"27.02.2022 16:15 - 27.02.2022 16:30","0","1263"
"27.02.2022 16:30 - 27.02.2022 16:45","0","1263"
"27.02.2022 16:45 - 27.02.2022 17:00","0","1287"
"27.02.2022 17:00 - 27.02.2022 17:15","0","1381"
"27.02.2022 17:15 - 27.02.2022 17:30","0","1405"
"27.02.2022 17:30 - 27.02.2022 17:45","0","1405"
"27.02.2022 17:45 - 27.02.2022 18:00","0","1394"
"27.02.2022 18:00 - 27.02.2022 18:15","0","1347"
"27.02.2022 18:15 - 27.02.2022 18:30","0","1335"
"27.02.2022 18:30 - 27.02.2022 18:45","0","1335"
"27.02.2022 18:45 - 27.02.2022 19:00","0","1283"
"27.02.2022 19:00 - 27.02.2022 19:15","0","1076"
"27.02.2022 19:15 - 27.02.2022 19:30","0","1024"
"27.02.2022 19:30 - 27.02.2022 19:45","0","1024"
"27.02.2022 19:45 - 27.02.2022 20:00","0","995"
"27.02.2022 20:00 - 27.02.2022 20:15","0","882"
"27.02.2022 20:15 - 27.02.2022 20:30","0","853"
"27.02.2022 20:30 - 27.02.2022 20:45","0","853"
"27.02.2022 20:45 - 27.02.2022 21:00","0","835"
"27.02.2022 21:00 - 27.02.2022 21:15","0","761"
"27.02.2022 21:15 - 27.02.2022 21:30","0","742"
"27.02.2022 21:30 - 27.02.2022 21:45","0","742"
"27.02.2022 21:45 - 27.02.2022 22:00","0","739"
"27.02.2022 22:00 - 27.02.2022 22:15","0","726"
"27.02.2022 22:15 - 27.02.2022 22:30","0","723"
"27.02.2022 22:30 - 27.02.2022 22:45","0","723"
"27.02.2022 22:45 - 27.02.2022 23:00","0","721"
"27.02.2022 23:00 - 27.02.2022 23:15","0","714"
"27.02.2022 23:15 - 27.02.2022 23:30","0","712"
"27.02.2022 23:30 - 27.02.2022 23:45","0","712"
"27.02.2022 23:45 - 28.02.2022 00:00","0","714"
"28.02.2022 00:00 - 28.02.2022 00:15","0","720"
"28.02.2022 00:15 - 28.02.2022 00:30","0","721"
"28.02.2022 00:30 - 28.02.2022 00:45","0","722"
"28.02.2022 00:45 - 28.02.2022 01:00","0","722"
"28.02.2022 01:00 - 28.02.2022 01:15","0","722"
"28.02.2022 01:15 - 28.02.2022 01:30","0","722"
"28.02.2022 01:30 - 28.02.2022 01:45","0","722"
"28.02.2022 01:45 - 28.02.2022 02:00","0","739"
"28.02.2022 02:00 - 28.02.2022 02:15","0","806"
"28.02.2022 02:15 - 28.02.2022 02:30","0","823"
"28.02.2022 02:30 - 28.02.2022 02:45","0","823"
"28.02.2022 02:45 - 28.02.2022 03:00","0","839"
"28.02.2022 03:00 - 28.02.2022 03:15","0","907"
"28.02.2022 03:15 - 28.02.2022 03:30","0","923"
"28.02.2022 03:30 - 28.02.2022 03:45","0","923"
"28.02.2022 03:45 - 28.02.2022 04:00","0","937"
"28.02.2022 04:00 - 28.02.2022 04:15","0","990"
"28.02.2022 04:15 - 28.02.2022 04:30","0","1004"
"28.02.2022 04:30 - 28.02.2022 04:45","0","1004"
"28.02.2022 04:45 - 28.02.2022 05:00","0","1024"
"28.02.2022 05:00 - 28.02.2022 05:15","0","1104"
"28.02.2022 05:15 - 28.02.2022 05:30","0","1124"
"28.02.2022 05:30 - 28.02.2022 05:45","0","1124"
"28.02.2022 05:45 - 28.02.2022 06:00","0","1148"
"28.02.2022 06:00 - 28.02.2022 06:15","0","1241"
"28.02.2022 06:15 - 28.02.2022 06:30","0","1265"
"28.02.2022 06:30 - 28.02.2022 06:45","0","1265"
"28.02.2022 06:45 - 28.02.2022 07:00","0","1230"
"28.02.2022 07:00 - 28.02.2022 07:15","0","1089"
"28.02.2022 07:15 - 28.02.2022 07:30","0","1054"
"28.02.2022 07:30 - 28.02.2022 07:45","0","1054"
"28.02.2022 07:45 - 28.02.2022 08:00","0","1054"
"28.02.2022 08:00 - 28.02.2022 08:15","0","1054"
"28.02.2022 08:15 - 28.02.2022 08:30","0","1054"
"28.02.2022 08:30 - 28.02.2022 08:45","0","1054"
"28.02.2022 08:45 - 28.02.2022 09:00","0","1057"
"28.02.2022 09:00 - 28.02.2022 09:15","0","1071"
"28.02.2022 09:15 - 28.02.2022 09:30","0","1074"
"28.02.2022 09:30 - 28.02.2022 09:45","0","1074"
"28.02.2022 09:45 - 28.02.2022 10:00","0","1084"
"28.02.2022 10:00 - 28.02.2022 10:15","0","1124"
"28.02.2022 10:15 - 28.02.2022 10:30","0","1134"
"28.02.2022 10:30 - 28.02.2022 10:45","0","1134"
"28.02.2022 10:45 - 28.02.2022 11:00","0","1121"
"28.02.2022 11:00 - 28.02.2022 11:15","0","1067"
"28.02.2022 11:15 - 28.02.2022 11:30","0","1054"
"28.02.2022 11:30 - 28.02.2022 11:45","0","1054"
"28.02.2022 11:45 - 28.02.2022 12:00","0","972"
"28.02.2022 12:00 - 28.02.2022 12:15","0","635"
"28.02.2022 12:15 - 28.02.2022 12:30","0","551"
"28.02.2022 12:30 - 28.02.2022 12:45","0","551"
"28.02.2022 12:45 - 28.02.2022 13:00","0","553"
"28.02.2022 13:00 - 28.02.2022 13:15","0","559"
"28.02.2022 13:15 - 28.02.2022 13:30","0","561"
"28.02.2022 13:30 - 28.02.2022 13:45","0","561"
"28.02.2022 13:45 - 28.02.2022 14:00","0","519"
"28.02.2022 14:00 - 28.02.2022 14:15","0","352"
"28.02.2022 14:15 - 28.02.2022 14:30","0","311"
"28.02.2022 14:30 - 28.02.2022 14:45","0","310"
"28.02.2022 14:45 - 28.02.2022 15:00","0","410"
"28.02.2022 15:00 - 28.02.2022 15:15","0","812"
"28.02.2022 15:15 - 28.02.2022 15:30","0","913"
"28.02.2022 15:30 - 28.02.2022 15:45","0","913"
"28.02.2022 15:45 - 28.02.2022 16:00","0","910"
"28.02.2022 16:00 - 28.02.2022 16:15","0","896"
"28.02.2022 16:15 - 28.02.2022 16:30","0","893"
"28.02.2022 16:30 - 28.02.2022 16:45","0","893"
"28.02.2022 16:45 - 28.02.2022 17:00","0","928"
"28.02.2022 17:00 - 28.02.2022 17:15","0","1069"
"28.02.2022 17:15 - 28.02.2022 17:30","0","1104"
"28.02.2022 17:30 - 28.02.2022 17:45","0","1104"
"28.02.2022 17:45 - 28.02.2022 18:00","0","1052"
"28.02.2022 18:00 - 28.02.2022 18:15","0","845"
"28.02.2022 18:15 - 28.02.2022 18:30","0","792"
"28.02.2022 18:30 - 28.02.2022 18:45","0","792"
"28.02.2022 18:45 - 28.02.2022 19:00","0","744"
"28.02.2022 19:00 - 28.02.2022 19:15","0","549"
"28.02.2022 19:15 - 28.02.2022 19:30","0","501"
"28.02.2022 19:30 - 28.02.2022 19:45","0","501"
"28.02.2022 19:45 - 28.02.2022 20:00","0","500"
"28.02.2022 20:00 - 28.02.2022 20:15","0","501"
"28.02.2022 20:15 - 28.02.2022 20:30","0","501"
"28.02.2022 20:30 - 28.02.2022 20:45","0","500"
"28.02.2022 20:45 - 28.02.2022 21:00","0","501"
"28.02.2022 21:00 - 28.02.2022 21:15","0","501"
"28.02.2022 21:15 - 28.02.2022 21:30","0","501"
"28.02.2022 21:30 - 28.02.2022 21:45","0","501"
"28.02.2022 21:45 - 28.02.2022 22:00","0","502"
"28.02.2022 22:00 - 28.02.2022 22:15","0","509"
"28.02.2022 22:15 - 28.02.2022 22:30","0","511"
"28.02.2022 22:30 - 28.02.2022 22:45","0","511"
"28.02.2022 22:45 - 28.02.2022 23:00","0","511"
"28.02.2022 23:00 - 28.02.2022 23:15","0","511"
"28.02.2022 23:15 - 28.02.2022 23:30","0","511"
"28.02.2022 23:30 - 28.02.2022 23:45","0","511"
"28.02.2022 23:45 - 01.03.2022 00:00","0","511"
"01.03.2022 00:00 - 01.03.2022 00:15","0","511"
"01.03.2022 00:15 - 01.03.2022 00:30","0","510"
"01.03.2022 00:30 - 01.03.2022 00:45","0","511"
"01.03.2022 00:45 - 01.03.2022 01:00","0","512"
"01.03.2022 01:00 - 01.03.2022 01:15","0","519"
"01.03.2022 01:15 - 01.03.2022 01:30","0","521"
"01.03.2022 01:30 - 01.03.2022 01:45","0","521"
"01.03.2022 01:45 - 01.03.2022 02:00","0","542"
"01.03.2022 02:00 - 01.03.2022 02:15","0","630"
"01.03.2022 02:15 - 01.03.2022 02:30","0","651"
"01.03.2022 02:30 - 01.03.2022 02:45","0","651"
"01.03.2022 02:45 - 01.03.2022 03:00","0","675"
"01.03.2022 03:00 - 01.03.2022 03:15","0","769"
"01.03.2022 03:15 - 01.03.2022 03:30","0","792"
"01.03.2022 03:30 - 01.03.2022 03:45","0","792"
"01.03.2022 03:45 - 01.03.2022 04:00","0","812"
"01.03.2022 04:00 - 01.03.2022 04:15","0","893"
"01.03.2022 04:15 - 01.03.2022 04:30","0","913"
"01.03.2022 04:30 - 01.03.2022 04:45","0","913"
"01.03.2022 04:45 - 01.03.2022 05:00","0","942"
"01.03.2022 05:00 - 01.03.2022 05:15","0","1056"
"01.03.2022 05:15 - 01.03.2022 05:30","0","1084"
"01.03.2022 05:30 - 01.03.2022 05:45","0","1084"
"01.03.2022 05:45 - 01.03.2022 06:00","0","1106"
"01.03.2022 06:00 - 01.03.2022 06:15","0","1192"
"01.03.2022 06:15 - 01.03.2022 06:30","0","1214"
"01.03.2022 06:30 - 01.03.2022 06:45","0","1214"
"01.03.2022 06:45 - 01.03.2022 07:00","0","1230"
"01.03.2022 07:00 - 01.03.2022 07:15","0","1290"
"01.03.2022 07:15 - 01.03.2022 07:30","0","1305"
"01.03.2022 07:30 - 01.03.2022 07:45","0","1305"
"01.03.2022 07:45 - 01.03.2022 08:00","0","1315"
"01.03.2022 08:00 - 01.03.2022 08:15","0","1355"
"01.03.2022 08:15 - 01.03.2022 08:30","0","1365"
"01.03.2022 08:30 - 01.03.2022 08:45","0","1365"
"01.03.2022 08:45 - 01.03.2022 09:00","0","1367"
"01.03.2022 09:00 - 01.03.2022 09:15","0","1373"
"01.03.2022 09:15 - 01.03.2022 09:30","0","1375"
"01.03.2022 09:30 - 01.03.2022 09:45","0","1375"
"01.03.2022 09:45 - 01.03.2022 10:00","0","1380"
"01.03.2022 10:00 - 01.03.2022 10:15","0","1400"
"01.03.2022 10:15 - 01.03.2022 10:30","0","1405"
"01.03.2022 10:30 - 01.03.2022 10:45","0","1405"
"01.03.2022 10:45 - 01.03.2022 11:00","0","1405"
"01.03.2022 11:00 - 01.03.2022 11:15","0","1405"
"01.03.2022 11:15 - 01.03.2022 11:30","0","1405"
"01.03.2022 11:30 - 01.03.2022 11:45","0","1405"
"01.03.2022 11:45 - 01.03.2022 12:00","0","1405"
"01.03.2022 12:00 - 01.03.2022 12:15","0","1405"
"01.03.2022 12:15 - 01.03.2022 12:30","0","1405"
"01.03.2022 12:30 - 01.03.2022 12:45","0","1405"
"01.03.2022 12:45 - 01.03.2022 13:00","0","1405"
"01.03.2022 13:00 - 01.03.2022 13:15","0","1405"
"01.03.2022 13:15 - 01.03.2022 13:30","0","1405"
"01.03.2022 13:30 - 01.03.2022 13:45","0","1405"
"01.03.2022 13:45 - 01.03.2022 14:00","0","1405"
"01.03.2022 14:00 - 01.03.2022 14:15","0","1405"
"01.03.2022 14:15 - 01.03.2022 14:30","0","1405"
"01.03.2022 14:30 - 01.03.2022 14:45","0","1405"
"01.03.2022 14:45 - 01.03.2022 15:00","0","1405"
"01.03.2022 15:00 - 01.03.2022 15:15","0","1405"
"01.03.2022 15:15 - 01.03.2022 15:30","0","1405"
"01.03.2022 15:30 - 01.03.2022 15:45","0","1405"
"01.03.2022 15:45 - 01.03.2022 16:00","0","1405"
"01.03.2022 16:00 - 01.03.2022 16:15","0","1405"
"01.03.2022 16:15 - 01.03.2022 16:30","0","1405"
"01.03.2022 16:30 - 01.03.2022 16:45","0","1405"
"01.03.2022 16:45 - 01.03.2022 17:00","0","1405"
"01.03.2022 17:00 - 01.03.2022 17:15","0","1405"
"01.03.2022 17:15 - 01.03.2022 17:30","0","1405"
"01.03.2022 17:30 - 01.03.2022 17:45","0","1405"
"01.03.2022 17:45 - 01.03.2022 18:00","0","1405"
"01.03.2022 18:00 - 01.03.2022 18:15","0","1405"
"01.03.2022 18:15 - 01.03.2022 18:30","0","1405"
"01.03.2022 18:30 - 01.03.2022 18:45","0","1405"
"01.03.2022 18:45 - 01.03.2022 19:00","0","1405"
"01.03.2022 19:00 - 01.03.2022 19:15","0","1405"
"01.03.2022 19:15 - 01.03.2022 19:30","0","1405"
"01.03.2022 19:30 - 01.03.2022 19:45","0","1405"
"01.03.2022 19:45 - 01.03.2022 20:00","0","1405"
"01.03.2022 20:00 - 01.03.2022 20:15","0","1405"
"01.03.2022 20:15 - 01.03.2022 20:30","0","1405"
"01.03.2022 20:30 - 01.03.2022 20:45","0","1405"
"01.03.2022 20:45 - 01.03.2022 21:00","0","1405"
"01.03.2022 21:00 - 01.03.2022 21:15","0","1405"
"01.03.2022 21:15 - 01.03.2022 21:30","0","1405"
"01.03.2022 21:30 - 01.03.2022 21:45","0","1405"
"01.03.2022 21:45 - 01.03.2022 22:00","0","1405"
"01.03.2022 22:00 - 01.03.2022 22:15","0","1405"
"01.03.2022 22:15 - 01.03.2022 22:30","0","1405"
"01.03.2022 22:30 - 01.03.2022 22:45","0","1405"
"01.03.2022 22:45 - 01.03.2022 23:00","0","1405"
"01.03.2022 23:00 - 01.03.2022 23:15","0","1405"
"01.03.2022 23:15 - 01.03.2022 23:30","0","1405"
"01.03.2022 23:30 - 01.03.2022 23:45","0","1405"
"01.03.2022 23:45 - 02.03.2022 00:00","0","1405"
"02.03.2022 00:00 - 02.03.2022 00:15","0","1405"
"02.03.2022 00:15 - 02.03.2022 00:30","0","1405"
"02.03.2022 00:30 - 02.03.2022 00:45","0","1405"
"02.03.2022 00:45 - 02.03.2022 01:00","0","1405"
"02.03.2022 01:00 - 02.03.2022 01:15","0","1405"
"02.03.2022 01:15 - 02.03.2022 01:30","0","1405"
"02.03.2022 01:30 - 02.03.2022 01:45","0","1405"
"02.03.2022 01:45 - 02.03.2022 02:00","0","1405"
"02.03.2022 02:00 - 02.03.2022 02:15","0","1405"
"02.03.2022 02:15 - 02.03.2022 02:30","0","1405"
"02.03.2022 02:30 - 02.03.2022 02:45","0","1405"
"02.03.2022 02:45 - 02.03.2022 03:00","0","1405"
"02.03.2022 03:00 - 02.03.2022 03:15","0","1405"
"02.03.2022 03:15 - 02.03.2022 03:30","0","1405"
"02.03.2022 03:30 - 02.03.2022 03:45","0","1405"
"02.03.2022 03:45 - 02.03.2022 04:00","0","1405"
"02.03.2022 04:00 - 02.03.2022 04:15","0","1405"
"02.03.2022 04:15 - 02.03.2022 04:30","0","1405"
"02.03.2022 04:30 - 02.03.2022 04:45","0","1405"
"02.03.2022 04:45 - 02.03.2022 05:00","0","1405"
"02.03.2022 05:00 - 02.03.2022 05:15","0","1405"
"02.03.2022 05:15 - 02.03.2022 05:30","0","1405"
"02.03.2022 05:30 - 02.03.2022 05:45","0","1405"
"02.03.2022 05:45 - 02.03.2022 06:00","0","1405"
"02.03.2022 06:00 - 02.03.2022 06:15","0","1405"
"02.03.2022 06:15 - 02.03.2022 06:30","0","1405"
"02.03.2022 06:30 - 02.03.2022 06:45","0","1405"
"02.03.2022 06:45 - 02.03.2022 07:00","0","1405"
"02.03.2022 07:00 - 02.03.2022 07:15","0","1405"
"02.03.2022 07:15 - 02.03.2022 07:30","0","1405"
"02.03.2022 07:30 - 02.03.2022 07:45","0","1405"
"02.03.2022 07:45 - 02.03.2022 08:00","0","1405"
"02.03.2022 08:00 - 02.03.2022 08:15","0","1405"
"02.03.2022 08:15 - 02.03.2022 08:30","0","1405"
"02.03.2022 08:30 - 02.03.2022 08:45","0","1405"
"02.03.2022 08:45 - 02.03.2022 09:00","0","1405"
"02.03.2022 09:00 - 02.03.2022 09:15","0","1405"
"02.03.2022 09:15 - 02.03.2022 09:30","0","1405"
"02.03.2022 09:30 - 02.03.2022 09:45","0","1405"
"02.03.2022 09:45 - 02.03.2022 10:00","0","1405"
"02.03.2022 10:00 - 02.03.2022 10:15","0","1405"
"02.03.2022 10:15 - 02.03.2022 10:30","0","1405"
"02.03.2022 10:30 - 02.03.2022 10:45","0","1405"
"02.03.2022 10:45 - 02.03.2022 11:00","0","1405"
"02.03.2022 11:00 - 02.03.2022 11:15","0","1405"
"02.03.2022 11:15 - 02.03.2022 11:30","0","1405"
"02.03.2022 11:30 - 02.03.2022 11:45","0","1405"
"02.03.2022 11:45 - 02.03.2022 12:00","0","1405"
"02.03.2022 12:00 - 02.03.2022 12:15","0","1405"
"02.03.2022 12:15 - 02.03.2022 12:30","0","1405"
"02.03.2022 12:30 - 02.03.2022 12:45","0","1405"
