"Time (CET/CEST)","Germany (DE) > Norway (NO) [MW]","Norway (NO) > Germany (DE) [MW]"
"16.02.2023 18:30 - 16.02.2023 18:45","0","1403"
"16.02.2023 18:45 - 16.02.2023 19:00","0","1396"
"16.02.2023 19:00 - 16.02.2023 19:15","0","1363"
"16.02.2023 19:15 - 16.02.2023 19:30","0","1353"
"16.02.2023 19:30 - 16.02.2023 19:45","0","1353"
"16.02.2023 19:45 - 16.02.2023 20:00","0","1347"
"16.02.2023 20:00 - 16.02.2023 20:15","0","1321"
"16.02.2023 20:15 - 16.02.2023 20:30","0","1313"
"16.02.2023 20:30 - 16.02.2023 20:45","0","1313"
"16.02.2023 20:45 - 16.02.2023 21:00","0","1300"
"16.02.2023 21:00 - 16.02.2023 21:15","0","1240"
"16.02.2023 21:15 - 16.02.2023 21:30","0","1223"
"16.02.2023 21:30 - 16.02.2023 21:45","0","1223"
"16.02.2023 21:45 - 16.02.2023 22:00","0","1213"
"16.02.2023 22:00 - 16.02.2023 22:15","0","1166"
"16.02.2023 22:15 - 16.02.2023 22:30","0","1152"
"16.02.2023 22:30 - 16.02.2023 22:45","0","1152"
"16.02.2023 22:45 - 16.02.2023 23:00","0","1058"
"16.02.2023 23:00 - 16.02.2023 23:15","0","657"
"16.02.2023 23:15 - 16.02.2023 23:30","0","550"
"16.02.2023 23:30 - 16.02.2023 23:45","0","550"
"16.02.2023 23:45 - 17.02.2023 00:00","0","539"
"17.02.2023 00:00 - 17.02.2023 00:15","0","484"
"17.02.2023 00:15 - 17.02.2023 00:30","0","468"
"17.02.2023 00:30 - 17.02.2023 00:45","N/A","N/A"
"17.02.2023 00:45 - 17.02.2023 01:00","0","402"
"17.02.2023 01:00 - 17.02.2023 01:15","0","134"
"17.02.2023 01:15 - 17.02.2023 01:30","0","67"
"17.02.2023 01:30 - 17.02.2023 01:45","0","67"
"17.02.2023 01:45 - 17.02.2023 02:00","0","116"
"17.02.2023 02:00 - 17.02.2023 02:15","0","313"
"17.02.2023 02:15 - 17.02.2023 02:30","0","362"
"17.02.2023 02:30 - 17.02.2023 02:45","0","362"
"17.02.2023 02:45 - 17.02.2023 03:00","0","378"
"17.02.2023 03:00 - 17.02.2023 03:15","0","444"
"17.02.2023 03:15 - 17.02.2023 03:30","0","460"
"17.02.2023 03:30 - 17.02.2023 03:45","0","460"
"17.02.2023 03:45 - 17.02.2023 04:00","0","455"
"17.02.2023 04:00 - 17.02.2023 04:15","0","435"
"17.02.2023 04:15 - 17.02.2023 04:30","0","430"
"17.02.2023 04:30 - 17.02.2023 04:45","0","430"
"17.02.2023 04:45 - 17.02.2023 05:00","0","447"
"17.02.2023 05:00 - 17.02.2023 05:15","0","513"
"17.02.2023 05:15 - 17.02.2023 05:30","0","530"
"17.02.2023 05:30 - 17.02.2023 05:45","0","530"
"17.02.2023 05:45 - 17.02.2023 06:00","0","525"
"17.02.2023 06:00 - 17.02.2023 06:15","0","506"
"17.02.2023 06:15 - 17.02.2023 06:30","0","501"
"17.02.2023 06:30 - 17.02.2023 06:45","0","501"
"17.02.2023 06:45 - 17.02.2023 07:00","0","516"
"17.02.2023 07:00 - 17.02.2023 07:15","0","576"
"17.02.2023 07:15 - 17.02.2023 07:30","0","591"
"17.02.2023 07:30 - 17.02.2023 07:45","0","591"
"17.02.2023 07:45 - 17.02.2023 08:00","0","579"
"17.02.2023 08:00 - 17.02.2023 08:15","0","528"
"17.02.2023 08:15 - 17.02.2023 08:30","0","516"
"17.02.2023 08:30 - 17.02.2023 08:45","0","516"
"17.02.2023 08:45 - 17.02.2023 09:00","0","416"
"17.02.2023 09:00 - 17.02.2023 09:15","0","17"
"17.02.2023 09:15 - 17.02.2023 09:30","83","0"
"17.02.2023 09:30 - 17.02.2023 09:45","83","0"
"17.02.2023 09:45 - 17.02.2023 10:00","141","0"
"17.02.2023 10:00 - 17.02.2023 10:15","374","0"
"17.02.2023 10:15 - 17.02.2023 10:30","432","0"
"17.02.2023 10:30 - 17.02.2023 10:45","432","0"
"17.02.2023 10:45 - 17.02.2023 11:00","457","0"
"17.02.2023 11:00 - 17.02.2023 11:15","554","0"
"17.02.2023 11:15 - 17.02.2023 11:30","579","0"
"17.02.2023 11:30 - 17.02.2023 11:45","579","0"
"17.02.2023 11:45 - 17.02.2023 12:00","678","0"
"17.02.2023 12:00 - 17.02.2023 12:15","1078","0"
"17.02.2023 12:15 - 17.02.2023 12:30","1180","0"
"17.02.2023 12:30 - 17.02.2023 12:45","1180","0"
"17.02.2023 12:45 - 17.02.2023 13:00","1186","0"
"17.02.2023 13:00 - 17.02.2023 13:15","1214","0"
"17.02.2023 13:15 - 17.02.2023 13:30","1221","0"
"17.02.2023 13:30 - 17.02.2023 13:45","1220","0"
"17.02.2023 13:45 - 17.02.2023 14:00","1229","0"
"17.02.2023 14:00 - 17.02.2023 14:15","1261","0"
"17.02.2023 14:15 - 17.02.2023 14:30","1269","0"
"17.02.2023 14:30 - 17.02.2023 14:45","1270","0"
"17.02.2023 14:45 - 17.02.2023 15:00","1287","0"
"17.02.2023 15:00 - 17.02.2023 15:15","1358","0"
"17.02.2023 15:15 - 17.02.2023 15:30","1375","0"
"17.02.2023 15:30 - 17.02.2023 15:45","1376","0"
"17.02.2023 15:45 - 17.02.2023 16:00","1376","0"
"17.02.2023 16:00 - 17.02.2023 16:15","792","0"
"17.02.2023 16:15 - 17.02.2023 16:30","0","44"
"17.02.2023 16:30 - 17.02.2023 16:45","0","0"
"17.02.2023 16:45 - 17.02.2023 17:00","0","0"
"17.02.2023 17:00 - 17.02.2023 17:15","0","0"
"17.02.2023 17:15 - 17.02.2023 17:30","0","0"
"17.02.2023 17:30 - 17.02.2023 17:45","0","0"
"17.02.2023 17:45 - 17.02.2023 18:00","0","0"
"17.02.2023 18:00 - 17.02.2023 18:15","0","0"
"17.02.2023 18:15 - 17.02.2023 18:30","0","0"
"17.02.2023 18:30 - 17.02.2023 18:45","0","0"
"17.02.2023 18:45 - 17.02.2023 19:00","0","0"
"17.02.2023 19:00 - 17.02.2023 19:15","0","0"
"17.02.2023 19:15 - 17.02.2023 19:30","0","0"
"17.02.2023 19:30 - 17.02.2023 19:45","0","0"
"17.02.2023 19:45 - 17.02.2023 20:00","0","0"
"17.02.2023 20:00 - 17.02.2023 20:15","0","0"
"17.02.2023 20:15 - 17.02.2023 20:30","0","0"
"17.02.2023 20:30 - 17.02.2023 20:45","0","0"
"17.02.2023 20:45 - 17.02.2023 21:00","0","0"
"17.02.2023 21:00 - 17.02.2023 21:15","0","0"
"17.02.2023 21:15 - 17.02.2023 21:30","0","0"
"17.02.2023 21:30 - 17.02.2023 21:45","0","0"
"17.02.2023 21:45 - 17.02.2023 22:00","0","0"
"17.02.2023 22:00 - 17.02.2023 22:15","0","0"
"17.02.2023 22:15 - 17.02.2023 22:30","0","0"
"17.02.2023 22:30 - 17.02.2023 22:45","0","0"
"17.02.2023 22:45 - 17.02.2023 23:00","0","0"
"17.02.2023 23:00 - 17.02.2023 23:15","0","1"
"17.02.2023 23:15 - 17.02.2023 23:30","0","0"
"17.02.2023 23:30 - 17.02.2023 23:45","0","0"
"17.02.2023 23:45 - 18.02.2023 00:00","213","0"
"18.02.2023 00:00 - 18.02.2023 00:15","942","0"
"18.02.2023 00:15 - 18.02.2023 00:30","1367","0"
"18.02.2023 00:30 - 18.02.2023 00:45","1369","0"
"18.02.2023 00:45 - 18.02.2023 01:00","1371","0"
"18.02.2023 01:00 - 18.02.2023 01:15","1376","0"
"18.02.2023 01:15 - 18.02.2023 01:30","1377","0"
"18.02.2023 01:30 - 18.02.2023 01:45","1378","0"
"18.02.2023 01:45 - 18.02.2023 02:00","1380","0"
"18.02.2023 02:00 - 18.02.2023 02:15","1386","0"
"18.02.2023 02:15 - 18.02.2023 02:30","1387","0"
"18.02.2023 02:30 - 18.02.2023 02:45","1388","0"
"18.02.2023 02:45 - 18.02.2023 03:00","1378","0"
"18.02.2023 03:00 - 18.02.2023 03:15","1345","0"
"18.02.2023 03:15 - 18.02.2023 03:30","1338","0"
"18.02.2023 03:30 - 18.02.2023 03:45","1338","0"
"18.02.2023 03:45 - 18.02.2023 04:00","1287","0"
"18.02.2023 04:00 - 18.02.2023 04:15","1090","0"
"18.02.2023 04:15 - 18.02.2023 04:30","1043","0"
"18.02.2023 04:30 - 18.02.2023 04:45","1044","0"
"18.02.2023 04:45 - 18.02.2023 05:00","944","0"
"18.02.2023 05:00 - 18.02.2023 05:15","544","0"
"18.02.2023 05:15 - 18.02.2023 05:30","442","0"
"18.02.2023 05:30 - 18.02.2023 05:45","442","0"
"18.02.2023 05:45 - 18.02.2023 06:00","343","0"
"18.02.2023 06:00 - 18.02.2023 06:15","0","56"
"18.02.2023 06:15 - 18.02.2023 06:30","0","158"
"18.02.2023 06:30 - 18.02.2023 06:45","0","158"
"18.02.2023 06:45 - 18.02.2023 07:00","0","253"
"18.02.2023 07:00 - 18.02.2023 07:15","0","635"
"18.02.2023 07:15 - 18.02.2023 07:30","0","732"
"18.02.2023 07:30 - 18.02.2023 07:45","0","732"
"18.02.2023 07:45 - 18.02.2023 08:00","0","780"
"18.02.2023 08:00 - 18.02.2023 08:15","0","960"
"18.02.2023 08:15 - 18.02.2023 08:30","0","1003"
"18.02.2023 08:30 - 18.02.2023 08:45","0","1003"
"18.02.2023 08:45 - 18.02.2023 09:00","0","1007"
"18.02.2023 09:00 - 18.02.2023 09:15","0","1018"
"18.02.2023 09:15 - 18.02.2023 09:30","0","1021"
"18.02.2023 09:30 - 18.02.2023 09:45","0","1020"
"18.02.2023 09:45 - 18.02.2023 10:00","0","989"
"18.02.2023 10:00 - 18.02.2023 10:15","0","870"
"18.02.2023 10:15 - 18.02.2023 10:30","0","842"
"18.02.2023 10:30 - 18.02.2023 10:45","0","842"
"18.02.2023 10:45 - 18.02.2023 11:00","0","766"
"18.02.2023 11:00 - 18.02.2023 11:15","0","473"
"18.02.2023 11:15 - 18.02.2023 11:30","0","401"
"18.02.2023 11:30 - 18.02.2023 11:45","0","401"
"18.02.2023 11:45 - 18.02.2023 12:00","0","313"
"18.02.2023 12:00 - 18.02.2023 12:15","37","0"
"18.02.2023 12:15 - 18.02.2023 12:30","125","0"
"18.02.2023 12:30 - 18.02.2023 12:45","125","0"
"18.02.2023 12:45 - 18.02.2023 13:00","175","0"
"18.02.2023 13:00 - 18.02.2023 13:15","368","0"
"18.02.2023 13:15 - 18.02.2023 13:30","414","0"
"18.02.2023 13:30 - 18.02.2023 13:45","414","0"
"18.02.2023 13:45 - 18.02.2023 14:00","355","0"
"18.02.2023 14:00 - 18.02.2023 14:15","126","0"
"18.02.2023 14:15 - 18.02.2023 14:30","71","0"
"18.02.2023 14:30 - 18.02.2023 14:45","71","0"
"18.02.2023 14:45 - 18.02.2023 15:00","15","0"
"18.02.2023 15:00 - 18.02.2023 15:15","0","196"
"18.02.2023 15:15 - 18.02.2023 15:30","0","247"
"18.02.2023 15:30 - 18.02.2023 15:45","0","247"
"18.02.2023 15:45 - 18.02.2023 16:00","0","347"
"18.02.2023 16:00 - 18.02.2023 16:15","0","748"
"18.02.2023 16:15 - 18.02.2023 16:30","0","850"
"18.02.2023 16:30 - 18.02.2023 16:45","0","850"
"18.02.2023 16:45 - 18.02.2023 17:00","0","896"
"18.02.2023 17:00 - 18.02.2023 17:15","0","1071"
"18.02.2023 17:15 - 18.02.2023 17:30","0","1114"
"18.02.2023 17:30 - 18.02.2023 17:45","0","1114"
"18.02.2023 17:45 - 18.02.2023 18:00","0","1123"
"18.02.2023 18:00 - 18.02.2023 18:15","0","1156"
"18.02.2023 18:15 - 18.02.2023 18:30","0","1164"
"18.02.2023 18:30 - 18.02.2023 18:45","0","1164"
"18.02.2023 18:45 - 18.02.2023 19:00","0","1156"
"18.02.2023 19:00 - 18.02.2023 19:15","0","1128"
"18.02.2023 19:15 - 18.02.2023 19:30","0","1122"
"18.02.2023 19:30 - 18.02.2023 19:45","0","1122"
"18.02.2023 19:45 - 18.02.2023 20:00","0","1138"
"18.02.2023 20:00 - 18.02.2023 20:15","0","1196"
"18.02.2023 20:15 - 18.02.2023 20:30","0","1209"
"18.02.2023 20:30 - 18.02.2023 20:45","0","1209"
"18.02.2023 20:45 - 18.02.2023 21:00","0","1228"
"18.02.2023 21:00 - 18.02.2023 21:15","0","1297"
"18.02.2023 21:15 - 18.02.2023 21:30","0","1312"
"18.02.2023 21:30 - 18.02.2023 21:45","0","1313"
"18.02.2023 21:45 - 18.02.2023 22:00","0","1328"
"18.02.2023 22:00 - 18.02.2023 22:15","0","1387"
"18.02.2023 22:15 - 18.02.2023 22:30","0","1401"
"18.02.2023 22:30 - 18.02.2023 22:45","0","1401"
"18.02.2023 22:45 - 18.02.2023 23:00","0","1402"
"18.02.2023 23:00 - 18.02.2023 23:15","0","1404"
"18.02.2023 23:15 - 18.02.2023 23:30","0","1405"
"18.02.2023 23:30 - 18.02.2023 23:45","0","1405"
"18.02.2023 23:45 - 19.02.2023 00:00","0","1349"
"19.02.2023 00:00 - 19.02.2023 00:15","0","1138"
"19.02.2023 00:15 - 19.02.2023 00:30","0","1087"
"19.02.2023 00:30 - 19.02.2023 00:45","0","1087"
"19.02.2023 00:45 - 19.02.2023 01:00","0","991"
"19.02.2023 01:00 - 19.02.2023 01:15","0","605"
"19.02.2023 01:15 - 19.02.2023 01:30","0","509"
"19.02.2023 01:30 - 19.02.2023 01:45","0","509"
"19.02.2023 01:45 - 19.02.2023 02:00","0","447"
"19.02.2023 02:00 - 19.02.2023 02:15","0","209"
"19.02.2023 02:15 - 19.02.2023 02:30","0","152"
"19.02.2023 02:30 - 19.02.2023 02:45","0","152"
"19.02.2023 02:45 - 19.02.2023 03:00","0","129"
"19.02.2023 03:00 - 19.02.2023 03:15","0","48"
"19.02.2023 03:15 - 19.02.2023 03:30","0","29"
"19.02.2023 03:30 - 19.02.2023 03:45","0","29"
"19.02.2023 03:45 - 19.02.2023 04:00","0","48"
"19.02.2023 04:00 - 19.02.2023 04:15","0","122"
"19.02.2023 04:15 - 19.02.2023 04:30","0","139"
"19.02.2023 04:30 - 19.02.2023 04:45","0","139"
"19.02.2023 04:45 - 19.02.2023 05:00","0","140"
"19.02.2023 05:00 - 19.02.2023 05:15","0","146"
"19.02.2023 05:15 - 19.02.2023 05:30","0","147"
"19.02.2023 05:30 - 19.02.2023 05:45","0","147"
"19.02.2023 05:45 - 19.02.2023 06:00","0","180"
"19.02.2023 06:00 - 19.02.2023 06:15","0","305"
"19.02.2023 06:15 - 19.02.2023 06:30","0","333"
"19.02.2023 06:30 - 19.02.2023 06:45","0","333"
"19.02.2023 06:45 - 19.02.2023 07:00","0","423"
"19.02.2023 07:00 - 19.02.2023 07:15","0","777"
"19.02.2023 07:15 - 19.02.2023 07:30","0","865"
"19.02.2023 07:30 - 19.02.2023 07:45","0","864"
"19.02.2023 07:45 - 19.02.2023 08:00","0","956"
"19.02.2023 08:00 - 19.02.2023 08:15","0","1315"
"19.02.2023 08:15 - 19.02.2023 08:30","0","1405"
"19.02.2023 08:30 - 19.02.2023 08:45","0","1405"
"19.02.2023 08:45 - 19.02.2023 09:00","0","1404"
"19.02.2023 09:00 - 19.02.2023 09:15","0","1405"
"19.02.2023 09:15 - 19.02.2023 09:30","0","1405"
"19.02.2023 09:30 - 19.02.2023 09:45","0","1405"
"19.02.2023 09:45 - 19.02.2023 10:00","0","1396"
"19.02.2023 10:00 - 19.02.2023 10:15","0","1362"
"19.02.2023 10:15 - 19.02.2023 10:30","0","1355"
"19.02.2023 10:30 - 19.02.2023 10:45","0","1355"
"19.02.2023 10:45 - 19.02.2023 11:00","0","1335"
"19.02.2023 11:00 - 19.02.2023 11:15","0","1261"
"19.02.2023 11:15 - 19.02.2023 11:30","0","1244"
"19.02.2023 11:30 - 19.02.2023 11:45","0","1244"
"19.02.2023 11:45 - 19.02.2023 12:00","0","1212"
"19.02.2023 12:00 - 19.02.2023 12:15","0","1092"
"19.02.2023 12:15 - 19.02.2023 12:30","0","1064"
"19.02.2023 12:30 - 19.02.2023 12:45","0","1064"
"19.02.2023 12:45 - 19.02.2023 13:00","0","1038"
"19.02.2023 13:00 - 19.02.2023 13:15","0","945"
"19.02.2023 13:15 - 19.02.2023 13:30","0","923"
"19.02.2023 13:30 - 19.02.2023 13:45","0","923"
"19.02.2023 13:45 - 19.02.2023 14:00","0","902"
"19.02.2023 14:00 - 19.02.2023 14:15","0","821"
"19.02.2023 14:15 - 19.02.2023 14:30","0","803"
"19.02.2023 14:30 - 19.02.2023 14:45","0","802"
"19.02.2023 14:45 - 19.02.2023 15:00","0","802"
"19.02.2023 15:00 - 19.02.2023 15:15","0","802"
"19.02.2023 15:15 - 19.02.2023 15:30","0","802"
"19.02.2023 15:30 - 19.02.2023 15:45","0","802"
"19.02.2023 15:45 - 19.02.2023 16:00","0","850"
"19.02.2023 16:00 - 19.02.2023 16:15","0","1031"
"19.02.2023 16:15 - 19.02.2023 16:30","0","1074"
"19.02.2023 16:30 - 19.02.2023 16:45","0","1074"
"19.02.2023 16:45 - 19.02.2023 17:00","0","1061"
"19.02.2023 17:00 - 19.02.2023 17:15","0","1014"
"19.02.2023 17:15 - 19.02.2023 17:30","0","1003"
"19.02.2023 17:30 - 19.02.2023 17:45","0","1003"
"19.02.2023 17:45 - 19.02.2023 18:00","0","985"
"19.02.2023 18:00 - 19.02.2023 18:15","0","919"
"19.02.2023 18:15 - 19.02.2023 18:30","0","903"
"19.02.2023 18:30 - 19.02.2023 18:45","0","903"
"19.02.2023 18:45 - 19.02.2023 19:00","0","885"
"19.02.2023 19:00 - 19.02.2023 19:15","0","818"
"19.02.2023 19:15 - 19.02.2023 19:30","0","802"
"19.02.2023 19:30 - 19.02.2023 19:45","0","802"
"19.02.2023 19:45 - 19.02.2023 20:00","0","774"
"19.02.2023 20:00 - 19.02.2023 20:15","0","666"
"19.02.2023 20:15 - 19.02.2023 20:30","0","641"
"19.02.2023 20:30 - 19.02.2023 20:45","0","641"
"19.02.2023 20:45 - 19.02.2023 21:00","0","639"
"19.02.2023 21:00 - 19.02.2023 21:15","0","633"
"19.02.2023 21:15 - 19.02.2023 21:30","0","631"
"19.02.2023 21:30 - 19.02.2023 21:45","0","631"
"19.02.2023 21:45 - 19.02.2023 22:00","0","629"
"19.02.2023 22:00 - 19.02.2023 22:15","0","623"
"19.02.2023 22:15 - 19.02.2023 22:30","0","621"
"19.02.2023 22:30 - 19.02.2023 22:45","0","621"
"19.02.2023 22:45 - 19.02.2023 23:00","0","621"
"19.02.2023 23:00 - 19.02.2023 23:15","0","621"
"19.02.2023 23:15 - 19.02.2023 23:30","0","621"
"19.02.2023 23:30 - 19.02.2023 23:45","0","621"
"19.02.2023 23:45 - 20.02.2023 00:00","0","520"
"20.02.2023 00:00 - 20.02.2023 00:15","0","120"
"20.02.2023 00:15 - 20.02.2023 00:30","0","19"
"20.02.2023 00:30 - 20.02.2023 00:45","0","20"
"20.02.2023 00:45 - 20.02.2023 01:00","79","0"
"20.02.2023 01:00 - 20.02.2023 01:15","477","0"
"20.02.2023 01:15 - 20.02.2023 01:30","580","0"
"20.02.2023 01:30 - 20.02.2023 01:45","580","0"
"20.02.2023 01:45 - 20.02.2023 02:00","676","0"
"20.02.2023 02:00 - 20.02.2023 02:15","1063","0"
"20.02.2023 02:15 - 20.02.2023 02:30","1159","0"
"20.02.2023 02:30 - 20.02.2023 02:45","1159","0"
"20.02.2023 02:45 - 20.02.2023 03:00","1111","0"
"20.02.2023 03:00 - 20.02.2023 03:15","928","0"
"20.02.2023 03:15 - 20.02.2023 03:30","884","0"
"20.02.2023 03:30 - 20.02.2023 03:45","884","0"
"20.02.2023 03:45 - 20.02.2023 04:00","861","0"
"20.02.2023 04:00 - 20.02.2023 04:15","779","0"
"20.02.2023 04:15 - 20.02.2023 04:30","759","0"
"20.02.2023 04:30 - 20.02.2023 04:45","760","0"
"20.02.2023 04:45 - 20.02.2023 05:00","757","0"
"20.02.2023 05:00 - 20.02.2023 05:15","749","0"
"20.02.2023 05:15 - 20.02.2023 05:30","747","0"
"20.02.2023 05:30 - 20.02.2023 05:45","747","0"
"20.02.2023 05:45 - 20.02.2023 06:00","746","0"
"20.02.2023 06:00 - 20.02.2023 06:15","743","0"
"20.02.2023 06:15 - 20.02.2023 06:30","743","0"
"20.02.2023 06:30 - 20.02.2023 06:45","742","0"
"20.02.2023 06:45 - 20.02.2023 07:00","656","0"
"20.02.2023 07:00 - 20.02.2023 07:15","312","0"
"20.02.2023 07:15 - 20.02.2023 07:30","226","0"
"20.02.2023 07:30 - 20.02.2023 07:45","226","0"
"20.02.2023 07:45 - 20.02.2023 08:00","321","0"
"20.02.2023 08:00 - 20.02.2023 08:15","702","0"
"20.02.2023 08:15 - 20.02.2023 08:30","801","0"
"20.02.2023 08:30 - 20.02.2023 08:45","801","0"
"20.02.2023 08:45 - 20.02.2023 09:00","901","0"
"20.02.2023 09:00 - 20.02.2023 09:15","1300","0"
"20.02.2023 09:15 - 20.02.2023 09:30","1402","0"
"20.02.2023 09:30 - 20.02.2023 09:45","1402","0"
"20.02.2023 09:45 - 20.02.2023 10:00","1402","0"
"20.02.2023 10:00 - 20.02.2023 10:15","1401","0"
"20.02.2023 10:15 - 20.02.2023 10:30","1402","0"
"20.02.2023 10:30 - 20.02.2023 10:45","1402","0"
"20.02.2023 10:45 - 20.02.2023 11:00","1402","0"
"20.02.2023 11:00 - 20.02.2023 11:15","1402","0"
"20.02.2023 11:15 - 20.02.2023 11:30","1402","0"
"20.02.2023 11:30 - 20.02.2023 11:45","1402","0"
"20.02.2023 11:45 - 20.02.2023 12:00","1402","0"
"20.02.2023 12:00 - 20.02.2023 12:15","1401","0"
"20.02.2023 12:15 - 20.02.2023 12:30","1402","0"
"20.02.2023 12:30 - 20.02.2023 12:45","1401","0"
"20.02.2023 12:45 - 20.02.2023 13:00","1402","0"
"20.02.2023 13:00 - 20.02.2023 13:15","1402","0"
"20.02.2023 13:15 - 20.02.2023 13:30","1402","0"
"20.02.2023 13:30 - 20.02.2023 13:45","1401","0"
"20.02.2023 13:45 - 20.02.2023 14:00","1402","0"
"20.02.2023 14:00 - 20.02.2023 14:15","1401","0"
"20.02.2023 14:15 - 20.02.2023 14:30","1402","0"
"20.02.2023 14:30 - 20.02.2023 14:45","1401","0"
"20.02.2023 14:45 - 20.02.2023 15:00","1364","0"
"20.02.2023 15:00 - 20.02.2023 15:15","1223","0"
"20.02.2023 15:15 - 20.02.2023 15:30","1188","0"
"20.02.2023 15:30 - 20.02.2023 15:45","1189","0"
"20.02.2023 15:45 - 20.02.2023 16:00","1089","0"
"20.02.2023 16:00 - 20.02.2023 16:15","688","0"
"20.02.2023 16:15 - 20.02.2023 16:30","587","0"
"20.02.2023 16:30 - 20.02.2023 16:45","587","0"
"20.02.2023 16:45 - 20.02.2023 17:00","489","0"
"20.02.2023 17:00 - 20.02.2023 17:15","91","0"
"20.02.2023 17:15 - 20.02.2023 17:30","0","12"
"20.02.2023 17:30 - 20.02.2023 17:45","0","13"
"20.02.2023 17:45 - 20.02.2023 18:00","0","106"
"20.02.2023 18:00 - 20.02.2023 18:15","0","478"
"20.02.2023 18:15 - 20.02.2023 18:30","0","571"
"20.02.2023 18:30 - 20.02.2023 18:45","0","571"
"20.02.2023 18:45 - 20.02.2023 19:00","0","571"
"20.02.2023 19:00 - 20.02.2023 19:15","0","571"
"20.02.2023 19:15 - 20.02.2023 19:30","0","571"
"20.02.2023 19:30 - 20.02.2023 19:45","0","571"
"20.02.2023 19:45 - 20.02.2023 20:00","0","571"
"20.02.2023 20:00 - 20.02.2023 20:15","0","571"
"20.02.2023 20:15 - 20.02.2023 20:30","0","571"
"20.02.2023 20:30 - 20.02.2023 20:45","0","571"
"20.02.2023 20:45 - 20.02.2023 21:00","0","573"
"20.02.2023 21:00 - 20.02.2023 21:15","0","580"
"20.02.2023 21:15 - 20.02.2023 21:30","0","581"
"20.02.2023 21:30 - 20.02.2023 21:45","0","581"
"20.02.2023 21:45 - 20.02.2023 22:00","0","581"
"20.02.2023 22:00 - 20.02.2023 22:15","0","581"
"20.02.2023 22:15 - 20.02.2023 22:30","0","581"
"20.02.2023 22:30 - 20.02.2023 22:45","0","581"
"20.02.2023 22:45 - 20.02.2023 23:00","0","497"
"20.02.2023 23:00 - 20.02.2023 23:15","0","166"
"20.02.2023 23:15 - 20.02.2023 23:30","0","84"
"20.02.2023 23:30 - 20.02.2023 23:45","0","85"
"20.02.2023 23:45 - 21.02.2023 00:00","0","46"
"21.02.2023 00:00 - 21.02.2023 00:15","99","0"
"21.02.2023 00:15 - 21.02.2023 00:30","133","0"
"21.02.2023 00:30 - 21.02.2023 00:45","133","0"
"21.02.2023 00:45 - 21.02.2023 01:00","139","0"
"21.02.2023 01:00 - 21.02.2023 01:15","164","0"
"21.02.2023 01:15 - 21.02.2023 01:30","170","0"
"21.02.2023 01:30 - 21.02.2023 01:45","170","0"
"21.02.2023 01:45 - 21.02.2023 02:00","148","0"
"21.02.2023 02:00 - 21.02.2023 02:15","68","0"
"21.02.2023 02:15 - 21.02.2023 02:30","49","0"
"21.02.2023 02:30 - 21.02.2023 02:45","49","0"
"21.02.2023 02:45 - 21.02.2023 03:00","38","0"
"21.02.2023 03:00 - 21.02.2023 03:15","0","6"
"21.02.2023 03:15 - 21.02.2023 03:30","0","14"
"21.02.2023 03:30 - 21.02.2023 03:45","0","14"
"21.02.2023 03:45 - 21.02.2023 04:00","0","64"
"21.02.2023 04:00 - 21.02.2023 04:15","0","255"
"21.02.2023 04:15 - 21.02.2023 04:30","0","301"
"21.02.2023 04:30 - 21.02.2023 04:45","0","301"
"21.02.2023 04:45 - 21.02.2023 05:00","0","355"
"21.02.2023 05:00 - 21.02.2023 05:15","0","560"
"21.02.2023 05:15 - 21.02.2023 05:30","0","611"
"21.02.2023 05:30 - 21.02.2023 05:45","0","611"
"21.02.2023 05:45 - 21.02.2023 06:00","0","610"
"21.02.2023 06:00 - 21.02.2023 06:15","0","603"
"21.02.2023 06:15 - 21.02.2023 06:30","0","601"
"21.02.2023 06:30 - 21.02.2023 06:45","0","601"
"21.02.2023 06:45 - 21.02.2023 07:00","0","592"
"21.02.2023 07:00 - 21.02.2023 07:15","0","559"
"21.02.2023 07:15 - 21.02.2023 07:30","0","551"
"21.02.2023 07:30 - 21.02.2023 07:45","0","551"
"21.02.2023 07:45 - 21.02.2023 08:00","0","557"
"21.02.2023 08:00 - 21.02.2023 08:15","0","577"
"21.02.2023 08:15 - 21.02.2023 08:30","0","581"
"21.02.2023 08:30 - 21.02.2023 08:45","0","581"
"21.02.2023 08:45 - 21.02.2023 09:00","0","581"
"21.02.2023 09:00 - 21.02.2023 09:15","0","581"
"21.02.2023 09:15 - 21.02.2023 09:30","0","581"
"21.02.2023 09:30 - 21.02.2023 09:45","0","581"
"21.02.2023 09:45 - 21.02.2023 10:00","0","601"
"21.02.2023 10:00 - 21.02.2023 10:15","0","675"
"21.02.2023 10:15 - 21.02.2023 10:30","0","692"
"21.02.2023 10:30 - 21.02.2023 10:45","0","692"
"21.02.2023 10:45 - 21.02.2023 11:00","0","703"
"21.02.2023 11:00 - 21.02.2023 11:15","0","743"
"21.02.2023 11:15 - 21.02.2023 11:30","0","752"
"21.02.2023 11:30 - 21.02.2023 11:45","0","752"
"21.02.2023 11:45 - 21.02.2023 12:00","0","754"
"21.02.2023 12:00 - 21.02.2023 12:15","0","760"
"21.02.2023 12:15 - 21.02.2023 12:30","0","762"
"21.02.2023 12:30 - 21.02.2023 12:45","0","762"
"21.02.2023 12:45 - 21.02.2023 13:00","0","762"
"21.02.2023 13:00 - 21.02.2023 13:15","0","762"
