"Time (CET/CEST)","Germany (DE) > Norway (NO) [MW]","Norway (NO) > Germany (DE) [MW]"
"09.08.2021 16:45 - 09.08.2021 17:00","0","19"
"09.08.2021 17:00 - 09.08.2021 17:15","0","219"
"09.08.2021 17:15 - 09.08.2021 17:30","0","269"
"09.08.2021 17:30 - 09.08.2021 17:45","0","269"
"09.08.2021 17:45 - 09.08.2021 18:00","0","320"
"09.08.2021 18:00 - 09.08.2021 18:15","0","520"
"09.08.2021 18:15 - 09.08.2021 18:30","0","570"
"09.08.2021 18:30 - 09.08.2021 18:45","0","570"
"09.08.2021 18:45 - 09.08.2021 19:00","0","604"
"09.08.2021 19:00 - 09.08.2021 19:15","0","739"
"09.08.2021 19:15 - 09.08.2021 19:30","0","773"
"09.08.2021 19:30 - 09.08.2021 19:45","0","773"
"09.08.2021 19:45 - 09.08.2021 20:00","0","776"
"09.08.2021 20:00 - 09.08.2021 20:15","0","789"
"09.08.2021 20:15 - 09.08.2021 20:30","0","793"
"09.08.2021 20:30 - 09.08.2021 20:45","0","793"
"09.08.2021 20:45 - 09.08.2021 21:00","0","798"
"09.08.2021 21:00 - 09.08.2021 21:15","0","818"
"09.08.2021 21:15 - 09.08.2021 21:30","0","823"
"09.08.2021 21:30 - 09.08.2021 21:45","0","823"
"09.08.2021 21:45 - 09.08.2021 22:00","0","833"
"09.08.2021 22:00 - 09.08.2021 22:15","0","873"
"09.08.2021 22:15 - 09.08.2021 22:30","0","884"
"09.08.2021 22:30 - 09.08.2021 22:45","0","883"
"09.08.2021 22:45 - 09.08.2021 23:00","0","879"
"09.08.2021 23:00 - 09.08.2021 23:15","0","859"
"09.08.2021 23:15 - 09.08.2021 23:30","0","853"
"09.08.2021 23:30 - 09.08.2021 23:45","0","853"
"09.08.2021 23:45 - 10.08.2021 00:00","0","838"
"10.08.2021 00:00 - 10.08.2021 00:15","0","778"
"10.08.2021 00:15 - 10.08.2021 00:30","0","763"
"10.08.2021 00:30 - 10.08.2021 00:45","0","763"
"10.08.2021 00:45 - 10.08.2021 01:00","0","764"
"10.08.2021 01:00 - 10.08.2021 01:15","0","771"
"10.08.2021 01:15 - 10.08.2021 01:30","0","773"
"10.08.2021 01:30 - 10.08.2021 01:45","0","773"
"10.08.2021 01:45 - 10.08.2021 02:00","0","779"
"10.08.2021 02:00 - 10.08.2021 02:15","0","806"
"10.08.2021 02:15 - 10.08.2021 02:30","0","813"
"10.08.2021 02:30 - 10.08.2021 02:45","0","813"
"10.08.2021 02:45 - 10.08.2021 03:00","0","783"
"10.08.2021 03:00 - 10.08.2021 03:15","0","662"
"10.08.2021 03:15 - 10.08.2021 03:30","0","632"
"10.08.2021 03:30 - 10.08.2021 03:45","0","632"
"10.08.2021 03:45 - 10.08.2021 04:00","0","627"
"10.08.2021 04:00 - 10.08.2021 04:15","0","606"
"10.08.2021 04:15 - 10.08.2021 04:30","0","601"
"10.08.2021 04:30 - 10.08.2021 04:45","0","601"
"10.08.2021 04:45 - 10.08.2021 05:00","0","652"
"10.08.2021 05:00 - 10.08.2021 05:15","0","853"
"10.08.2021 05:15 - 10.08.2021 05:30","0","903"
"10.08.2021 05:30 - 10.08.2021 05:45","0","904"
"10.08.2021 05:45 - 10.08.2021 06:00","0","874"
"10.08.2021 06:00 - 10.08.2021 06:15","0","752"
"10.08.2021 06:15 - 10.08.2021 06:30","0","722"
"10.08.2021 06:30 - 10.08.2021 06:45","0","722"
"10.08.2021 06:45 - 10.08.2021 07:00","0","672"
"10.08.2021 07:00 - 10.08.2021 07:15","0","471"
"10.08.2021 07:15 - 10.08.2021 07:30","0","421"
"10.08.2021 07:30 - 10.08.2021 07:45","0","421"
"10.08.2021 07:45 - 10.08.2021 08:00","0","426"
"10.08.2021 08:00 - 10.08.2021 08:15","0","446"
"10.08.2021 08:15 - 10.08.2021 08:30","0","451"
"10.08.2021 08:30 - 10.08.2021 08:45","0","451"
"10.08.2021 08:45 - 10.08.2021 09:00","0","457"
"10.08.2021 09:00 - 10.08.2021 09:15","0","484"
"10.08.2021 09:15 - 10.08.2021 09:30","0","491"
"10.08.2021 09:30 - 10.08.2021 09:45","0","491"
"10.08.2021 09:45 - 10.08.2021 10:00","0","501"
"10.08.2021 10:00 - 10.08.2021 10:15","0","541"
"10.08.2021 10:15 - 10.08.2021 10:30","0","551"
"10.08.2021 10:30 - 10.08.2021 10:45","0","551"
"10.08.2021 10:45 - 10.08.2021 11:00","0","551"
"10.08.2021 11:00 - 10.08.2021 11:15","0","551"
"10.08.2021 11:15 - 10.08.2021 11:30","0","551"
"10.08.2021 11:30 - 10.08.2021 11:45","0","551"
"10.08.2021 11:45 - 10.08.2021 12:00","0","551"
"10.08.2021 12:00 - 10.08.2021 12:15","0","551"
"10.08.2021 12:15 - 10.08.2021 12:30","0","551"
"10.08.2021 12:30 - 10.08.2021 12:45","0","551"
"10.08.2021 12:45 - 10.08.2021 13:00","0","553"
"10.08.2021 13:00 - 10.08.2021 13:15","0","559"
"10.08.2021 13:15 - 10.08.2021 13:30","0","561"
"10.08.2021 13:30 - 10.08.2021 13:45","0","561"
"10.08.2021 13:45 - 10.08.2021 14:00","0","565"
"10.08.2021 14:00 - 10.08.2021 14:15","0","578"
"10.08.2021 14:15 - 10.08.2021 14:30","0","581"
"10.08.2021 14:30 - 10.08.2021 14:45","0","581"
"10.08.2021 14:45 - 10.08.2021 15:00","0","583"
"10.08.2021 15:00 - 10.08.2021 15:15","0","590"
"10.08.2021 15:15 - 10.08.2021 15:30","0","591"
"10.08.2021 15:30 - 10.08.2021 15:45","0","591"
"10.08.2021 15:45 - 10.08.2021 16:00","0","588"
"10.08.2021 16:00 - 10.08.2021 16:15","0","574"
"10.08.2021 16:15 - 10.08.2021 16:30","0","571"
"10.08.2021 16:30 - 10.08.2021 16:45","0","571"
"10.08.2021 16:45 - 10.08.2021 17:00","0","621"
"10.08.2021 17:00 - 10.08.2021 17:15","0","823"
"10.08.2021 17:15 - 10.08.2021 17:30","0","873"
"10.08.2021 17:30 - 10.08.2021 17:45","0","873"
"10.08.2021 17:45 - 10.08.2021 18:00","0","904"
"10.08.2021 18:00 - 10.08.2021 18:15","0","1024"
"10.08.2021 18:15 - 10.08.2021 18:30","0","1054"
"10.08.2021 18:30 - 10.08.2021 18:45","0","1054"
"10.08.2021 18:45 - 10.08.2021 19:00","0","1056"
"10.08.2021 19:00 - 10.08.2021 19:15","0","1063"
"10.08.2021 19:15 - 10.08.2021 19:30","0","1064"
"10.08.2021 19:30 - 10.08.2021 19:45","0","1064"
"10.08.2021 19:45 - 10.08.2021 20:00","0","1066"
"10.08.2021 20:00 - 10.08.2021 20:15","0","1073"
"10.08.2021 20:15 - 10.08.2021 20:30","0","1074"
"10.08.2021 20:30 - 10.08.2021 20:45","0","1074"
"10.08.2021 20:45 - 10.08.2021 21:00","0","1083"
"10.08.2021 21:00 - 10.08.2021 21:15","0","1116"
"10.08.2021 21:15 - 10.08.2021 21:30","0","1125"
"10.08.2021 21:30 - 10.08.2021 21:45","0","1125"
"10.08.2021 21:45 - 10.08.2021 22:00","0","1136"
"10.08.2021 22:00 - 10.08.2021 22:15","0","1184"
"10.08.2021 22:15 - 10.08.2021 22:30","0","1195"
"10.08.2021 22:30 - 10.08.2021 22:45","0","1195"
"10.08.2021 22:45 - 10.08.2021 23:00","0","1193"
"10.08.2021 23:00 - 10.08.2021 23:15","0","1187"
"10.08.2021 23:15 - 10.08.2021 23:30","0","1185"
"10.08.2021 23:30 - 10.08.2021 23:45","0","1185"
"10.08.2021 23:45 - 11.08.2021 00:00","0","1188"
"11.08.2021 00:00 - 11.08.2021 00:15","0","1202"
"11.08.2021 00:15 - 11.08.2021 00:30","0","1205"
"11.08.2021 00:30 - 11.08.2021 00:45","0","1205"
"11.08.2021 00:45 - 11.08.2021 01:00","0","1200"
"11.08.2021 01:00 - 11.08.2021 01:15","0","1180"
"11.08.2021 01:15 - 11.08.2021 01:30","0","1175"
"11.08.2021 01:30 - 11.08.2021 01:45","0","1175"
"11.08.2021 01:45 - 11.08.2021 02:00","0","1170"
"11.08.2021 02:00 - 11.08.2021 02:15","0","1150"
"11.08.2021 02:15 - 11.08.2021 02:30","0","1145"
"11.08.2021 02:30 - 11.08.2021 02:45","0","1145"
"11.08.2021 02:45 - 11.08.2021 03:00","0","1147"
"11.08.2021 03:00 - 11.08.2021 03:15","0","1153"
"11.08.2021 03:15 - 11.08.2021 03:30","0","1155"
"11.08.2021 03:30 - 11.08.2021 03:45","0","1155"
"11.08.2021 03:45 - 11.08.2021 04:00","0","1157"
"11.08.2021 04:00 - 11.08.2021 04:15","0","1163"
"11.08.2021 04:15 - 11.08.2021 04:30","0","1165"
"11.08.2021 04:30 - 11.08.2021 04:45","0","1165"
"11.08.2021 04:45 - 11.08.2021 05:00","0","1160"
"11.08.2021 05:00 - 11.08.2021 05:15","0","1140"
"11.08.2021 05:15 - 11.08.2021 05:30","0","1135"
"11.08.2021 05:30 - 11.08.2021 05:45","0","1135"
"11.08.2021 05:45 - 11.08.2021 06:00","0","1103"
"11.08.2021 06:00 - 11.08.2021 06:15","0","976"
"11.08.2021 06:15 - 11.08.2021 06:30","0","944"
"11.08.2021 06:30 - 11.08.2021 06:45","0","944"
"11.08.2021 06:45 - 11.08.2021 07:00","0","893"
"11.08.2021 07:00 - 11.08.2021 07:15","0","692"
"11.08.2021 07:15 - 11.08.2021 07:30","0","642"
"11.08.2021 07:30 - 11.08.2021 07:45","0","642"
"11.08.2021 07:45 - 11.08.2021 08:00","0","645"
"11.08.2021 08:00 - 11.08.2021 08:15","0","658"
"11.08.2021 08:15 - 11.08.2021 08:30","0","662"
"11.08.2021 08:30 - 11.08.2021 08:45","0","662"
"11.08.2021 08:45 - 11.08.2021 09:00","0","668"
"11.08.2021 09:00 - 11.08.2021 09:15","0","695"
"11.08.2021 09:15 - 11.08.2021 09:30","0","702"
"11.08.2021 09:30 - 11.08.2021 09:45","0","702"
"11.08.2021 09:45 - 11.08.2021 10:00","0","705"
"11.08.2021 10:00 - 11.08.2021 10:15","0","719"
"11.08.2021 10:15 - 11.08.2021 10:30","0","722"
"11.08.2021 10:30 - 11.08.2021 10:45","0","722"
"11.08.2021 10:45 - 11.08.2021 11:00","0","724"
"11.08.2021 11:00 - 11.08.2021 11:15","0","731"
"11.08.2021 11:15 - 11.08.2021 11:30","0","732"
"11.08.2021 11:30 - 11.08.2021 11:45","0","732"
"11.08.2021 11:45 - 11.08.2021 12:00","0","736"
"11.08.2021 12:00 - 11.08.2021 12:15","0","749"
"11.08.2021 12:15 - 11.08.2021 12:30","0","752"
"11.08.2021 12:30 - 11.08.2021 12:45","0","752"
"11.08.2021 12:45 - 11.08.2021 13:00","0","749"
"11.08.2021 13:00 - 11.08.2021 13:15","0","736"
"11.08.2021 13:15 - 11.08.2021 13:30","0","732"
"11.08.2021 13:30 - 11.08.2021 13:45","0","732"
"11.08.2021 13:45 - 11.08.2021 14:00","0","729"
"11.08.2021 14:00 - 11.08.2021 14:15","0","716"
"11.08.2021 14:15 - 11.08.2021 14:30","0","712"
"11.08.2021 14:30 - 11.08.2021 14:45","0","712"
"11.08.2021 14:45 - 11.08.2021 15:00","0","711"
"11.08.2021 15:00 - 11.08.2021 15:15","0","704"
"11.08.2021 15:15 - 11.08.2021 15:30","0","702"
"11.08.2021 15:30 - 11.08.2021 15:45","0","702"
"11.08.2021 15:45 - 11.08.2021 16:00","0","697"
"11.08.2021 16:00 - 11.08.2021 16:15","0","677"
"11.08.2021 16:15 - 11.08.2021 16:30","0","672"
"11.08.2021 16:30 - 11.08.2021 16:45","0","672"
"11.08.2021 16:45 - 11.08.2021 17:00","0","723"
"11.08.2021 17:00 - 11.08.2021 17:15","0","924"
"11.08.2021 17:15 - 11.08.2021 17:30","0","974"
"11.08.2021 17:30 - 11.08.2021 17:45","0","974"
"11.08.2021 17:45 - 11.08.2021 18:00","0","988"
"11.08.2021 18:00 - 11.08.2021 18:15","0","1041"
"11.08.2021 18:15 - 11.08.2021 18:30","0","1054"
"11.08.2021 18:30 - 11.08.2021 18:45","0","1054"
"11.08.2021 18:45 - 11.08.2021 19:00","0","1053"
"11.08.2021 19:00 - 11.08.2021 19:15","0","1046"
"11.08.2021 19:15 - 11.08.2021 19:30","0","1044"
"11.08.2021 19:30 - 11.08.2021 19:45","0","1044"
"11.08.2021 19:45 - 11.08.2021 20:00","0","1050"
"11.08.2021 20:00 - 11.08.2021 20:15","0","1070"
"11.08.2021 20:15 - 11.08.2021 20:30","0","1075"
"11.08.2021 20:30 - 11.08.2021 20:45","0","1075"
"11.08.2021 20:45 - 11.08.2021 21:00","0","1076"
"11.08.2021 21:00 - 11.08.2021 21:15","0","1083"
"11.08.2021 21:15 - 11.08.2021 21:30","0","1085"
"11.08.2021 21:30 - 11.08.2021 21:45","0","1084"
"11.08.2021 21:45 - 11.08.2021 22:00","0","1090"
"11.08.2021 22:00 - 11.08.2021 22:15","0","1110"
"11.08.2021 22:15 - 11.08.2021 22:30","0","1115"
"11.08.2021 22:30 - 11.08.2021 22:45","0","1115"
"11.08.2021 22:45 - 11.08.2021 23:00","0","1124"
"11.08.2021 23:00 - 11.08.2021 23:15","0","1157"
"11.08.2021 23:15 - 11.08.2021 23:30","0","1165"
"11.08.2021 23:30 - 11.08.2021 23:45","0","1165"
"11.08.2021 23:45 - 12.08.2021 00:00","0","1147"
"12.08.2021 00:00 - 12.08.2021 00:15","0","1073"
"12.08.2021 00:15 - 12.08.2021 00:30","0","1055"
"12.08.2021 00:30 - 12.08.2021 00:45","0","1054"
"12.08.2021 00:45 - 12.08.2021 01:00","0","1053"
"12.08.2021 01:00 - 12.08.2021 01:15","0","1046"
"12.08.2021 01:15 - 12.08.2021 01:30","0","1044"
"12.08.2021 01:30 - 12.08.2021 01:45","0","1044"
"12.08.2021 01:45 - 12.08.2021 02:00","0","1041"
"12.08.2021 02:00 - 12.08.2021 02:15","0","1028"
"12.08.2021 02:15 - 12.08.2021 02:30","0","1024"
"12.08.2021 02:30 - 12.08.2021 02:45","0","1024"
"12.08.2021 02:45 - 12.08.2021 03:00","0","1023"
"12.08.2021 03:00 - 12.08.2021 03:15","0","1016"
"12.08.2021 03:15 - 12.08.2021 03:30","0","1014"
"12.08.2021 03:30 - 12.08.2021 03:45","0","1013"
"12.08.2021 03:45 - 12.08.2021 04:00","0","1014"
"12.08.2021 04:00 - 12.08.2021 04:15","0","1014"
"12.08.2021 04:15 - 12.08.2021 04:30","0","1014"
"12.08.2021 04:30 - 12.08.2021 04:45","0","1014"
"12.08.2021 04:45 - 12.08.2021 05:00","0","1014"
"12.08.2021 05:00 - 12.08.2021 05:15","0","1014"
"12.08.2021 05:15 - 12.08.2021 05:30","0","1014"
"12.08.2021 05:30 - 12.08.2021 05:45","0","1014"
"12.08.2021 05:45 - 12.08.2021 06:00","0","983"
"12.08.2021 06:00 - 12.08.2021 06:15","0","855"
"12.08.2021 06:15 - 12.08.2021 06:30","0","823"
"12.08.2021 06:30 - 12.08.2021 06:45","0","823"
"12.08.2021 06:45 - 12.08.2021 07:00","0","773"
"12.08.2021 07:00 - 12.08.2021 07:15","0","571"
"12.08.2021 07:15 - 12.08.2021 07:30","0","521"
"12.08.2021 07:30 - 12.08.2021 07:45","0","521"
"12.08.2021 07:45 - 12.08.2021 08:00","0","524"
"12.08.2021 08:00 - 12.08.2021 08:15","0","538"
"12.08.2021 08:15 - 12.08.2021 08:30","0","541"
"12.08.2021 08:30 - 12.08.2021 08:45","0","541"
"12.08.2021 08:45 - 12.08.2021 09:00","0","550"
"12.08.2021 09:00 - 12.08.2021 09:15","0","583"
"12.08.2021 09:15 - 12.08.2021 09:30","0","591"
"12.08.2021 09:30 - 12.08.2021 09:45","0","591"
"12.08.2021 09:45 - 12.08.2021 10:00","0","597"
"12.08.2021 10:00 - 12.08.2021 10:15","0","617"
"12.08.2021 10:15 - 12.08.2021 10:30","0","622"
"12.08.2021 10:30 - 12.08.2021 10:45","0","621"
"12.08.2021 10:45 - 12.08.2021 11:00","0","630"
"12.08.2021 11:00 - 12.08.2021 11:15","0","664"
"12.08.2021 11:15 - 12.08.2021 11:30","0","672"
"12.08.2021 11:30 - 12.08.2021 11:45","0","672"
"12.08.2021 11:45 - 12.08.2021 12:00","0","675"
"12.08.2021 12:00 - 12.08.2021 12:15","0","689"
"12.08.2021 12:15 - 12.08.2021 12:30","0","692"
"12.08.2021 12:30 - 12.08.2021 12:45","0","692"
"12.08.2021 12:45 - 12.08.2021 13:00","0","692"
"12.08.2021 13:00 - 12.08.2021 13:15","0","692"
"12.08.2021 13:15 - 12.08.2021 13:30","0","692"
"12.08.2021 13:30 - 12.08.2021 13:45","0","692"
"12.08.2021 13:45 - 12.08.2021 14:00","0","694"
"12.08.2021 14:00 - 12.08.2021 14:15","0","701"
"12.08.2021 14:15 - 12.08.2021 14:30","0","702"
"12.08.2021 14:30 - 12.08.2021 14:45","0","702"
"12.08.2021 14:45 - 12.08.2021 15:00","0","699"
"12.08.2021 15:00 - 12.08.2021 15:15","0","685"
"12.08.2021 15:15 - 12.08.2021 15:30","0","682"
"12.08.2021 15:30 - 12.08.2021 15:45","0","682"
"12.08.2021 15:45 - 12.08.2021 16:00","0","677"
"12.08.2021 16:00 - 12.08.2021 16:15","0","657"
"12.08.2021 16:15 - 12.08.2021 16:30","0","652"
"12.08.2021 16:30 - 12.08.2021 16:45","0","652"
"12.08.2021 16:45 - 12.08.2021 17:00","0","702"
"12.08.2021 17:00 - 12.08.2021 17:15","0","904"
"12.08.2021 17:15 - 12.08.2021 17:30","0","954"
"12.08.2021 17:30 - 12.08.2021 17:45","0","954"
"12.08.2021 17:45 - 12.08.2021 18:00","0","953"
"12.08.2021 18:00 - 12.08.2021 18:15","0","946"
"12.08.2021 18:15 - 12.08.2021 18:30","0","944"
"12.08.2021 18:30 - 12.08.2021 18:45","0","944"
"12.08.2021 18:45 - 12.08.2021 19:00","0","941"
"12.08.2021 19:00 - 12.08.2021 19:15","0","927"
"12.08.2021 19:15 - 12.08.2021 19:30","0","924"
"12.08.2021 19:30 - 12.08.2021 19:45","0","924"
"12.08.2021 19:45 - 12.08.2021 20:00","0","929"
"12.08.2021 20:00 - 12.08.2021 20:15","0","949"
"12.08.2021 20:15 - 12.08.2021 20:30","0","954"
"12.08.2021 20:30 - 12.08.2021 20:45","0","954"
"12.08.2021 20:45 - 12.08.2021 21:00","0","963"
"12.08.2021 21:00 - 12.08.2021 21:15","0","996"
"12.08.2021 21:15 - 12.08.2021 21:30","0","1004"
"12.08.2021 21:30 - 12.08.2021 21:45","0","1004"
"12.08.2021 21:45 - 12.08.2021 22:00","0","1013"
"12.08.2021 22:00 - 12.08.2021 22:15","0","1046"
"12.08.2021 22:15 - 12.08.2021 22:30","0","1055"
"12.08.2021 22:30 - 12.08.2021 22:45","0","1055"
"12.08.2021 22:45 - 12.08.2021 23:00","0","1068"
"12.08.2021 23:00 - 12.08.2021 23:15","0","1122"
"12.08.2021 23:15 - 12.08.2021 23:30","0","1135"
"12.08.2021 23:30 - 12.08.2021 23:45","0","1135"
"12.08.2021 23:45 - 13.08.2021 00:00","0","1148"
"13.08.2021 00:00 - 13.08.2021 00:15","0","1202"
"13.08.2021 00:15 - 13.08.2021 00:30","0","1214"
"13.08.2021 00:30 - 13.08.2021 00:45","0","1214"
"13.08.2021 00:45 - 13.08.2021 01:00","0","1218"
"13.08.2021 01:00 - 13.08.2021 01:15","0","1232"
"13.08.2021 01:15 - 13.08.2021 01:30","0","1236"
"13.08.2021 01:30 - 13.08.2021 01:45","0","1236"
"13.08.2021 01:45 - 13.08.2021 02:00","0","1234"
"13.08.2021 02:00 - 13.08.2021 02:15","0","1227"
"13.08.2021 02:15 - 13.08.2021 02:30","0","1226"
"13.08.2021 02:30 - 13.08.2021 02:45","0","1225"
"13.08.2021 02:45 - 13.08.2021 03:00","0","1224"
"13.08.2021 03:00 - 13.08.2021 03:15","0","1216"
"13.08.2021 03:15 - 13.08.2021 03:30","0","1214"
"13.08.2021 03:30 - 13.08.2021 03:45","0","1215"
"13.08.2021 03:45 - 13.08.2021 04:00","0","1208"
"13.08.2021 04:00 - 13.08.2021 04:15","0","1181"
"13.08.2021 04:15 - 13.08.2021 04:30","0","1175"
"13.08.2021 04:30 - 13.08.2021 04:45","0","1175"
"13.08.2021 04:45 - 13.08.2021 05:00","0","1168"
"13.08.2021 05:00 - 13.08.2021 05:15","0","1140"
"13.08.2021 05:15 - 13.08.2021 05:30","0","1133"
"13.08.2021 05:30 - 13.08.2021 05:45","0","1133"
"13.08.2021 05:45 - 13.08.2021 06:00","0","1083"
"13.08.2021 06:00 - 13.08.2021 06:15","0","882"
"13.08.2021 06:15 - 13.08.2021 06:30","0","832"
"13.08.2021 06:30 - 13.08.2021 06:45","0","832"
"13.08.2021 06:45 - 13.08.2021 07:00","0","782"
"13.08.2021 07:00 - 13.08.2021 07:15","0","581"
"13.08.2021 07:15 - 13.08.2021 07:30","0","530"
"13.08.2021 07:30 - 13.08.2021 07:45","0","530"
"13.08.2021 07:45 - 13.08.2021 08:00","0","520"
"13.08.2021 08:00 - 13.08.2021 08:15","0","481"
"13.08.2021 08:15 - 13.08.2021 08:30","0","471"
"13.08.2021 08:30 - 13.08.2021 08:45","0","471"
"13.08.2021 08:45 - 13.08.2021 09:00","0","461"
"13.08.2021 09:00 - 13.08.2021 09:15","0","421"
"13.08.2021 09:15 - 13.08.2021 09:30","0","411"
"13.08.2021 09:30 - 13.08.2021 09:45","0","411"
"13.08.2021 09:45 - 13.08.2021 10:00","0","409"
"13.08.2021 10:00 - 13.08.2021 10:15","0","402"
"13.08.2021 10:15 - 13.08.2021 10:30","0","400"
"13.08.2021 10:30 - 13.08.2021 10:45","0","400"
"13.08.2021 10:45 - 13.08.2021 11:00","0","400"
"13.08.2021 11:00 - 13.08.2021 11:15","0","400"
"13.08.2021 11:15 - 13.08.2021 11:30","0","400"
"13.08.2021 11:30 - 13.08.2021 11:45","0","400"
"13.08.2021 11:45 - 13.08.2021 12:00","0","397"
"13.08.2021 12:00 - 13.08.2021 12:15","0","384"
"13.08.2021 12:15 - 13.08.2021 12:30","0","381"
"13.08.2021 12:30 - 13.08.2021 12:45","0","381"
"13.08.2021 12:45 - 13.08.2021 13:00","0","374"
"13.08.2021 13:00 - 13.08.2021 13:15","0","347"
"13.08.2021 13:15 - 13.08.2021 13:30","0","340"
"13.08.2021 13:30 - 13.08.2021 13:45","0","341"
"13.08.2021 13:45 - 13.08.2021 14:00","0","329"
"13.08.2021 14:00 - 13.08.2021 14:15","0","284"
"13.08.2021 14:15 - 13.08.2021 14:30","0","272"
"13.08.2021 14:30 - 13.08.2021 14:45","0","272"
"13.08.2021 14:45 - 13.08.2021 15:00","0","273"
"13.08.2021 15:00 - 13.08.2021 15:15","0","276"
"13.08.2021 15:15 - 13.08.2021 15:30","0","276"
"13.08.2021 15:30 - 13.08.2021 15:45","0","276"
"13.08.2021 15:45 - 13.08.2021 16:00","0","276"
"13.08.2021 16:00 - 13.08.2021 16:15","0","271"
"13.08.2021 16:15 - 13.08.2021 16:30","0","270"
"13.08.2021 16:30 - 13.08.2021 16:45","0","271"
"13.08.2021 16:45 - 13.08.2021 17:00","0","292"
"13.08.2021 17:00 - 13.08.2021 17:15","0","379"
"13.08.2021 17:15 - 13.08.2021 17:30","0","401"
"13.08.2021 17:30 - 13.08.2021 17:45","0","401"
"13.08.2021 17:45 - 13.08.2021 18:00","0","399"
"13.08.2021 18:00 - 13.08.2021 18:15","0","393"
"13.08.2021 18:15 - 13.08.2021 18:30","0","391"
"13.08.2021 18:30 - 13.08.2021 18:45","0","391"
"13.08.2021 18:45 - 13.08.2021 19:00","0","391"
"13.08.2021 19:00 - 13.08.2021 19:15","0","391"
"13.08.2021 19:15 - 13.08.2021 19:30","0","391"
"13.08.2021 19:30 - 13.08.2021 19:45","0","391"
"13.08.2021 19:45 - 13.08.2021 20:00","0","389"
"13.08.2021 20:00 - 13.08.2021 20:15","0","382"
"13.08.2021 20:15 - 13.08.2021 20:30","0","381"
"13.08.2021 20:30 - 13.08.2021 20:45","0","381"
"13.08.2021 20:45 - 13.08.2021 21:00","0","389"
"13.08.2021 21:00 - 13.08.2021 21:15","0","422"
"13.08.2021 21:15 - 13.08.2021 21:30","0","431"
"13.08.2021 21:30 - 13.08.2021 21:45","0","431"
"13.08.2021 21:45 - 13.08.2021 22:00","0","449"
"13.08.2021 22:00 - 13.08.2021 22:15","0","523"
"13.08.2021 22:15 - 13.08.2021 22:30","0","541"
"13.08.2021 22:30 - 13.08.2021 22:45","0","541"
"13.08.2021 22:45 - 13.08.2021 23:00","0","560"
"13.08.2021 23:00 - 13.08.2021 23:15","0","634"
"13.08.2021 23:15 - 13.08.2021 23:30","0","652"
"13.08.2021 23:30 - 13.08.2021 23:45","0","652"
"13.08.2021 23:45 - 14.08.2021 00:00","0","643"
"14.08.2021 00:00 - 14.08.2021 00:15","0","610"
"14.08.2021 00:15 - 14.08.2021 00:30","0","601"
"14.08.2021 00:30 - 14.08.2021 00:45","0","601"
"14.08.2021 00:45 - 14.08.2021 01:00","0","589"
"14.08.2021 01:00 - 14.08.2021 01:15","0","539"
"14.08.2021 01:15 - 14.08.2021 01:30","0","526"
"14.08.2021 01:30 - 14.08.2021 01:45","0","526"
"14.08.2021 01:45 - 14.08.2021 02:00","0","490"
"14.08.2021 02:00 - 14.08.2021 02:15","0","345"
"14.08.2021 02:15 - 14.08.2021 02:30","0","308"
"14.08.2021 02:30 - 14.08.2021 02:45","0","308"
"14.08.2021 02:45 - 14.08.2021 03:00","0","258"
"14.08.2021 03:00 - 14.08.2021 03:15","0","58"
"14.08.2021 03:15 - 14.08.2021 03:30","0","8"
"14.08.2021 03:30 - 14.08.2021 03:45","0","7"
"14.08.2021 03:45 - 14.08.2021 04:00","0","41"
"14.08.2021 04:00 - 14.08.2021 04:15","0","176"
"14.08.2021 04:15 - 14.08.2021 04:30","0","210"
"14.08.2021 04:30 - 14.08.2021 04:45","0","210"
"14.08.2021 04:45 - 14.08.2021 05:00","0","217"
"14.08.2021 05:00 - 14.08.2021 05:15","0","245"
"14.08.2021 05:15 - 14.08.2021 05:30","0","252"
"14.08.2021 05:30 - 14.08.2021 05:45","0","252"
"14.08.2021 05:45 - 14.08.2021 06:00","0","228"
"14.08.2021 06:00 - 14.08.2021 06:15","0","133"
"14.08.2021 06:15 - 14.08.2021 06:30","0","109"
"14.08.2021 06:30 - 14.08.2021 06:45","0","109"
"14.08.2021 06:45 - 14.08.2021 07:00","0","129"
"14.08.2021 07:00 - 14.08.2021 07:15","0","209"
"14.08.2021 07:15 - 14.08.2021 07:30","0","228"
"14.08.2021 07:30 - 14.08.2021 07:45","0","228"
"14.08.2021 07:45 - 14.08.2021 08:00","0","189"
"14.08.2021 08:00 - 14.08.2021 08:15","0","35"
"14.08.2021 08:15 - 14.08.2021 08:30","1","0"
"14.08.2021 08:30 - 14.08.2021 08:45","1","0"
"14.08.2021 08:45 - 14.08.2021 09:00","54","0"
"14.08.2021 09:00 - 14.08.2021 09:15","256","0"
"14.08.2021 09:15 - 14.08.2021 09:30","306","0"
"14.08.2021 09:30 - 14.08.2021 09:45","306","0"
"14.08.2021 09:45 - 14.08.2021 10:00","356","0"
"14.08.2021 10:00 - 14.08.2021 10:15","556","0"
"14.08.2021 10:15 - 14.08.2021 10:30","606","0"
"14.08.2021 10:30 - 14.08.2021 10:45","606","0"
"14.08.2021 10:45 - 14.08.2021 11:00","656","0"
"14.08.2021 11:00 - 14.08.2021 11:15","857","0"
"14.08.2021 11:15 - 14.08.2021 11:30","907","0"
"14.08.2021 11:30 - 14.08.2021 11:45","908","0"
