"Time (CET/CEST)","Germany (DE) > Norway (NO) [MW]","Norway (NO) > Germany (DE) [MW]"
"30.03.2021 03:15 - 30.03.2021 03:30","0","0"
"30.03.2021 03:30 - 30.03.2021 03:45","0","0"
"30.03.2021 03:45 - 30.03.2021 04:00","0","0"
"30.03.2021 04:00 - 30.03.2021 04:15","0","0"
"30.03.2021 04:15 - 30.03.2021 04:30","0","0"
"30.03.2021 04:30 - 30.03.2021 04:45","0","0"
"30.03.2021 04:45 - 30.03.2021 05:00","0","0"
"30.03.2021 05:00 - 30.03.2021 05:15","0","0"
"30.03.2021 05:15 - 30.03.2021 05:30","0","0"
"30.03.2021 05:30 - 30.03.2021 05:45","0","0"
"30.03.2021 05:45 - 30.03.2021 06:00","0","0"
"30.03.2021 06:00 - 30.03.2021 06:15","0","0"
"30.03.2021 06:15 - 30.03.2021 06:30","0","0"
"30.03.2021 06:30 - 30.03.2021 06:45","0","0"
"30.03.2021 06:45 - 30.03.2021 07:00","0","0"
"30.03.2021 07:00 - 30.03.2021 07:15","0","0"
"30.03.2021 07:15 - 30.03.2021 07:30","0","0"
"30.03.2021 07:30 - 30.03.2021 07:45","0","0"
"30.03.2021 07:45 - 30.03.2021 08:00","0","0"
"30.03.2021 08:00 - 30.03.2021 08:15","0","0"
"30.03.2021 08:15 - 30.03.2021 08:30","0","0"
"30.03.2021 08:30 - 30.03.2021 08:45","0","0"
"30.03.2021 08:45 - 30.03.2021 09:00","0","0"
"30.03.2021 09:00 - 30.03.2021 09:15","0","0"
"30.03.2021 09:15 - 30.03.2021 09:30","0","0"
"30.03.2021 09:30 - 30.03.2021 09:45","0","0"
"30.03.2021 09:45 - 30.03.2021 10:00","0","2"
"30.03.2021 10:00 - 30.03.2021 10:15","0","1"
"30.03.2021 10:15 - 30.03.2021 10:30","0","0"
"30.03.2021 10:30 - 30.03.2021 10:45","0","0"
"30.03.2021 10:45 - 30.03.2021 11:00","0","0"
"30.03.2021 11:00 - 30.03.2021 11:15","0","0"
"30.03.2021 11:15 - 30.03.2021 11:30","0","0"
"30.03.2021 11:30 - 30.03.2021 11:45","0","0"
"30.03.2021 11:45 - 30.03.2021 12:00","0","0"
"30.03.2021 12:00 - 30.03.2021 12:15","0","0"
"30.03.2021 12:15 - 30.03.2021 12:30","0","0"
"30.03.2021 12:30 - 30.03.2021 12:45","1","0"
"30.03.2021 12:45 - 30.03.2021 13:00","0","0"
"30.03.2021 13:00 - 30.03.2021 13:15","0","0"
"30.03.2021 13:15 - 30.03.2021 13:30","0","0"
"30.03.2021 13:30 - 30.03.2021 13:45","0","0"
"30.03.2021 13:45 - 30.03.2021 14:00","0","0"
"30.03.2021 14:00 - 30.03.2021 14:15","0","0"
"30.03.2021 14:15 - 30.03.2021 14:30","0","0"
"30.03.2021 14:30 - 30.03.2021 14:45","0","0"
"30.03.2021 14:45 - 30.03.2021 15:00","0","0"
"30.03.2021 15:00 - 30.03.2021 15:15","0","0"
"30.03.2021 15:15 - 30.03.2021 15:30","0","0"
"30.03.2021 15:30 - 30.03.2021 15:45","0","0"
"30.03.2021 15:45 - 30.03.2021 16:00","0","0"
"30.03.2021 16:00 - 30.03.2021 16:15","0","0"
"30.03.2021 16:15 - 30.03.2021 16:30","0","0"
"30.03.2021 16:30 - 30.03.2021 16:45","0","0"
"30.03.2021 16:45 - 30.03.2021 17:00","0","49"
"30.03.2021 17:00 - 30.03.2021 17:15","0","248"
"30.03.2021 17:15 - 30.03.2021 17:30","0","300"
"30.03.2021 17:30 - 30.03.2021 17:45","0","300"
"30.03.2021 17:45 - 30.03.2021 18:00","0","348"
"30.03.2021 18:00 - 30.03.2021 18:15","0","548"
"30.03.2021 18:15 - 30.03.2021 18:30","0","600"
"30.03.2021 18:30 - 30.03.2021 18:45","0","600"
"30.03.2021 18:45 - 30.03.2021 19:00","0","608"
"30.03.2021 19:00 - 30.03.2021 19:15","0","641"
"30.03.2021 19:15 - 30.03.2021 19:30","0","651"
"30.03.2021 19:30 - 30.03.2021 19:45","0","651"
"30.03.2021 19:45 - 30.03.2021 20:00","0","658"
"30.03.2021 20:00 - 30.03.2021 20:15","0","692"
"30.03.2021 20:15 - 30.03.2021 20:30","0","701"
"30.03.2021 20:30 - 30.03.2021 20:45","0","701"
"30.03.2021 20:45 - 30.03.2021 21:00","0","685"
"30.03.2021 21:00 - 30.03.2021 21:15","0","618"
"30.03.2021 21:15 - 30.03.2021 21:30","0","601"
"30.03.2021 21:30 - 30.03.2021 21:45","0","601"
"30.03.2021 21:45 - 30.03.2021 22:00","0","551"
"30.03.2021 22:00 - 30.03.2021 22:15","0","351"
"30.03.2021 22:15 - 30.03.2021 22:30","0","300"
"30.03.2021 22:30 - 30.03.2021 22:45","0","300"
"30.03.2021 22:45 - 30.03.2021 23:00","0","349"
"30.03.2021 23:00 - 30.03.2021 23:15","0","549"
"30.03.2021 23:15 - 30.03.2021 23:30","0","600"
"30.03.2021 23:30 - 30.03.2021 23:45","0","600"
"30.03.2021 23:45 - 31.03.2021 00:00","0","649"
"31.03.2021 00:00 - 31.03.2021 00:15","0","850"
"31.03.2021 00:15 - 31.03.2021 00:30","0","903"
"31.03.2021 00:30 - 31.03.2021 00:45","0","902"
"31.03.2021 00:45 - 31.03.2021 01:00","0","913"
"31.03.2021 01:00 - 31.03.2021 01:15","0","960"
"31.03.2021 01:15 - 31.03.2021 01:30","0","973"
"31.03.2021 01:30 - 31.03.2021 01:45","0","972"
"31.03.2021 01:45 - 31.03.2021 02:00","0","984"
"31.03.2021 02:00 - 31.03.2021 02:15","0","1030"
"31.03.2021 02:15 - 31.03.2021 02:30","0","1043"
"31.03.2021 02:30 - 31.03.2021 02:45","0","1043"
"31.03.2021 02:45 - 31.03.2021 03:00","0","1021"
"31.03.2021 03:00 - 31.03.2021 03:15","0","927"
"31.03.2021 03:15 - 31.03.2021 03:30","0","902"
"31.03.2021 03:30 - 31.03.2021 03:45","0","901"
"31.03.2021 03:45 - 31.03.2021 04:00","0","937"
"31.03.2021 04:00 - 31.03.2021 04:15","0","1085"
"31.03.2021 04:15 - 31.03.2021 04:30","0","1123"
"31.03.2021 04:30 - 31.03.2021 04:45","0","1123"
"31.03.2021 04:45 - 31.03.2021 05:00","0","1083"
"31.03.2021 05:00 - 31.03.2021 05:15","0","920"
"31.03.2021 05:15 - 31.03.2021 05:30","0","877"
"31.03.2021 05:30 - 31.03.2021 05:45","0","877"
"31.03.2021 05:45 - 31.03.2021 06:00","0","886"
"31.03.2021 06:00 - 31.03.2021 06:15","0","922"
"31.03.2021 06:15 - 31.03.2021 06:30","0","932"
"31.03.2021 06:30 - 31.03.2021 06:45","0","932"
"31.03.2021 06:45 - 31.03.2021 07:00","0","930"
"31.03.2021 07:00 - 31.03.2021 07:15","0","917"
"31.03.2021 07:15 - 31.03.2021 07:30","0","912"
"31.03.2021 07:30 - 31.03.2021 07:45","0","913"
"31.03.2021 07:45 - 31.03.2021 08:00","0","924"
"31.03.2021 08:00 - 31.03.2021 08:15","0","970"
"31.03.2021 08:15 - 31.03.2021 08:30","0","983"
"31.03.2021 08:30 - 31.03.2021 08:45","0","982"
"31.03.2021 08:45 - 31.03.2021 09:00","0","999"
"31.03.2021 09:00 - 31.03.2021 09:15","0","1065"
"31.03.2021 09:15 - 31.03.2021 09:30","0","1083"
"31.03.2021 09:30 - 31.03.2021 09:45","0","1083"
"31.03.2021 09:45 - 31.03.2021 10:00","0","1088"
"31.03.2021 10:00 - 31.03.2021 10:15","0","1110"
"31.03.2021 10:15 - 31.03.2021 10:30","0","1116"
"31.03.2021 10:30 - 31.03.2021 10:45","0","1116"
"31.03.2021 10:45 - 31.03.2021 11:00","0","1071"
"31.03.2021 11:00 - 31.03.2021 11:15","0","887"
"31.03.2021 11:15 - 31.03.2021 11:30","0","839"
"31.03.2021 11:30 - 31.03.2021 11:45","0","839"
"31.03.2021 11:45 - 31.03.2021 12:00","0","839"
"31.03.2021 12:00 - 31.03.2021 12:15","0","834"
"31.03.2021 12:15 - 31.03.2021 12:30","0","826"
"31.03.2021 12:30 - 31.03.2021 12:45","0","826"
"31.03.2021 12:45 - 31.03.2021 13:00","0","799"
"31.03.2021 13:00 - 31.03.2021 13:15","0","688"
"31.03.2021 13:15 - 31.03.2021 13:30","0","658"
"31.03.2021 13:30 - 31.03.2021 13:45","0","658"
"31.03.2021 13:45 - 31.03.2021 14:00","0","634"
"31.03.2021 14:00 - 31.03.2021 14:15","0","533"
"31.03.2021 14:15 - 31.03.2021 14:30","0","507"
"31.03.2021 14:30 - 31.03.2021 14:45","0","506"
"31.03.2021 14:45 - 31.03.2021 15:00","0","516"
"31.03.2021 15:00 - 31.03.2021 15:15","0","556"
"31.03.2021 15:15 - 31.03.2021 15:30","0","568"
"31.03.2021 15:30 - 31.03.2021 15:45","0","568"
"31.03.2021 15:45 - 31.03.2021 16:00","0","617"
"31.03.2021 16:00 - 31.03.2021 16:15","0","818"
"31.03.2021 16:15 - 31.03.2021 16:30","0","870"
"31.03.2021 16:30 - 31.03.2021 16:45","0","870"
"31.03.2021 16:45 - 31.03.2021 17:00","0","907"
"31.03.2021 17:00 - 31.03.2021 17:15","0","1063"
"31.03.2021 17:15 - 31.03.2021 17:30","0","1104"
"31.03.2021 17:30 - 31.03.2021 17:45","0","1104"
"31.03.2021 17:45 - 31.03.2021 18:00","0","1073"
"31.03.2021 18:00 - 31.03.2021 18:15","0","946"
"31.03.2021 18:15 - 31.03.2021 18:30","0","913"
"31.03.2021 18:30 - 31.03.2021 18:45","0","913"
"31.03.2021 18:45 - 31.03.2021 19:00","0","905"
"31.03.2021 19:00 - 31.03.2021 19:15","0","872"
"31.03.2021 19:15 - 31.03.2021 19:30","0","862"
"31.03.2021 19:30 - 31.03.2021 19:45","0","862"
"31.03.2021 19:45 - 31.03.2021 20:00","0","875"
"31.03.2021 20:00 - 31.03.2021 20:15","0","929"
"31.03.2021 20:15 - 31.03.2021 20:30","0","943"
"31.03.2021 20:30 - 31.03.2021 20:45","0","943"
"31.03.2021 20:45 - 31.03.2021 21:00","0","949"
"31.03.2021 21:00 - 31.03.2021 21:15","0","975"
"31.03.2021 21:15 - 31.03.2021 21:30","0","983"
"31.03.2021 21:30 - 31.03.2021 21:45","0","983"
"31.03.2021 21:45 - 31.03.2021 22:00","0","990"
"31.03.2021 22:00 - 31.03.2021 22:15","0","1024"
"31.03.2021 22:15 - 31.03.2021 22:30","0","1033"
"31.03.2021 22:30 - 31.03.2021 22:45","0","1033"
"31.03.2021 22:45 - 31.03.2021 23:00","0","1042"
"31.03.2021 23:00 - 31.03.2021 23:15","0","1082"
"31.03.2021 23:15 - 31.03.2021 23:30","0","1093"
"31.03.2021 23:30 - 31.03.2021 23:45","0","1093"
"31.03.2021 23:45 - 01.04.2021 00:00","0","1106"
"01.04.2021 00:00 - 01.04.2021 00:15","0","1160"
"01.04.2021 00:15 - 01.04.2021 00:30","0","1174"
"01.04.2021 00:30 - 01.04.2021 00:45","0","1174"
"01.04.2021 00:45 - 01.04.2021 01:00","0","1155"
"01.04.2021 01:00 - 01.04.2021 01:15","0","1075"
"01.04.2021 01:15 - 01.04.2021 01:30","0","1053"
"01.04.2021 01:30 - 01.04.2021 01:45","0","1053"
"01.04.2021 01:45 - 01.04.2021 02:00","0","1039"
"01.04.2021 02:00 - 01.04.2021 02:15","0","979"
"01.04.2021 02:15 - 01.04.2021 02:30","0","963"
"01.04.2021 02:30 - 01.04.2021 02:45","0","963"
"01.04.2021 02:45 - 01.04.2021 03:00","0","948"
"01.04.2021 03:00 - 01.04.2021 03:15","0","881"
"01.04.2021 03:15 - 01.04.2021 03:30","0","863"
"01.04.2021 03:30 - 01.04.2021 03:45","0","862"
"01.04.2021 03:45 - 01.04.2021 04:00","0","853"
"01.04.2021 04:00 - 01.04.2021 04:15","0","813"
"01.04.2021 04:15 - 01.04.2021 04:30","0","802"
"01.04.2021 04:30 - 01.04.2021 04:45","0","802"
"01.04.2021 04:45 - 01.04.2021 05:00","0","793"
"01.04.2021 05:00 - 01.04.2021 05:15","0","752"
"01.04.2021 05:15 - 01.04.2021 05:30","0","742"
"01.04.2021 05:30 - 01.04.2021 05:45","0","742"
"01.04.2021 05:45 - 01.04.2021 06:00","0","728"
"01.04.2021 06:00 - 01.04.2021 06:15","0","667"
"01.04.2021 06:15 - 01.04.2021 06:30","0","651"
"01.04.2021 06:30 - 01.04.2021 06:45","0","651"
"01.04.2021 06:45 - 01.04.2021 07:00","0","647"
"01.04.2021 07:00 - 01.04.2021 07:15","0","627"
"01.04.2021 07:15 - 01.04.2021 07:30","0","621"
"01.04.2021 07:30 - 01.04.2021 07:45","0","621"
"01.04.2021 07:45 - 01.04.2021 08:00","0","608"
"01.04.2021 08:00 - 01.04.2021 08:15","0","555"
"01.04.2021 08:15 - 01.04.2021 08:30","0","540"
"01.04.2021 08:30 - 01.04.2021 08:45","0","540"
"01.04.2021 08:45 - 01.04.2021 09:00","0","536"
"01.04.2021 09:00 - 01.04.2021 09:15","0","517"
"01.04.2021 09:15 - 01.04.2021 09:30","0","510"
"01.04.2021 09:30 - 01.04.2021 09:45","0","510"
"01.04.2021 09:45 - 01.04.2021 10:00","0","498"
"01.04.2021 10:00 - 01.04.2021 10:15","0","445"
"01.04.2021 10:15 - 01.04.2021 10:30","0","430"
"01.04.2021 10:30 - 01.04.2021 10:45","0","430"
"01.04.2021 10:45 - 01.04.2021 11:00","0","405"
"01.04.2021 11:00 - 01.04.2021 11:15","0","299"
"01.04.2021 11:15 - 01.04.2021 11:30","0","270"
"01.04.2021 11:30 - 01.04.2021 11:45","0","270"
"01.04.2021 11:45 - 01.04.2021 12:00","0","254"
"01.04.2021 12:00 - 01.04.2021 12:15","0","188"
"01.04.2021 12:15 - 01.04.2021 12:30","0","170"
"01.04.2021 12:30 - 01.04.2021 12:45","0","170"
"01.04.2021 12:45 - 01.04.2021 13:00","0","170"
"01.04.2021 13:00 - 01.04.2021 13:15","0","170"
"01.04.2021 13:15 - 01.04.2021 13:30","0","170"
"01.04.2021 13:30 - 01.04.2021 13:45","0","170"
"01.04.2021 13:45 - 01.04.2021 14:00","0","170"
"01.04.2021 14:00 - 01.04.2021 14:15","0","170"
"01.04.2021 14:15 - 01.04.2021 14:30","0","170"
"01.04.2021 14:30 - 01.04.2021 14:45","0","170"
"01.04.2021 14:45 - 01.04.2021 15:00","0","169"
"01.04.2021 15:00 - 01.04.2021 15:15","0","163"
"01.04.2021 15:15 - 01.04.2021 15:30","0","154"
"01.04.2021 15:30 - 01.04.2021 15:45","0","154"
"01.04.2021 15:45 - 01.04.2021 16:00","0","154"
"01.04.2021 16:00 - 01.04.2021 16:15","0","160"
"01.04.2021 16:15 - 01.04.2021 16:30","0","170"
"01.04.2021 16:30 - 01.04.2021 16:45","0","170"
"01.04.2021 16:45 - 01.04.2021 17:00","0","204"
"01.04.2021 17:00 - 01.04.2021 17:15","0","344"
"01.04.2021 17:15 - 01.04.2021 17:30","0","380"
"01.04.2021 17:30 - 01.04.2021 17:45","0","380"
"01.04.2021 17:45 - 01.04.2021 18:00","0","418"
"01.04.2021 18:00 - 01.04.2021 18:15","0","572"
"01.04.2021 18:15 - 01.04.2021 18:30","0","611"
"01.04.2021 18:30 - 01.04.2021 18:45","0","611"
"01.04.2021 18:45 - 01.04.2021 19:00","0","611"
"01.04.2021 19:00 - 01.04.2021 19:15","0","611"
"01.04.2021 19:15 - 01.04.2021 19:30","0","611"
"01.04.2021 19:30 - 01.04.2021 19:45","0","611"
"01.04.2021 19:45 - 01.04.2021 20:00","0","611"
"01.04.2021 20:00 - 01.04.2021 20:15","0","615"
"01.04.2021 20:15 - 01.04.2021 20:30","0","621"
"01.04.2021 20:30 - 01.04.2021 20:45","0","621"
"01.04.2021 20:45 - 01.04.2021 21:00","0","645"
"01.04.2021 21:00 - 01.04.2021 21:15","0","746"
"01.04.2021 21:15 - 01.04.2021 21:30","0","772"
"01.04.2021 21:30 - 01.04.2021 21:45","0","772"
"01.04.2021 21:45 - 01.04.2021 22:00","0","783"
"01.04.2021 22:00 - 01.04.2021 22:15","0","830"
"01.04.2021 22:15 - 01.04.2021 22:30","0","842"
"01.04.2021 22:30 - 01.04.2021 22:45","0","842"
"01.04.2021 22:45 - 01.04.2021 23:00","0","850"
"01.04.2021 23:00 - 01.04.2021 23:15","0","883"
"01.04.2021 23:15 - 01.04.2021 23:30","0","892"
"01.04.2021 23:30 - 01.04.2021 23:45","0","892"
"01.04.2021 23:45 - 02.04.2021 00:00","0","877"
"02.04.2021 00:00 - 02.04.2021 00:15","0","810"
"02.04.2021 00:15 - 02.04.2021 00:30","0","792"
"02.04.2021 00:30 - 02.04.2021 00:45","0","792"
"02.04.2021 00:45 - 02.04.2021 01:00","0","792"
"02.04.2021 01:00 - 02.04.2021 01:15","0","792"
"02.04.2021 01:15 - 02.04.2021 01:30","0","792"
"02.04.2021 01:30 - 02.04.2021 01:45","0","792"
"02.04.2021 01:45 - 02.04.2021 02:00","0","788"
"02.04.2021 02:00 - 02.04.2021 02:15","0","768"
"02.04.2021 02:15 - 02.04.2021 02:30","0","762"
"02.04.2021 02:30 - 02.04.2021 02:45","0","762"
"02.04.2021 02:45 - 02.04.2021 03:00","0","756"
"02.04.2021 03:00 - 02.04.2021 03:15","0","729"
"02.04.2021 03:15 - 02.04.2021 03:30","0","721"
"02.04.2021 03:30 - 02.04.2021 03:45","0","721"
"02.04.2021 03:45 - 02.04.2021 04:00","0","707"
"02.04.2021 04:00 - 02.04.2021 04:15","0","652"
"02.04.2021 04:15 - 02.04.2021 04:30","0","628"
"02.04.2021 04:30 - 02.04.2021 04:45","0","628"
"02.04.2021 04:45 - 02.04.2021 05:00","0","624"
"02.04.2021 05:00 - 02.04.2021 05:15","0","609"
"02.04.2021 05:15 - 02.04.2021 05:30","0","585"
"02.04.2021 05:30 - 02.04.2021 05:45","0","586"
"02.04.2021 05:45 - 02.04.2021 06:00","0","574"
"02.04.2021 06:00 - 02.04.2021 06:15","0","524"
"02.04.2021 06:15 - 02.04.2021 06:30","0","510"
"02.04.2021 06:30 - 02.04.2021 06:45","0","510"
"02.04.2021 06:45 - 02.04.2021 07:00","0","508"
"02.04.2021 07:00 - 02.04.2021 07:15","0","494"
"02.04.2021 07:15 - 02.04.2021 07:30","0","490"
"02.04.2021 07:30 - 02.04.2021 07:45","0","490"
"02.04.2021 07:45 - 02.04.2021 08:00","0","486"
"02.04.2021 08:00 - 02.04.2021 08:15","0","466"
"02.04.2021 08:15 - 02.04.2021 08:30","0","460"
"02.04.2021 08:30 - 02.04.2021 08:45","0","460"
"02.04.2021 08:45 - 02.04.2021 09:00","0","412"
"02.04.2021 09:00 - 02.04.2021 09:15","0","213"
"02.04.2021 09:15 - 02.04.2021 09:30","0","162"
"02.04.2021 09:30 - 02.04.2021 09:45","0","162"
"02.04.2021 09:45 - 02.04.2021 10:00","0","112"
"02.04.2021 10:00 - 02.04.2021 10:15","92","0"
"02.04.2021 10:15 - 02.04.2021 10:30","144","0"
"02.04.2021 10:30 - 02.04.2021 10:45","143","0"
"02.04.2021 10:45 - 02.04.2021 11:00","193","0"
"02.04.2021 11:00 - 02.04.2021 11:15","395","0"
"02.04.2021 11:15 - 02.04.2021 11:30","447","0"
"02.04.2021 11:30 - 02.04.2021 11:45","447","0"
"02.04.2021 11:45 - 02.04.2021 12:00","496","0"
"02.04.2021 12:00 - 02.04.2021 12:15","701","0"
"02.04.2021 12:15 - 02.04.2021 12:30","755","0"
"02.04.2021 12:30 - 02.04.2021 12:45","756","0"
"02.04.2021 12:45 - 02.04.2021 13:00","802","0"
"02.04.2021 13:00 - 02.04.2021 13:15","993","0"
"02.04.2021 13:15 - 02.04.2021 13:30","1042","0"
"02.04.2021 13:30 - 02.04.2021 13:45","1042","0"
"02.04.2021 13:45 - 02.04.2021 14:00","1092","0"
"02.04.2021 14:00 - 02.04.2021 14:15","1298","0"
"02.04.2021 14:15 - 02.04.2021 14:30","1356","0"
"02.04.2021 14:30 - 02.04.2021 14:45","1356","0"
"02.04.2021 14:45 - 02.04.2021 15:00","1370","0"
"02.04.2021 15:00 - 02.04.2021 15:15","1431","0"
"02.04.2021 15:15 - 02.04.2021 15:30","1447","0"
"02.04.2021 15:30 - 02.04.2021 15:45","1447","0"
"02.04.2021 15:45 - 02.04.2021 16:00","1403","0"
"02.04.2021 16:00 - 02.04.2021 16:15","1221","0"
"02.04.2021 16:15 - 02.04.2021 16:30","1174","0"
"02.04.2021 16:30 - 02.04.2021 16:45","1174","0"
"02.04.2021 16:45 - 02.04.2021 17:00","1123","0"
"02.04.2021 17:00 - 02.04.2021 17:15","915","0"
"02.04.2021 17:15 - 02.04.2021 17:30","862","0"
"02.04.2021 17:30 - 02.04.2021 17:45","862","0"
"02.04.2021 17:45 - 02.04.2021 18:00","811","0"
"02.04.2021 18:00 - 02.04.2021 18:15","604","0"
"02.04.2021 18:15 - 02.04.2021 18:30","551","0"
"02.04.2021 18:30 - 02.04.2021 18:45","551","0"
"02.04.2021 18:45 - 02.04.2021 19:00","503","0"
"02.04.2021 19:00 - 02.04.2021 19:15","299","0"
"02.04.2021 19:15 - 02.04.2021 19:30","247","0"
"02.04.2021 19:30 - 02.04.2021 19:45","247","0"
"02.04.2021 19:45 - 02.04.2021 20:00","198","0"
"02.04.2021 20:00 - 02.04.2021 20:15","0","6"
"02.04.2021 20:15 - 02.04.2021 20:30","0","59"
"02.04.2021 20:30 - 02.04.2021 20:45","0","60"
"02.04.2021 20:45 - 02.04.2021 21:00","0","85"
"02.04.2021 21:00 - 02.04.2021 21:15","0","192"
"02.04.2021 21:15 - 02.04.2021 21:30","0","220"
"02.04.2021 21:30 - 02.04.2021 21:45","0","220"
"02.04.2021 21:45 - 02.04.2021 22:00","0","220"
"02.04.2021 22:00 - 02.04.2021 22:15","0","220"
"02.04.2021 22:15 - 02.04.2021 22:30","0","220"
"02.04.2021 22:30 - 02.04.2021 22:45","0","220"
"02.04.2021 22:45 - 02.04.2021 23:00","0","220"
"02.04.2021 23:00 - 02.04.2021 23:15","0","220"
"02.04.2021 23:15 - 02.04.2021 23:30","0","220"
"02.04.2021 23:30 - 02.04.2021 23:45","0","220"
"02.04.2021 23:45 - 03.04.2021 00:00","0","220"
"03.04.2021 00:00 - 03.04.2021 00:15","0","220"
"03.04.2021 00:15 - 03.04.2021 00:30","0","219"
"03.04.2021 00:30 - 03.04.2021 00:45","0","220"
"03.04.2021 00:45 - 03.04.2021 01:00","0","224"
"03.04.2021 01:00 - 03.04.2021 01:15","0","244"
"03.04.2021 01:15 - 03.04.2021 01:30","0","250"
"03.04.2021 01:30 - 03.04.2021 01:45","0","250"
"03.04.2021 01:45 - 03.04.2021 02:00","0","254"
"03.04.2021 02:00 - 03.04.2021 02:15","0","274"
"03.04.2021 02:15 - 03.04.2021 02:30","0","279"
"03.04.2021 02:30 - 03.04.2021 02:45","0","279"
"03.04.2021 02:45 - 03.04.2021 03:00","0","299"
"03.04.2021 03:00 - 03.04.2021 03:15","0","386"
"03.04.2021 03:15 - 03.04.2021 03:30","0","409"
"03.04.2021 03:30 - 03.04.2021 03:45","0","409"
"03.04.2021 03:45 - 03.04.2021 04:00","0","425"
"03.04.2021 04:00 - 03.04.2021 04:15","0","497"
"03.04.2021 04:15 - 03.04.2021 04:30","0","516"
"03.04.2021 04:30 - 03.04.2021 04:45","0","517"
"03.04.2021 04:45 - 03.04.2021 05:00","0","521"
"03.04.2021 05:00 - 03.04.2021 05:15","0","545"
"03.04.2021 05:15 - 03.04.2021 05:30","0","552"
"03.04.2021 05:30 - 03.04.2021 05:45","0","552"
"03.04.2021 05:45 - 03.04.2021 06:00","0","548"
"03.04.2021 06:00 - 03.04.2021 06:15","0","532"
"03.04.2021 06:15 - 03.04.2021 06:30","0","527"
"03.04.2021 06:30 - 03.04.2021 06:45","0","528"
"03.04.2021 06:45 - 03.04.2021 07:00","0","565"
"03.04.2021 07:00 - 03.04.2021 07:15","0","720"
"03.04.2021 07:15 - 03.04.2021 07:30","0","761"
"03.04.2021 07:30 - 03.04.2021 07:45","0","762"
"03.04.2021 07:45 - 03.04.2021 08:00","0","759"
"03.04.2021 08:00 - 03.04.2021 08:15","0","746"
"03.04.2021 08:15 - 03.04.2021 08:30","0","742"
"03.04.2021 08:30 - 03.04.2021 08:45","0","742"
"03.04.2021 08:45 - 03.04.2021 09:00","0","720"
"03.04.2021 09:00 - 03.04.2021 09:15","0","626"
"03.04.2021 09:15 - 03.04.2021 09:30","0","601"
"03.04.2021 09:30 - 03.04.2021 09:45","0","601"
"03.04.2021 09:45 - 03.04.2021 10:00","0","552"
"03.04.2021 10:00 - 03.04.2021 10:15","0","352"
"03.04.2021 10:15 - 03.04.2021 10:30","0","300"
"03.04.2021 10:30 - 03.04.2021 10:45","0","300"
"03.04.2021 10:45 - 03.04.2021 11:00","0","252"
"03.04.2021 11:00 - 03.04.2021 11:15","0","51"
"03.04.2021 11:15 - 03.04.2021 11:30","0","0"
"03.04.2021 11:30 - 03.04.2021 11:45","0","0"
"03.04.2021 11:45 - 03.04.2021 12:00","52","0"
"03.04.2021 12:00 - 03.04.2021 12:15","256","0"
"03.04.2021 12:15 - 03.04.2021 12:30","307","0"
"03.04.2021 12:30 - 03.04.2021 12:45","307","0"
"03.04.2021 12:45 - 03.04.2021 13:00","357","0"
"03.04.2021 13:00 - 03.04.2021 13:15","561","0"
"03.04.2021 13:15 - 03.04.2021 13:30","613","0"
"03.04.2021 13:30 - 03.04.2021 13:45","613","0"
"03.04.2021 13:45 - 03.04.2021 14:00","664","0"
"03.04.2021 14:00 - 03.04.2021 14:15","870","0"
"03.04.2021 14:15 - 03.04.2021 14:30","924","0"
"03.04.2021 14:30 - 03.04.2021 14:45","924","0"
"03.04.2021 14:45 - 03.04.2021 15:00","873","0"
"03.04.2021 15:00 - 03.04.2021 15:15","666","0"
"03.04.2021 15:15 - 03.04.2021 15:30","614","0"
"03.04.2021 15:30 - 03.04.2021 15:45","613","0"
"03.04.2021 15:45 - 03.04.2021 16:00","563","0"
"03.04.2021 16:00 - 03.04.2021 16:15","360","0"
"03.04.2021 16:15 - 03.04.2021 16:30","307","0"
"03.04.2021 16:30 - 03.04.2021 16:45","308","0"
"03.04.2021 16:45 - 03.04.2021 17:00","259","0"
"03.04.2021 17:00 - 03.04.2021 17:15","56","0"
"03.04.2021 17:15 - 03.04.2021 17:30","0","0"
"03.04.2021 17:30 - 03.04.2021 17:45","0","0"
"03.04.2021 17:45 - 03.04.2021 18:00","0","49"
"03.04.2021 18:00 - 03.04.2021 18:15","0","249"
"03.04.2021 18:15 - 03.04.2021 18:30","0","300"
"03.04.2021 18:30 - 03.04.2021 18:45","0","300"
"03.04.2021 18:45 - 03.04.2021 19:00","0","349"
"03.04.2021 19:00 - 03.04.2021 19:15","0","550"
"03.04.2021 19:15 - 03.04.2021 19:30","0","601"
"03.04.2021 19:30 - 03.04.2021 19:45","0","601"
"03.04.2021 19:45 - 03.04.2021 20:00","0","650"
"03.04.2021 20:00 - 03.04.2021 20:15","0","851"
"03.04.2021 20:15 - 03.04.2021 20:30","0","903"
"03.04.2021 20:30 - 03.04.2021 20:45","0","903"
"03.04.2021 20:45 - 03.04.2021 21:00","0","872"
"03.04.2021 21:00 - 03.04.2021 21:15","0","745"
"03.04.2021 21:15 - 03.04.2021 21:30","0","711"
"03.04.2021 21:30 - 03.04.2021 21:45","0","711"
"03.04.2021 21:45 - 03.04.2021 22:00","0","707"
"03.04.2021 22:00 - 03.04.2021 22:15","0","687"
"03.04.2021 22:15 - 03.04.2021 22:30","0","681"
"03.04.2021 22:30 - 03.04.2021 22:45","0","681"
"03.04.2021 22:45 - 03.04.2021 23:00","0","681"
