"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Norway (NO)","28.02.2021 04:00 - 28.02.2021 05:00 (CET/CEST)","n/e","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e","390","","1194","11945","n/e","n/e","0","30","n/e","33","n/e","2233"
"Norway (NO)","28.02.2021 05:00 - 28.02.2021 06:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","390","","1195","12227","n/e","n/e","0","33","n/e","32","n/e","2196"
"Norway (NO)","28.02.2021 06:00 - 28.02.2021 07:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","387","","1193","12711","n/e","n/e","0","31","n/e","28","n/e","2005"
"Norway (NO)","28.02.2021 07:00 - 28.02.2021 08:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","388","","1192","12934","n/e","n/e","0","30","n/e","29","n/e","1981"
"Norway (NO)","28.02.2021 08:00 - 28.02.2021 09:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","305","","1190","13176","n/e","n/e","0","31","n/e","29","n/e","2097"
"Norway (NO)","28.02.2021 09:00 - 28.02.2021 10:00 (CET/CEST)","n/e","n/e","n/e","83","n/e","n/e","n/e","n/e","n/e","210","","1187","13623","n/e","n/e","0","30","n/e","28","n/e","2168"
"Norway (NO)","28.02.2021 10:00 - 28.02.2021 11:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","259","","1180","13405","n/e","n/e","0","14","n/e","29","n/e","2217"
"Norway (NO)","28.02.2021 11:00 - 28.02.2021 12:00 (CET/CEST)","n/e","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e","260","","1179","13473","n/e","n/e","0","28","n/e","28","n/e","2130"
"Norway (NO)","28.02.2021 12:00 - 28.02.2021 13:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","261","","1181","12444","n/e","n/e","0","28","n/e","28","n/e","1987"
"Norway (NO)","28.02.2021 13:00 - 28.02.2021 14:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","259","","1168","11004","n/e","n/e","0","28","n/e","29","n/e","1930"
"Norway (NO)","28.02.2021 14:00 - 28.02.2021 15:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","259","","1172","10521","n/e","n/e","0","28","n/e","30","n/e","1909"
"Norway (NO)","28.02.2021 15:00 - 28.02.2021 16:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","263","","1175","11724","n/e","n/e","0","27","n/e","31","n/e","1795"
"Norway (NO)","28.02.2021 16:00 - 28.02.2021 17:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","277","","1171","12858","n/e","n/e","0","28","n/e","28","n/e","2177"
"Norway (NO)","28.02.2021 17:00 - 28.02.2021 18:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","348","","1184","14382","n/e","n/e","0","28","n/e","30","n/e","2249"
"Norway (NO)","28.02.2021 18:00 - 28.02.2021 19:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","347","","1186","15234","n/e","n/e","0","28","n/e","29","n/e","2235"
"Norway (NO)","28.02.2021 19:00 - 28.02.2021 20:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","344","","1181","14946","n/e","n/e","0","21","n/e","30","n/e","2078"
"Norway (NO)","28.02.2021 20:00 - 28.02.2021 21:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","335","","1178","14253","n/e","n/e","0","29","n/e","31","n/e","2122"
"Norway (NO)","28.02.2021 21:00 - 28.02.2021 22:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","338","","1174","14179","n/e","n/e","0","26","n/e","30","n/e","2098"
"Norway (NO)","28.02.2021 22:00 - 28.02.2021 23:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","345","","1170","14004","n/e","n/e","0","28","n/e","31","n/e","1927"
"Norway (NO)","28.02.2021 23:00 - 01.03.2021 00:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","342","","1170","13544","n/e","n/e","0","32","n/e","34","n/e","1918"
"Norway (NO)","01.03.2021 00:00 - 01.03.2021 01:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","326","","1157","13456","n/e","n/e","0","29","n/e","28","n/e","1923"
"Norway (NO)","01.03.2021 01:00 - 01.03.2021 02:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","358","","1149","13605","n/e","n/e","0","31","n/e","28","n/e","1874"
"Norway (NO)","01.03.2021 02:00 - 01.03.2021 03:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","268","","1147","13387","n/e","n/e","0","32","n/e","28","n/e","1788"
"Norway (NO)","01.03.2021 03:00 - 01.03.2021 04:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","272","","1145","13434","n/e","n/e","0","37","n/e","28","n/e","1667"
"Norway (NO)","01.03.2021 04:00 - 01.03.2021 05:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","377","","1140","13593","n/e","n/e","0","37","n/e","28","n/e","1696"
"Norway (NO)","01.03.2021 05:00 - 01.03.2021 06:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","516","","1133","14301","n/e","n/e","0","36","n/e","27","n/e","1773"
"Norway (NO)","01.03.2021 06:00 - 01.03.2021 07:00 (CET/CEST)","n/e","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e","839","","1134","15420","n/e","n/e","0","36","n/e","21","n/e","1835"
"Norway (NO)","01.03.2021 07:00 - 01.03.2021 08:00 (CET/CEST)","n/e","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e","1218","","1139","16944","n/e","n/e","0","34","n/e","15","n/e","1968"
"Norway (NO)","01.03.2021 08:00 - 01.03.2021 09:00 (CET/CEST)","n/e","n/e","n/e","83","n/e","n/e","n/e","n/e","n/e","1394","","1127","17673","n/e","n/e","0","38","n/e","14","n/e","2135"
"Norway (NO)","01.03.2021 09:00 - 01.03.2021 10:00 (CET/CEST)","n/e","n/e","n/e","79","n/e","n/e","n/e","n/e","n/e","1332","","1147","17499","n/e","n/e","0","32","n/e","16","n/e","2023"
"Norway (NO)","01.03.2021 10:00 - 01.03.2021 11:00 (CET/CEST)","n/e","n/e","n/e","79","n/e","n/e","n/e","n/e","n/e","1258","","1143","17283","n/e","n/e","0","29","n/e","15","n/e","1859"
"Norway (NO)","01.03.2021 11:00 - 01.03.2021 12:00 (CET/CEST)","n/e","n/e","n/e","78","n/e","n/e","n/e","n/e","n/e","1268","","1144","16900","n/e","n/e","0","24","n/e","17","n/e","1828"
"Norway (NO)","01.03.2021 12:00 - 01.03.2021 13:00 (CET/CEST)","n/e","n/e","n/e","79","n/e","n/e","n/e","n/e","n/e","1271","","1147","16720","n/e","n/e","0","32","n/e","18","n/e","1784"
"Norway (NO)","01.03.2021 13:00 - 01.03.2021 14:00 (CET/CEST)","n/e","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e","1239","","1148","16666","n/e","n/e","0","33","n/e","22","n/e","1817"
"Norway (NO)","01.03.2021 14:00 - 01.03.2021 15:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","1206","","1158","16382","n/e","n/e","0","32","n/e","17","n/e","1830"
"Norway (NO)","01.03.2021 15:00 - 01.03.2021 16:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","1131","","1163","16017","n/e","n/e","0","33","n/e","17","n/e","1846"
"Norway (NO)","01.03.2021 16:00 - 01.03.2021 17:00 (CET/CEST)","n/e","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e","1165","","1172","16137","n/e","n/e","0","29","n/e","21","n/e","1749"
"Norway (NO)","01.03.2021 17:00 - 01.03.2021 18:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","1240","","1172","16366","n/e","n/e","0","36","n/e","23","n/e","1651"
"Norway (NO)","01.03.2021 18:00 - 01.03.2021 19:00 (CET/CEST)","n/e","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e","1279","","1181","17159","n/e","n/e","0","34","n/e","24","n/e","1646"
"Norway (NO)","01.03.2021 19:00 - 01.03.2021 20:00 (CET/CEST)","n/e","n/e","n/e","79","n/e","n/e","n/e","n/e","n/e","1180","","1175","16257","n/e","n/e","0","30","n/e","26","n/e","1604"
"Norway (NO)","01.03.2021 20:00 - 01.03.2021 21:00 (CET/CEST)","n/e","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e","798","","1181","15337","n/e","n/e","0","34","n/e","26","n/e","1593"
"Norway (NO)","01.03.2021 21:00 - 01.03.2021 22:00 (CET/CEST)","n/e","n/e","n/e","83","n/e","n/e","n/e","n/e","n/e","744","","1182","14911","n/e","n/e","0","35","n/e","28","n/e","1648"
"Norway (NO)","01.03.2021 22:00 - 01.03.2021 23:00 (CET/CEST)","n/e","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e","642","","1177","14090","n/e","n/e","0","34","n/e","29","n/e","1599"
"Norway (NO)","01.03.2021 23:00 - 02.03.2021 00:00 (CET/CEST)","n/e","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e","642","","1171","13722","n/e","n/e","0","34","n/e","29","n/e","1305"
"Norway (NO)","02.03.2021 00:00 - 02.03.2021 01:00 (CET/CEST)","n/e","n/e","n/e","79","n/e","n/e","n/e","n/e","n/e","612","","1155","13240","n/e","n/e","0","35","n/e","34","n/e","1529"
"Norway (NO)","02.03.2021 01:00 - 02.03.2021 02:00 (CET/CEST)","n/e","n/e","n/e","79","n/e","n/e","n/e","n/e","n/e","580","","1154","12960","n/e","n/e","0","29","n/e","35","n/e","1517"
"Norway (NO)","02.03.2021 02:00 - 02.03.2021 03:00 (CET/CEST)","n/e","n/e","n/e","80","n/e","n/e","n/e","n/e","n/e","580","","1150","12949","n/e","n/e","0","31","n/e","35","n/e","1517"
"Norway (NO)","02.03.2021 03:00 - 02.03.2021 04:00 (CET/CEST)","n/e","n/e","n/e","79","n/e","n/e","n/e","n/e","n/e","578","","1156","13118","n/e","n/e","0","34","n/e","35","n/e","1480"
"Norway (NO)","02.03.2021 04:00 - 02.03.2021 05:00 (CET/CEST)","n/e","n/e","n/e","79","n/e","n/e","n/e","n/e","n/e","574","","1152","13921","n/e","n/e","0","30","n/e","35","n/e","1346"
"Norway (NO)","02.03.2021 05:00 - 02.03.2021 06:00 (CET/CEST)","n/e","n/e","n/e","79","n/e","n/e","n/e","n/e","n/e","772","","1153","15363","n/e","n/e","0","33","n/e","34","n/e","1226"
"Norway (NO)","02.03.2021 06:00 - 02.03.2021 07:00 (CET/CEST)","n/e","n/e","n/e","78","n/e","n/e","n/e","n/e","n/e","1030","","1163","17256","n/e","n/e","0","32","n/e","23","n/e","1151"
"Norway (NO)","02.03.2021 07:00 - 02.03.2021 08:00 (CET/CEST)","n/e","n/e","n/e","78","n/e","n/e","n/e","n/e","n/e","1241","","1177","18716","n/e","n/e","0","29","n/e","25","n/e","1106"
"Norway (NO)","02.03.2021 08:00 - 02.03.2021 09:00 (CET/CEST)","n/e","n/e","n/e","79","n/e","n/e","n/e","n/e","n/e","1371","","1180","18869","n/e","n/e","0","29","n/e","27","n/e","1012"
"Norway (NO)","02.03.2021 09:00 - 02.03.2021 10:00 (CET/CEST)","n/e","n/e","n/e","79","n/e","n/e","n/e","n/e","n/e","1354","","1176","19178","n/e","n/e","0","34","n/e","26","n/e","1014"
"Norway (NO)","02.03.2021 10:00 - 02.03.2021 11:00 (CET/CEST)","n/e","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e","1359","","1181","19295","n/e","n/e","0","31","n/e","27","n/e","945"
"Norway (NO)","02.03.2021 11:00 - 02.03.2021 12:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","1277","","1185","19105","n/e","n/e","0","34","n/e","26","n/e","939"
"Norway (NO)","02.03.2021 12:00 - 02.03.2021 13:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","1222","","1179","18762","n/e","n/e","0","33","n/e","29","n/e","1019"
"Norway (NO)","02.03.2021 13:00 - 02.03.2021 14:00 (CET/CEST)","n/e","n/e","n/e","83","n/e","n/e","n/e","n/e","n/e","1112","","1177","18539","n/e","n/e","0","31","n/e","32","n/e","981"
"Norway (NO)","02.03.2021 14:00 - 02.03.2021 15:00 (CET/CEST)","n/e","n/e","n/e","83","n/e","n/e","n/e","n/e","n/e","1149","","1172","18002","n/e","n/e","0","32","n/e","31","n/e","914"
"Norway (NO)","02.03.2021 15:00 - 02.03.2021 16:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","1112","","1167","17708","n/e","n/e","0","29","n/e","23","n/e","939"
"Norway (NO)","02.03.2021 16:00 - 02.03.2021 17:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","979","","1167","17924","n/e","n/e","0","31","n/e","24","n/e","934"
"Norway (NO)","02.03.2021 17:00 - 02.03.2021 18:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1120","","1174","18555","n/e","n/e","0","29","n/e","26","n/e","1063"
"Norway (NO)","02.03.2021 18:00 - 02.03.2021 19:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1253","","1176","19401","n/e","n/e","0","31","n/e","24","n/e","1067"
"Norway (NO)","02.03.2021 19:00 - 02.03.2021 20:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1083","","1178","18962","n/e","n/e","0","29","n/e","24","n/e","1106"
"Norway (NO)","02.03.2021 20:00 - 02.03.2021 21:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1041","","1168","17852","n/e","n/e","0","26","n/e","25","n/e","1182"
"Norway (NO)","02.03.2021 21:00 - 02.03.2021 22:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","940","","1164","16793","n/e","n/e","0","31","n/e","23","n/e","1171"
"Norway (NO)","02.03.2021 22:00 - 02.03.2021 23:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","671","","1163","15795","n/e","n/e","0","33","n/e","25","n/e","1247"
"Norway (NO)","02.03.2021 23:00 - 03.03.2021 00:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","433","","1156","14761","n/e","n/e","0","35","n/e","27","n/e","1396"
"Norway (NO)","03.03.2021 00:00 - 03.03.2021 01:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","537","","1166","13898","n/e","n/e","0","35","n/e","30","n/e","1553"
"Norway (NO)","03.03.2021 01:00 - 03.03.2021 02:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","546","","1154","13806","n/e","n/e","0","33","n/e","27","n/e","1502"
"Norway (NO)","03.03.2021 02:00 - 03.03.2021 03:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","532","","1153","13652","n/e","n/e","0","36","n/e","28","n/e","1438"
"Norway (NO)","03.03.2021 03:00 - 03.03.2021 04:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","526","","1156","13568","n/e","n/e","0","34","n/e","26","n/e","1523"
"Norway (NO)","03.03.2021 04:00 - 03.03.2021 05:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","543","","1152","14036","n/e","n/e","0","37","n/e","25","n/e","1532"
"Norway (NO)","03.03.2021 05:00 - 03.03.2021 06:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","701","","1153","14796","n/e","n/e","0","37","n/e","22","n/e","1501"
"Norway (NO)","03.03.2021 06:00 - 03.03.2021 07:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","938","","1166","16990","n/e","n/e","0","37","n/e","24","n/e","1438"
"Norway (NO)","03.03.2021 07:00 - 03.03.2021 08:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1258","","1170","18792","n/e","n/e","0","37","n/e","23","n/e","1355"
"Norway (NO)","03.03.2021 08:00 - 03.03.2021 09:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1333","","1167","19153","n/e","n/e","0","38","n/e","23","n/e","1322"
"Norway (NO)","03.03.2021 09:00 - 03.03.2021 10:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1395","","1167","19395","n/e","n/e","0","37","n/e","20","n/e","1415"
"Norway (NO)","03.03.2021 10:00 - 03.03.2021 11:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1558","","1162","19283","n/e","n/e","0","36","n/e","17","n/e","1475"
"Norway (NO)","03.03.2021 11:00 - 03.03.2021 12:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1556","","1162","18974","n/e","n/e","0","33","n/e","23","n/e","1578"
"Norway (NO)","03.03.2021 12:00 - 03.03.2021 13:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1510","","1155","18650","n/e","n/e","0","30","n/e","23","n/e","1724"
"Norway (NO)","03.03.2021 13:00 - 03.03.2021 14:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1397","","1140","18128","n/e","n/e","0","31","n/e","23","n/e","1729"
"Norway (NO)","03.03.2021 14:00 - 03.03.2021 15:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1058","","1140","18227","n/e","n/e","0","36","n/e","21","n/e","1744"
"Norway (NO)","03.03.2021 15:00 - 03.03.2021 16:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1081","","1134","18215","n/e","n/e","0","39","n/e","21","n/e","1613"
"Norway (NO)","03.03.2021 16:00 - 03.03.2021 17:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1273","","1131","18396","n/e","n/e","0","38","n/e","21","n/e","1702"
"Norway (NO)","03.03.2021 17:00 - 03.03.2021 18:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","1413","","1133","19026","n/e","n/e","0","37","n/e","21","n/e","1910"
"Norway (NO)","03.03.2021 18:00 - 03.03.2021 19:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","1559","","1142","19467","n/e","n/e","0","37","n/e","22","n/e","1854"
"Norway (NO)","03.03.2021 19:00 - 03.03.2021 20:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","1367","","1155","18338","n/e","n/e","0","38","n/e","22","n/e","2054"
"Norway (NO)","03.03.2021 20:00 - 03.03.2021 21:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","1025","","1141","16164","n/e","n/e","0","37","n/e","20","n/e","2147"
"Norway (NO)","03.03.2021 21:00 - 03.03.2021 22:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","793","","1132","15783","n/e","n/e","0","15","n/e","27","n/e","2231"
"Norway (NO)","03.03.2021 22:00 - 03.03.2021 23:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","704","","1130","15424","n/e","n/e","0","36","n/e","28","n/e","2242"
"Norway (NO)","03.03.2021 23:00 - 04.03.2021 00:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","536","","1116","14453","n/e","n/e","0","35","n/e","28","n/e","2297"
"Norway (NO)","04.03.2021 00:00 - 04.03.2021 01:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","430","","1006","13853","n/e","n/e","0","36","n/e","31","n/e","2138"
"Norway (NO)","04.03.2021 01:00 - 04.03.2021 02:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","432","","1005","13746","n/e","n/e","0","38","n/e","30","n/e","1935"
"Norway (NO)","04.03.2021 02:00 - 04.03.2021 03:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","475","","996","13887","n/e","n/e","0","41","n/e","30","n/e","1484"
"Norway (NO)","04.03.2021 03:00 - 04.03.2021 04:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","425","","995","14328","n/e","n/e","0","34","n/e","28","n/e","1450"
"Norway (NO)","04.03.2021 04:00 - 04.03.2021 05:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","370","","990","14772","n/e","n/e","0","38","n/e","28","n/e","1381"
"Norway (NO)","04.03.2021 05:00 - 04.03.2021 06:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","631","","995","14992","n/e","n/e","0","32","n/e","28","n/e","1239"
"Norway (NO)","04.03.2021 06:00 - 04.03.2021 07:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1098","","995","17069","n/e","n/e","0","31","n/e","26","n/e","911"
"Norway (NO)","04.03.2021 07:00 - 04.03.2021 08:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1394","","996","19263","n/e","n/e","0","34","n/e","19","n/e","748"
"Norway (NO)","04.03.2021 08:00 - 04.03.2021 09:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1497","","981","19690","n/e","n/e","0","34","n/e","19","n/e","672"
"Norway (NO)","04.03.2021 09:00 - 04.03.2021 10:00 (CET/CEST)","n/e","n/e","n/e","102","n/e","n/e","n/e","n/e","n/e","1596","","986","19458","n/e","n/e","0","29","n/e","19","n/e","662"
"Norway (NO)","04.03.2021 10:00 - 04.03.2021 11:00 (CET/CEST)","n/e","n/e","n/e","91","n/e","n/e","n/e","n/e","n/e","1540","","984","19104","n/e","n/e","0","36","n/e","20","n/e","710"
"Norway (NO)","04.03.2021 11:00 - 04.03.2021 12:00 (CET/CEST)","n/e","n/e","n/e","89","n/e","n/e","n/e","n/e","n/e","1556","","1057","18674","n/e","n/e","0","32","n/e","18","n/e","855"
"Norway (NO)","04.03.2021 12:00 - 04.03.2021 13:00 (CET/CEST)","n/e","n/e","n/e","89","n/e","n/e","n/e","n/e","n/e","1571","","1059","18546","n/e","n/e","0","26","n/e","18","n/e","970"
"Norway (NO)","04.03.2021 13:00 - 04.03.2021 14:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","1492","","1060","18426","n/e","n/e","0","32","n/e","17","n/e","880"
"Norway (NO)","04.03.2021 14:00 - 04.03.2021 15:00 (CET/CEST)","n/e","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e","1373","","1054","18320","n/e","n/e","0","24","n/e","17","n/e","1185"
"Norway (NO)","04.03.2021 15:00 - 04.03.2021 16:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","1417","","1050","18350","n/e","n/e","0","24","n/e","21","n/e","1198"
"Norway (NO)","04.03.2021 16:00 - 04.03.2021 17:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1306","","1050","18406","n/e","n/e","0","26","n/e","23","n/e","1207"
"Norway (NO)","04.03.2021 17:00 - 04.03.2021 18:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","1363","","1055","19288","n/e","n/e","0","30","n/e","20","n/e","1214"
"Norway (NO)","04.03.2021 18:00 - 04.03.2021 19:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","1418","","1054","20070","n/e","n/e","0","34","n/e","21","n/e","1258"
"Norway (NO)","04.03.2021 19:00 - 04.03.2021 20:00 (CET/CEST)","n/e","n/e","n/e","83","n/e","n/e","n/e","n/e","n/e","1223","","1034","19271","n/e","n/e","0","33","n/e","21","n/e","1253"
"Norway (NO)","04.03.2021 20:00 - 04.03.2021 21:00 (CET/CEST)","n/e","n/e","n/e","83","n/e","n/e","n/e","n/e","n/e","990","","1031","17821","n/e","n/e","0","31","n/e","23","n/e","1383"
"Norway (NO)","04.03.2021 21:00 - 04.03.2021 22:00 (CET/CEST)","n/e","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e","885","","1032","16946","n/e","n/e","0","29","n/e","19","n/e","1320"
"Norway (NO)","04.03.2021 22:00 - 04.03.2021 23:00 (CET/CEST)","n/e","n/e","n/e","82","n/e","n/e","n/e","n/e","n/e","884","","1018","16251","n/e","n/e","0","32","n/e","19","n/e","1246"
"Norway (NO)","04.03.2021 23:00 - 05.03.2021 00:00 (CET/CEST)","n/e","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e","661","","1008","15504","n/e","n/e","0","32","n/e","18","n/e","1181"
"Norway (NO)","05.03.2021 00:00 - 05.03.2021 01:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","623","","994","14886","n/e","n/e","0","28","n/e","22","n/e","1021"
"Norway (NO)","05.03.2021 01:00 - 05.03.2021 02:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","621","","990","14851","n/e","n/e","0","27","n/e","23","n/e","853"
"Norway (NO)","05.03.2021 02:00 - 05.03.2021 03:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","626","","988","14988","n/e","n/e","0","28","n/e","23","n/e","775"
"Norway (NO)","05.03.2021 03:00 - 05.03.2021 04:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","619","","987","15304","n/e","n/e","0","27","n/e","23","n/e","766"
"Norway (NO)","05.03.2021 04:00 - 05.03.2021 05:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","836","","986","16045","n/e","n/e","0","27","n/e","18","n/e","746"
