"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Norway (NO)","22.07.2021 06:00 - 22.07.2021 07:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","879","","822","10296","n/e","n/e","0","50","n/e","27","n/e","1589"
"Norway (NO)","22.07.2021 07:00 - 22.07.2021 08:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","926","","822","11257","n/e","n/e","0","49","n/e","27","n/e","1589"
"Norway (NO)","22.07.2021 08:00 - 22.07.2021 09:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","938","","823","12319","n/e","n/e","0","47","n/e","30","n/e","1589"
"Norway (NO)","22.07.2021 09:00 - 22.07.2021 10:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","972","","834","12664","n/e","n/e","0","48","n/e","32","n/e","1504"
"Norway (NO)","22.07.2021 10:00 - 22.07.2021 11:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","969","","847","13029","n/e","n/e","0","48","n/e","34","n/e","1416"
"Norway (NO)","22.07.2021 11:00 - 22.07.2021 12:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","968","","850","12981","n/e","n/e","0","49","n/e","27","n/e","1329"
"Norway (NO)","22.07.2021 12:00 - 22.07.2021 13:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1010","","855","12700","n/e","n/e","0","47","n/e","26","n/e","1419"
"Norway (NO)","22.07.2021 13:00 - 22.07.2021 14:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","1072","","855","12384","n/e","n/e","0","49","n/e","28","n/e","1425"
"Norway (NO)","22.07.2021 14:00 - 22.07.2021 15:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","1036","","849","12227","n/e","n/e","0","48","n/e","32","n/e","1457"
"Norway (NO)","22.07.2021 15:00 - 22.07.2021 16:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","1028","","843","12174","n/e","n/e","0","47","n/e","31","n/e","1486"
"Norway (NO)","22.07.2021 16:00 - 22.07.2021 17:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","1049","","844","12191","n/e","n/e","0","52","n/e","32","n/e","1521"
"Norway (NO)","22.07.2021 17:00 - 22.07.2021 18:00 (CET/CEST)","n/e","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e","1080","","833","12646","n/e","n/e","0","51","n/e","33","n/e","1533"
"Norway (NO)","22.07.2021 18:00 - 22.07.2021 19:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","1055","","829","13003","n/e","n/e","0","51","n/e","30","n/e","1478"
"Norway (NO)","22.07.2021 19:00 - 22.07.2021 20:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","1091","","830","12972","n/e","n/e","0","41","n/e","32","n/e","1370"
"Norway (NO)","22.07.2021 20:00 - 22.07.2021 21:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","981","","830","12783","n/e","n/e","0","49","n/e","30","n/e","1329"
"Norway (NO)","22.07.2021 21:00 - 22.07.2021 22:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","974","","828","12480","n/e","n/e","0","49","n/e","26","n/e","1357"
"Norway (NO)","22.07.2021 22:00 - 22.07.2021 23:00 (CET/CEST)","n/e","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e","950","","821","12154","n/e","n/e","0","51","n/e","30","n/e","1305"
"Norway (NO)","22.07.2021 23:00 - 23.07.2021 00:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","929","","823","11281","n/e","n/e","0","48","n/e","25","n/e","1439"
"Norway (NO)","23.07.2021 00:00 - 23.07.2021 01:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","757","","802","10505","n/e","n/e","0","50","n/e","25","n/e","1422"
"Norway (NO)","23.07.2021 01:00 - 23.07.2021 02:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","740","","789","10373","n/e","n/e","0","49","n/e","24","n/e","1314"
"Norway (NO)","23.07.2021 02:00 - 23.07.2021 03:00 (CET/CEST)","n/e","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e","811","","790","10388","n/e","n/e","0","48","n/e","25","n/e","1242"
"Norway (NO)","23.07.2021 03:00 - 23.07.2021 04:00 (CET/CEST)","n/e","n/e","n/e","84","n/e","n/e","n/e","n/e","n/e","840","","787","10295","n/e","n/e","0","49","n/e","25","n/e","1303"
"Norway (NO)","23.07.2021 04:00 - 23.07.2021 05:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","816","","784","10377","n/e","n/e","0","49","n/e","25","n/e","1233"
"Norway (NO)","23.07.2021 05:00 - 23.07.2021 06:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","843","","786","10759","n/e","n/e","0","47","n/e","31","n/e","1056"
"Norway (NO)","23.07.2021 06:00 - 23.07.2021 07:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","909","","789","11623","n/e","n/e","0","51","n/e","31","n/e","825"
"Norway (NO)","23.07.2021 07:00 - 23.07.2021 08:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","911","","787","12558","n/e","n/e","0","48","n/e","27","n/e","662"
"Norway (NO)","23.07.2021 08:00 - 23.07.2021 09:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","987","","799","13610","n/e","n/e","0","51","n/e","28","n/e","515"
"Norway (NO)","23.07.2021 09:00 - 23.07.2021 10:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","988","","796","14230","n/e","n/e","0","50","n/e","29","n/e","461"
"Norway (NO)","23.07.2021 10:00 - 23.07.2021 11:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","1000","","794","14673","n/e","n/e","0","50","n/e","33","n/e","382"
"Norway (NO)","23.07.2021 11:00 - 23.07.2021 12:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","991","","795","14704","n/e","n/e","0","51","n/e","26","n/e","373"
"Norway (NO)","23.07.2021 12:00 - 23.07.2021 13:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","992","","803","14887","n/e","n/e","0","58","n/e","25","n/e","358"
"Norway (NO)","23.07.2021 13:00 - 23.07.2021 14:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","937","","801","14820","n/e","n/e","0","49","n/e","31","n/e","359"
"Norway (NO)","23.07.2021 14:00 - 23.07.2021 15:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","1014","","789","14764","n/e","n/e","0","49","n/e","30","n/e","377"
"Norway (NO)","23.07.2021 15:00 - 23.07.2021 16:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","977","","788","14495","n/e","n/e","0","52","n/e","31","n/e","381"
"Norway (NO)","23.07.2021 16:00 - 23.07.2021 17:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","921","","789","14158","n/e","n/e","0","53","n/e","28","n/e","397"
"Norway (NO)","23.07.2021 17:00 - 23.07.2021 18:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","882","","775","14331","n/e","n/e","0","52","n/e","29","n/e","436"
"Norway (NO)","23.07.2021 18:00 - 23.07.2021 19:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","873","","774","14357","n/e","n/e","0","51","n/e","32","n/e","424"
"Norway (NO)","23.07.2021 19:00 - 23.07.2021 20:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","946","","773","14264","n/e","n/e","0","52","n/e","29","n/e","411"
"Norway (NO)","23.07.2021 20:00 - 23.07.2021 21:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","944","","772","13903","n/e","n/e","0","52","n/e","32","n/e","383"
"Norway (NO)","23.07.2021 21:00 - 23.07.2021 22:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","888","","772","13566","n/e","n/e","0","52","n/e","31","n/e","323"
"Norway (NO)","23.07.2021 22:00 - 23.07.2021 23:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","891","","760","13347","n/e","n/e","0","52","n/e","31","n/e","301"
"Norway (NO)","23.07.2021 23:00 - 24.07.2021 00:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","878","","750","12620","n/e","n/e","0","53","n/e","30","n/e","270"
"Norway (NO)","24.07.2021 00:00 - 24.07.2021 01:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","929","","742","11991","n/e","n/e","0","50","n/e","33","n/e","269"
"Norway (NO)","24.07.2021 01:00 - 24.07.2021 02:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","939","","731","11710","n/e","n/e","0","50","n/e","32","n/e","257"
"Norway (NO)","24.07.2021 02:00 - 24.07.2021 03:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","924","","729","11485","n/e","n/e","0","47","n/e","32","n/e","251"
"Norway (NO)","24.07.2021 03:00 - 24.07.2021 04:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","930","","725","11486","n/e","n/e","0","47","n/e","32","n/e","248"
"Norway (NO)","24.07.2021 04:00 - 24.07.2021 05:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","922","","720","11341","n/e","n/e","0","43","n/e","33","n/e","239"
"Norway (NO)","24.07.2021 05:00 - 24.07.2021 06:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","914","","721","11030","n/e","n/e","0","46","n/e","32","n/e","281"
"Norway (NO)","24.07.2021 06:00 - 24.07.2021 07:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","908","","726","11215","n/e","n/e","0","50","n/e","26","n/e","284"
"Norway (NO)","24.07.2021 07:00 - 24.07.2021 08:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","925","","728","11602","n/e","n/e","0","53","n/e","27","n/e","285"
"Norway (NO)","24.07.2021 08:00 - 24.07.2021 09:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","938","","741","12167","n/e","n/e","0","53","n/e","30","n/e","258"
"Norway (NO)","24.07.2021 09:00 - 24.07.2021 10:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","944","","750","12998","n/e","n/e","0","53","n/e","30","n/e","257"
"Norway (NO)","24.07.2021 10:00 - 24.07.2021 11:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","952","","753","13078","n/e","n/e","0","54","n/e","33","n/e","248"
"Norway (NO)","24.07.2021 11:00 - 24.07.2021 12:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","950","","754","13101","n/e","n/e","0","52","n/e","31","n/e","271"
"Norway (NO)","24.07.2021 12:00 - 24.07.2021 13:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","964","","747","12966","n/e","n/e","0","51","n/e","34","n/e","275"
"Norway (NO)","24.07.2021 13:00 - 24.07.2021 14:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","957","","747","12673","n/e","n/e","0","53","n/e","27","n/e","262"
"Norway (NO)","24.07.2021 14:00 - 24.07.2021 15:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","958","","750","12396","n/e","n/e","0","53","n/e","29","n/e","266"
"Norway (NO)","24.07.2021 15:00 - 24.07.2021 16:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","958","","748","12281","n/e","n/e","0","43","n/e","31","n/e","254"
"Norway (NO)","24.07.2021 16:00 - 24.07.2021 17:00 (CET/CEST)","n/e","n/e","n/e","78","n/e","n/e","n/e","n/e","n/e","943","","749","12184","n/e","n/e","0","39","n/e","26","n/e","263"
"Norway (NO)","24.07.2021 17:00 - 24.07.2021 18:00 (CET/CEST)","n/e","n/e","n/e","51","n/e","n/e","n/e","n/e","n/e","964","","739","12594","n/e","n/e","0","43","n/e","26","n/e","241"
"Norway (NO)","24.07.2021 18:00 - 24.07.2021 19:00 (CET/CEST)","n/e","n/e","n/e","51","n/e","n/e","n/e","n/e","n/e","962","","737","12761","n/e","n/e","0","54","n/e","28","n/e","229"
"Norway (NO)","24.07.2021 19:00 - 24.07.2021 20:00 (CET/CEST)","n/e","n/e","n/e","51","n/e","n/e","n/e","n/e","n/e","953","","738","12783","n/e","n/e","0","51","n/e","29","n/e","218"
"Norway (NO)","24.07.2021 20:00 - 24.07.2021 21:00 (CET/CEST)","n/e","n/e","n/e","52","n/e","n/e","n/e","n/e","n/e","916","","733","12624","n/e","n/e","0","52","n/e","33","n/e","209"
"Norway (NO)","24.07.2021 21:00 - 24.07.2021 22:00 (CET/CEST)","n/e","n/e","n/e","52","n/e","n/e","n/e","n/e","n/e","922","","733","12193","n/e","n/e","0","54","n/e","30","n/e","192"
"Norway (NO)","24.07.2021 22:00 - 24.07.2021 23:00 (CET/CEST)","n/e","n/e","n/e","52","n/e","n/e","n/e","n/e","n/e","955","","734","11789","n/e","n/e","0","42","n/e","31","n/e","195"
"Norway (NO)","24.07.2021 23:00 - 25.07.2021 00:00 (CET/CEST)","n/e","n/e","n/e","51","n/e","n/e","n/e","n/e","n/e","844","","730","11237","n/e","n/e","0","48","n/e","34","n/e","235"
"Norway (NO)","25.07.2021 00:00 - 25.07.2021 01:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","854","","723","10704","n/e","n/e","0","52","n/e","29","n/e","257"
"Norway (NO)","25.07.2021 01:00 - 25.07.2021 02:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","808","","716","9913","n/e","n/e","0","52","n/e","27","n/e","318"
"Norway (NO)","25.07.2021 02:00 - 25.07.2021 03:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","875","","714","9667","n/e","n/e","0","52","n/e","31","n/e","422"
"Norway (NO)","25.07.2021 03:00 - 25.07.2021 04:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","867","","714","9168","n/e","n/e","0","52","n/e","27","n/e","476"
"Norway (NO)","25.07.2021 04:00 - 25.07.2021 05:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","844","","712","9191","n/e","n/e","0","58","n/e","27","n/e","482"
"Norway (NO)","25.07.2021 05:00 - 25.07.2021 06:00 (CET/CEST)","n/e","n/e","n/e","89","n/e","n/e","n/e","n/e","n/e","577","","706","8916","n/e","n/e","0","57","n/e","27","n/e","535"
"Norway (NO)","25.07.2021 06:00 - 25.07.2021 07:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","577","","704","8701","n/e","n/e","0","56","n/e","34","n/e","504"
"Norway (NO)","25.07.2021 07:00 - 25.07.2021 08:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","557","","702","8801","n/e","n/e","0","54","n/e","34","n/e","486"
"Norway (NO)","25.07.2021 08:00 - 25.07.2021 09:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","571","","711","9245","n/e","n/e","0","52","n/e","35","n/e","409"
"Norway (NO)","25.07.2021 09:00 - 25.07.2021 10:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","552","","706","9184","n/e","n/e","0","50","n/e","35","n/e","397"
"Norway (NO)","25.07.2021 10:00 - 25.07.2021 11:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","504","","711","8677","n/e","n/e","0","51","n/e","34","n/e","486"
"Norway (NO)","25.07.2021 11:00 - 25.07.2021 12:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","455","","717","8744","n/e","n/e","0","51","n/e","34","n/e","613"
"Norway (NO)","25.07.2021 12:00 - 25.07.2021 13:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","450","","714","8475","n/e","n/e","0","50","n/e","38","n/e","651"
"Norway (NO)","25.07.2021 13:00 - 25.07.2021 14:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","397","","716","8210","n/e","n/e","0","39","n/e","35","n/e","720"
"Norway (NO)","25.07.2021 14:00 - 25.07.2021 15:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","387","","724","8081","n/e","n/e","0","30","n/e","35","n/e","755"
"Norway (NO)","25.07.2021 15:00 - 25.07.2021 16:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","469","","725","8542","n/e","n/e","0","29","n/e","35","n/e","688"
"Norway (NO)","25.07.2021 16:00 - 25.07.2021 17:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","760","","729","9521","n/e","n/e","0","30","n/e","28","n/e","608"
"Norway (NO)","25.07.2021 17:00 - 25.07.2021 18:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","883","","720","11131","n/e","n/e","0","30","n/e","28","n/e","544"
"Norway (NO)","25.07.2021 18:00 - 25.07.2021 19:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","907","","728","12224","n/e","n/e","0","30","n/e","27","n/e","541"
"Norway (NO)","25.07.2021 19:00 - 25.07.2021 20:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","896","","725","12271","n/e","n/e","0","30","n/e","26","n/e","619"
"Norway (NO)","25.07.2021 20:00 - 25.07.2021 21:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","885","","724","12127","n/e","n/e","0","29","n/e","26","n/e","677"
"Norway (NO)","25.07.2021 21:00 - 25.07.2021 22:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","884","","725","11980","n/e","n/e","0","28","n/e","25","n/e","724"
"Norway (NO)","25.07.2021 22:00 - 25.07.2021 23:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","884","","723","11585","n/e","n/e","0","27","n/e","29","n/e","706"
"Norway (NO)","25.07.2021 23:00 - 26.07.2021 00:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","866","","719","11446","n/e","n/e","0","27","n/e","29","n/e","718"
"Norway (NO)","26.07.2021 00:00 - 26.07.2021 01:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","846","","693","10966","n/e","n/e","0","26","n/e","32","n/e","764"
"Norway (NO)","26.07.2021 01:00 - 26.07.2021 02:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","887","","696","10976","n/e","n/e","0","27","n/e","34","n/e","760"
"Norway (NO)","26.07.2021 02:00 - 26.07.2021 03:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","871","","696","10897","n/e","n/e","0","26","n/e","33","n/e","915"
"Norway (NO)","26.07.2021 03:00 - 26.07.2021 04:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","888","","697","10890","n/e","n/e","0","26","n/e","33","n/e","931"
"Norway (NO)","26.07.2021 04:00 - 26.07.2021 05:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","829","","694","10517","n/e","n/e","0","26","n/e","29","n/e","1003"
"Norway (NO)","26.07.2021 05:00 - 26.07.2021 06:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","766","","700","10620","n/e","n/e","0","26","n/e","27","n/e","1005"
"Norway (NO)","26.07.2021 06:00 - 26.07.2021 07:00 (CET/CEST)","n/e","n/e","n/e","86","n/e","n/e","n/e","n/e","n/e","776","","703","11087","n/e","n/e","0","26","n/e","28","n/e","919"
"Norway (NO)","26.07.2021 07:00 - 26.07.2021 08:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","797","","713","11829","n/e","n/e","0","26","n/e","27","n/e","888"
"Norway (NO)","26.07.2021 08:00 - 26.07.2021 09:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","900","","727","12560","n/e","n/e","0","26","n/e","34","n/e","813"
"Norway (NO)","26.07.2021 09:00 - 26.07.2021 10:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","912","","731","12955","n/e","n/e","0","27","n/e","34","n/e","724"
"Norway (NO)","26.07.2021 10:00 - 26.07.2021 11:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","910","","729","13141","n/e","n/e","0","26","n/e","34","n/e","750"
"Norway (NO)","26.07.2021 11:00 - 26.07.2021 12:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","907","","719","13258","n/e","n/e","0","27","n/e","30","n/e","841"
"Norway (NO)","26.07.2021 12:00 - 26.07.2021 13:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","894","","725","12952","n/e","n/e","0","24","n/e","32","n/e","946"
"Norway (NO)","26.07.2021 13:00 - 26.07.2021 14:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","896","","724","12987","n/e","n/e","0","23","n/e","33","n/e","975"
"Norway (NO)","26.07.2021 14:00 - 26.07.2021 15:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","895","","723","13181","n/e","n/e","0","23","n/e","32","n/e","864"
"Norway (NO)","26.07.2021 15:00 - 26.07.2021 16:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","866","","722","13142","n/e","n/e","0","37","n/e","31","n/e","846"
"Norway (NO)","26.07.2021 16:00 - 26.07.2021 17:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","876","","741","13039","n/e","n/e","0","45","n/e","31","n/e","730"
"Norway (NO)","26.07.2021 17:00 - 26.07.2021 18:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","900","","746","13341","n/e","n/e","0","45","n/e","29","n/e","735"
"Norway (NO)","26.07.2021 18:00 - 26.07.2021 19:00 (CET/CEST)","n/e","n/e","n/e","89","n/e","n/e","n/e","n/e","n/e","900","","744","13240","n/e","n/e","0","47","n/e","29","n/e","706"
"Norway (NO)","26.07.2021 19:00 - 26.07.2021 20:00 (CET/CEST)","n/e","n/e","n/e","89","n/e","n/e","n/e","n/e","n/e","900","","746","13027","n/e","n/e","0","49","n/e","27","n/e","655"
"Norway (NO)","26.07.2021 20:00 - 26.07.2021 21:00 (CET/CEST)","n/e","n/e","n/e","89","n/e","n/e","n/e","n/e","n/e","879","","735","12622","n/e","n/e","0","51","n/e","27","n/e","763"
"Norway (NO)","26.07.2021 21:00 - 26.07.2021 22:00 (CET/CEST)","n/e","n/e","n/e","89","n/e","n/e","n/e","n/e","n/e","873","","721","12292","n/e","n/e","0","49","n/e","31","n/e","705"
"Norway (NO)","26.07.2021 22:00 - 26.07.2021 23:00 (CET/CEST)","n/e","n/e","n/e","89","n/e","n/e","n/e","n/e","n/e","863","","719","11609","n/e","n/e","0","50","n/e","27","n/e","636"
"Norway (NO)","26.07.2021 23:00 - 27.07.2021 00:00 (CET/CEST)","n/e","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e","864","","719","11205","n/e","n/e","0","38","n/e","26","n/e","700"
"Norway (NO)","27.07.2021 00:00 - 27.07.2021 01:00 (CET/CEST)","n/e","n/e","n/e","85","n/e","n/e","n/e","n/e","n/e","869","","721","10997","n/e","n/e","0","41","n/e","26","n/e","760"
"Norway (NO)","27.07.2021 01:00 - 27.07.2021 02:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","899","","731","10803","n/e","n/e","0","42","n/e","34","n/e","808"
"Norway (NO)","27.07.2021 02:00 - 27.07.2021 03:00 (CET/CEST)","n/e","n/e","n/e","89","n/e","n/e","n/e","n/e","n/e","886","","737","10558","n/e","n/e","0","51","n/e","34","n/e","839"
"Norway (NO)","27.07.2021 03:00 - 27.07.2021 04:00 (CET/CEST)","n/e","n/e","n/e","89","n/e","n/e","n/e","n/e","n/e","841","","739","10265","n/e","n/e","0","54","n/e","33","n/e","865"
"Norway (NO)","27.07.2021 04:00 - 27.07.2021 05:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","780","","739","9944","n/e","n/e","0","50","n/e","33","n/e","945"
"Norway (NO)","27.07.2021 05:00 - 27.07.2021 06:00 (CET/CEST)","n/e","n/e","n/e","89","n/e","n/e","n/e","n/e","n/e","777","","740","9818","n/e","n/e","0","51","n/e","34","n/e","983"
"Norway (NO)","27.07.2021 06:00 - 27.07.2021 07:00 (CET/CEST)","n/e","n/e","n/e","89","n/e","n/e","n/e","n/e","n/e","766","","751","9949","n/e","n/e","0","49","n/e","28","n/e","1062"
"Norway (NO)","27.07.2021 07:00 - 27.07.2021 08:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","756","","757","10628","n/e","n/e","0","52","n/e","28","n/e","1014"
"Norway (NO)","27.07.2021 08:00 - 27.07.2021 09:00 (CET/CEST)","n/e","n/e","n/e","88","n/e","n/e","n/e","n/e","n/e","834","","765","11502","n/e","n/e","0","55","n/e","26","n/e","932"
