"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|NO2","01.01.2016 13:00 - 01.01.2016 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","301","8668","n/e","n/e","4","n/e","n/e","n/e","n/e","18"
"BZN|NO2","01.01.2016 14:00 - 01.01.2016 15:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","300","8888","n/e","n/e","4","n/e","n/e","n/e","n/e","18"
"BZN|NO2","01.01.2016 15:00 - 01.01.2016 16:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","300","9068","n/e","n/e","4","n/e","n/e","n/e","n/e","18"
"BZN|NO2","01.01.2016 16:00 - 01.01.2016 17:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","300","9184","n/e","n/e","4","n/e","n/e","n/e","n/e","19"
"BZN|NO2","01.01.2016 17:00 - 01.01.2016 18:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","300","9066","n/e","n/e","4","n/e","n/e","n/e","n/e","24"
"BZN|NO2","01.01.2016 18:00 - 01.01.2016 19:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","298","8998","n/e","n/e","4","n/e","n/e","n/e","n/e","33"
"BZN|NO2","01.01.2016 19:00 - 01.01.2016 20:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","299","8955","n/e","n/e","4","n/e","n/e","n/e","n/e","39"
"BZN|NO2","01.01.2016 20:00 - 01.01.2016 21:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","299","8764","n/e","n/e","4","n/e","n/e","n/e","n/e","42"
"BZN|NO2","01.01.2016 21:00 - 01.01.2016 22:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","300","8610","n/e","n/e","4","n/e","n/e","n/e","n/e","46"
"BZN|NO2","01.01.2016 22:00 - 01.01.2016 23:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","300","8170","n/e","n/e","4","n/e","n/e","n/e","n/e","55"
"BZN|NO2","01.01.2016 23:00 - 02.01.2016 00:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","304","7864","n/e","n/e","4","n/e","n/e","n/e","n/e","70"
"BZN|NO2","02.01.2016 00:00 - 02.01.2016 01:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","301","7689","n/e","n/e","5","n/e","n/e","n/e","n/e","126"
"BZN|NO2","02.01.2016 01:00 - 02.01.2016 02:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","302","7078","n/e","n/e","5","n/e","n/e","n/e","n/e","140"
"BZN|NO2","02.01.2016 02:00 - 02.01.2016 03:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","301","5896","n/e","n/e","5","n/e","n/e","n/e","n/e","145"
"BZN|NO2","02.01.2016 03:00 - 02.01.2016 04:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","301","4613","n/e","n/e","5","n/e","n/e","n/e","n/e","155"
"BZN|NO2","02.01.2016 04:00 - 02.01.2016 05:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","301","4091","n/e","n/e","5","n/e","n/e","n/e","n/e","166"
"BZN|NO2","02.01.2016 05:00 - 02.01.2016 06:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","302","4223","n/e","n/e","5","n/e","n/e","n/e","n/e","183"
"BZN|NO2","02.01.2016 06:00 - 02.01.2016 07:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","302","4699","n/e","n/e","5","n/e","n/e","n/e","n/e","194"
"BZN|NO2","02.01.2016 07:00 - 02.01.2016 08:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","303","5514","n/e","n/e","5","n/e","n/e","n/e","n/e","197"
"BZN|NO2","02.01.2016 08:00 - 02.01.2016 09:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","303","6708","n/e","n/e","5","n/e","n/e","n/e","n/e","198"
"BZN|NO2","02.01.2016 09:00 - 02.01.2016 10:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","304","7119","n/e","n/e","5","n/e","n/e","n/e","n/e","198"
"BZN|NO2","02.01.2016 10:00 - 02.01.2016 11:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","304","7584","n/e","n/e","5","n/e","n/e","n/e","n/e","199"
"BZN|NO2","02.01.2016 11:00 - 02.01.2016 12:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","304","7763","n/e","n/e","5","n/e","n/e","n/e","n/e","199"
"BZN|NO2","02.01.2016 12:00 - 02.01.2016 13:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","304","7626","n/e","n/e","5","n/e","n/e","n/e","n/e","198"
"BZN|NO2","02.01.2016 13:00 - 02.01.2016 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","304","7788","n/e","n/e","5","n/e","n/e","n/e","n/e","198"
"BZN|NO2","02.01.2016 14:00 - 02.01.2016 15:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","304","7820","n/e","n/e","5","n/e","n/e","n/e","n/e","199"
"BZN|NO2","02.01.2016 15:00 - 02.01.2016 16:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","302","7820","n/e","n/e","5","n/e","n/e","n/e","n/e","199"
"BZN|NO2","02.01.2016 16:00 - 02.01.2016 17:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","302","8055","n/e","n/e","5","n/e","n/e","n/e","n/e","199"
"BZN|NO2","02.01.2016 17:00 - 02.01.2016 18:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","302","8382","n/e","n/e","5","n/e","n/e","n/e","n/e","199"
"BZN|NO2","02.01.2016 18:00 - 02.01.2016 19:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","302","8316","n/e","n/e","5","n/e","n/e","n/e","n/e","198"
"BZN|NO2","02.01.2016 19:00 - 02.01.2016 20:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","302","8126","n/e","n/e","5","n/e","n/e","n/e","n/e","198"
"BZN|NO2","02.01.2016 20:00 - 02.01.2016 21:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","301","7890","n/e","n/e","5","n/e","n/e","n/e","n/e","198"
"BZN|NO2","02.01.2016 21:00 - 02.01.2016 22:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","302","7521","n/e","n/e","5","n/e","n/e","n/e","n/e","198"
"BZN|NO2","02.01.2016 22:00 - 02.01.2016 23:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","300","7361","n/e","n/e","5","n/e","n/e","n/e","n/e","198"
"BZN|NO2","02.01.2016 23:00 - 03.01.2016 00:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","300","6682","n/e","n/e","5","n/e","n/e","n/e","n/e","198"
"BZN|NO2","03.01.2016 00:00 - 03.01.2016 01:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","294","6735","n/e","n/e","4","n/e","n/e","n/e","n/e","188"
"BZN|NO2","03.01.2016 01:00 - 03.01.2016 02:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","295","6708","n/e","n/e","4","n/e","n/e","n/e","n/e","187"
"BZN|NO2","03.01.2016 02:00 - 03.01.2016 03:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","295","6653","n/e","n/e","4","n/e","n/e","n/e","n/e","186"
"BZN|NO2","03.01.2016 03:00 - 03.01.2016 04:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","294","6404","n/e","n/e","4","n/e","n/e","n/e","n/e","186"
"BZN|NO2","03.01.2016 04:00 - 03.01.2016 05:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","294","5949","n/e","n/e","4","n/e","n/e","n/e","n/e","186"
"BZN|NO2","03.01.2016 05:00 - 03.01.2016 06:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","294","6148","n/e","n/e","4","n/e","n/e","n/e","n/e","186"
"BZN|NO2","03.01.2016 06:00 - 03.01.2016 07:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","294","6170","n/e","n/e","4","n/e","n/e","n/e","n/e","188"
"BZN|NO2","03.01.2016 07:00 - 03.01.2016 08:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","293","6377","n/e","n/e","4","n/e","n/e","n/e","n/e","189"
"BZN|NO2","03.01.2016 08:00 - 03.01.2016 09:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","293","6883","n/e","n/e","4","n/e","n/e","n/e","n/e","188"
"BZN|NO2","03.01.2016 09:00 - 03.01.2016 10:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","297","7501","n/e","n/e","4","n/e","n/e","n/e","n/e","186"
"BZN|NO2","03.01.2016 10:00 - 03.01.2016 11:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","311","8073","n/e","n/e","4","n/e","n/e","n/e","n/e","184"
"BZN|NO2","03.01.2016 11:00 - 03.01.2016 12:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","318","7995","n/e","n/e","4","n/e","n/e","n/e","n/e","183"
"BZN|NO2","03.01.2016 12:00 - 03.01.2016 13:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","333","7699","n/e","n/e","4","n/e","n/e","n/e","n/e","177"
"BZN|NO2","03.01.2016 13:00 - 03.01.2016 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","334","7778","n/e","n/e","4","n/e","n/e","n/e","n/e","174"
"BZN|NO2","03.01.2016 14:00 - 03.01.2016 15:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","337","7849","n/e","n/e","4","n/e","n/e","n/e","n/e","171"
"BZN|NO2","03.01.2016 15:00 - 03.01.2016 16:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","337","8086","n/e","n/e","4","n/e","n/e","n/e","n/e","169"
"BZN|NO2","03.01.2016 16:00 - 03.01.2016 17:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","337","8320","n/e","n/e","4","n/e","n/e","n/e","n/e","172"
"BZN|NO2","03.01.2016 17:00 - 03.01.2016 18:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","337","8605","n/e","n/e","4","n/e","n/e","n/e","n/e","175"
"BZN|NO2","03.01.2016 18:00 - 03.01.2016 19:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","336","8403","n/e","n/e","4","n/e","n/e","n/e","n/e","175"
"BZN|NO2","03.01.2016 19:00 - 03.01.2016 20:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","335","8078","n/e","n/e","4","n/e","n/e","n/e","n/e","173"
"BZN|NO2","03.01.2016 20:00 - 03.01.2016 21:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","335","7986","n/e","n/e","4","n/e","n/e","n/e","n/e","165"
"BZN|NO2","03.01.2016 21:00 - 03.01.2016 22:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","337","7708","n/e","n/e","4","n/e","n/e","n/e","n/e","161"
"BZN|NO2","03.01.2016 22:00 - 03.01.2016 23:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","336","7536","n/e","n/e","4","n/e","n/e","n/e","n/e","161"
"BZN|NO2","03.01.2016 23:00 - 04.01.2016 00:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","337","7049","n/e","n/e","4","n/e","n/e","n/e","n/e","164"
"BZN|NO2","04.01.2016 00:00 - 04.01.2016 01:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","325","6847","n/e","n/e","4","n/e","n/e","n/e","n/e","178"
"BZN|NO2","04.01.2016 01:00 - 04.01.2016 02:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","328","6825","n/e","n/e","4","n/e","n/e","n/e","n/e","174"
"BZN|NO2","04.01.2016 02:00 - 04.01.2016 03:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","329","6727","n/e","n/e","4","n/e","n/e","n/e","n/e","170"
"BZN|NO2","04.01.2016 03:00 - 04.01.2016 04:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","328","6846","n/e","n/e","4","n/e","n/e","n/e","n/e","169"
"BZN|NO2","04.01.2016 04:00 - 04.01.2016 05:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","328","6865","n/e","n/e","4","n/e","n/e","n/e","n/e","167"
"BZN|NO2","04.01.2016 05:00 - 04.01.2016 06:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","327","7016","n/e","n/e","4","n/e","n/e","n/e","n/e","165"
"BZN|NO2","04.01.2016 06:00 - 04.01.2016 07:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","328","7764","n/e","n/e","4","n/e","n/e","n/e","n/e","164"
"BZN|NO2","04.01.2016 07:00 - 04.01.2016 08:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","327","8888","n/e","n/e","4","n/e","n/e","n/e","n/e","161"
"BZN|NO2","04.01.2016 08:00 - 04.01.2016 09:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","328","9057","n/e","n/e","4","n/e","n/e","n/e","n/e","157"
"BZN|NO2","04.01.2016 09:00 - 04.01.2016 10:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","330","9230","n/e","n/e","4","n/e","n/e","n/e","n/e","154"
"BZN|NO2","04.01.2016 10:00 - 04.01.2016 11:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","331","9206","n/e","n/e","4","n/e","n/e","n/e","n/e","151"
"BZN|NO2","04.01.2016 11:00 - 04.01.2016 12:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","332","9185","n/e","n/e","4","n/e","n/e","n/e","n/e","151"
"BZN|NO2","04.01.2016 12:00 - 04.01.2016 13:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","333","9195","n/e","n/e","4","n/e","n/e","n/e","n/e","152"
"BZN|NO2","04.01.2016 13:00 - 04.01.2016 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","333","9167","n/e","n/e","4","n/e","n/e","n/e","n/e","149"
"BZN|NO2","04.01.2016 14:00 - 04.01.2016 15:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","333","9168","n/e","n/e","4","n/e","n/e","n/e","n/e","143"
"BZN|NO2","04.01.2016 15:00 - 04.01.2016 16:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","333","9232","n/e","n/e","4","n/e","n/e","n/e","n/e","140"
"BZN|NO2","04.01.2016 16:00 - 04.01.2016 17:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","334","9336","n/e","n/e","4","n/e","n/e","n/e","n/e","144"
"BZN|NO2","04.01.2016 17:00 - 04.01.2016 18:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","334","9315","n/e","n/e","4","n/e","n/e","n/e","n/e","147"
"BZN|NO2","04.01.2016 18:00 - 04.01.2016 19:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","334","9205","n/e","n/e","4","n/e","n/e","n/e","n/e","148"
"BZN|NO2","04.01.2016 19:00 - 04.01.2016 20:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","334","9016","n/e","n/e","4","n/e","n/e","n/e","n/e","147"
"BZN|NO2","04.01.2016 20:00 - 04.01.2016 21:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","334","8852","n/e","n/e","4","n/e","n/e","n/e","n/e","147"
"BZN|NO2","04.01.2016 21:00 - 04.01.2016 22:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","334","8688","n/e","n/e","4","n/e","n/e","n/e","n/e","150"
"BZN|NO2","04.01.2016 22:00 - 04.01.2016 23:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","332","8565","n/e","n/e","4","n/e","n/e","n/e","n/e","152"
"BZN|NO2","04.01.2016 23:00 - 05.01.2016 00:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","333","8261","n/e","n/e","4","n/e","n/e","n/e","n/e","153"
"BZN|NO2","05.01.2016 00:00 - 05.01.2016 01:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","329","8211","n/e","n/e","4","n/e","n/e","n/e","n/e","154"
"BZN|NO2","05.01.2016 01:00 - 05.01.2016 02:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","329","8202","n/e","n/e","4","n/e","n/e","n/e","n/e","153"
"BZN|NO2","05.01.2016 02:00 - 05.01.2016 03:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","330","8167","n/e","n/e","4","n/e","n/e","n/e","n/e","151"
"BZN|NO2","05.01.2016 03:00 - 05.01.2016 04:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","330","8133","n/e","n/e","4","n/e","n/e","n/e","n/e","152"
"BZN|NO2","05.01.2016 04:00 - 05.01.2016 05:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","329","8157","n/e","n/e","4","n/e","n/e","n/e","n/e","152"
"BZN|NO2","05.01.2016 05:00 - 05.01.2016 06:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","329","8408","n/e","n/e","4","n/e","n/e","n/e","n/e","151"
"BZN|NO2","05.01.2016 06:00 - 05.01.2016 07:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","330","8804","n/e","n/e","4","n/e","n/e","n/e","n/e","148"
"BZN|NO2","05.01.2016 07:00 - 05.01.2016 08:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","330","9041","n/e","n/e","4","n/e","n/e","n/e","n/e","150"
"BZN|NO2","05.01.2016 08:00 - 05.01.2016 09:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","334","9225","n/e","n/e","4","n/e","n/e","n/e","n/e","153"
"BZN|NO2","05.01.2016 09:00 - 05.01.2016 10:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","333","9170","n/e","n/e","4","n/e","n/e","n/e","n/e","154"
"BZN|NO2","05.01.2016 10:00 - 05.01.2016 11:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","333","9223","n/e","n/e","4","n/e","n/e","n/e","n/e","155"
"BZN|NO2","05.01.2016 11:00 - 05.01.2016 12:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","334","9167","n/e","n/e","4","n/e","n/e","n/e","n/e","155"
"BZN|NO2","05.01.2016 12:00 - 05.01.2016 13:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","333","9226","n/e","n/e","4","n/e","n/e","n/e","n/e","152"
"BZN|NO2","05.01.2016 13:00 - 05.01.2016 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","328","9135","n/e","n/e","4","n/e","n/e","n/e","n/e","149"
