"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|NO5","02.01.2018 07:00 - 02.01.2018 08:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","25","4360","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","02.01.2018 08:00 - 02.01.2018 09:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","26","4985","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","02.01.2018 09:00 - 02.01.2018 10:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","5066","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","02.01.2018 10:00 - 02.01.2018 11:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","5419","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","02.01.2018 11:00 - 02.01.2018 12:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","5543","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","02.01.2018 12:00 - 02.01.2018 13:00 (CET/CEST)","n/e","n/e","n/e","105","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","5863","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","02.01.2018 13:00 - 02.01.2018 14:00 (CET/CEST)","n/e","n/e","n/e","105","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","5985","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","02.01.2018 14:00 - 02.01.2018 15:00 (CET/CEST)","n/e","n/e","n/e","105","n/e","n/e","n/e","n/e","n/e","n/e","n/e","26","6004","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","02.01.2018 15:00 - 02.01.2018 16:00 (CET/CEST)","n/e","n/e","n/e","105","n/e","n/e","n/e","n/e","n/e","n/e","n/e","26","6044","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","02.01.2018 16:00 - 02.01.2018 17:00 (CET/CEST)","n/e","n/e","n/e","105","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","6074","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","02.01.2018 17:00 - 02.01.2018 18:00 (CET/CEST)","n/e","n/e","n/e","105","n/e","n/e","n/e","n/e","n/e","n/e","n/e","26","6063","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","02.01.2018 18:00 - 02.01.2018 19:00 (CET/CEST)","n/e","n/e","n/e","105","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","5996","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","02.01.2018 19:00 - 02.01.2018 20:00 (CET/CEST)","n/e","n/e","n/e","105","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","5764","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","02.01.2018 20:00 - 02.01.2018 21:00 (CET/CEST)","n/e","n/e","n/e","105","n/e","n/e","n/e","n/e","n/e","n/e","n/e","26","4824","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","02.01.2018 21:00 - 02.01.2018 22:00 (CET/CEST)","n/e","n/e","n/e","105","n/e","n/e","n/e","n/e","n/e","n/e","n/e","26","3902","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","02.01.2018 22:00 - 02.01.2018 23:00 (CET/CEST)","n/e","n/e","n/e","105","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","3343","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","02.01.2018 23:00 - 03.01.2018 00:00 (CET/CEST)","n/e","n/e","n/e","105","n/e","n/e","n/e","n/e","n/e","n/e","n/e","25","3034","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 00:00 - 03.01.2018 01:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","3100","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 01:00 - 03.01.2018 02:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","2635","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 02:00 - 03.01.2018 03:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","23","2407","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 03:00 - 03.01.2018 04:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","23","2417","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 04:00 - 03.01.2018 05:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","23","2541","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 05:00 - 03.01.2018 06:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","23","3002","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 06:00 - 03.01.2018 07:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","23","3633","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 07:00 - 03.01.2018 08:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","23","3972","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 08:00 - 03.01.2018 09:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","23","4186","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 09:00 - 03.01.2018 10:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","23","4128","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 10:00 - 03.01.2018 11:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","4531","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 11:00 - 03.01.2018 12:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","4555","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 12:00 - 03.01.2018 13:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","4565","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 13:00 - 03.01.2018 14:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","4820","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 14:00 - 03.01.2018 15:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","5037","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 15:00 - 03.01.2018 16:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","5440","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 16:00 - 03.01.2018 17:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","5604","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 17:00 - 03.01.2018 18:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","5684","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 18:00 - 03.01.2018 19:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","5471","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 19:00 - 03.01.2018 20:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","5113","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 20:00 - 03.01.2018 21:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","4692","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 21:00 - 03.01.2018 22:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","4278","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 22:00 - 03.01.2018 23:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","4011","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","03.01.2018 23:00 - 04.01.2018 00:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","3619","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 00:00 - 04.01.2018 01:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","21","3221","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 01:00 - 04.01.2018 02:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","2903","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 02:00 - 04.01.2018 03:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","21","2860","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 03:00 - 04.01.2018 04:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","2768","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 04:00 - 04.01.2018 05:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","20","2729","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 05:00 - 04.01.2018 06:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","21","2869","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 06:00 - 04.01.2018 07:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","21","3706","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 07:00 - 04.01.2018 08:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","4962","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 08:00 - 04.01.2018 09:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","21","5918","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 09:00 - 04.01.2018 10:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","20","6024","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 10:00 - 04.01.2018 11:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","21","6145","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 11:00 - 04.01.2018 12:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","21","6118","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 12:00 - 04.01.2018 13:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","21","6096","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 13:00 - 04.01.2018 14:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","21","6135","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 14:00 - 04.01.2018 15:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","21","6178","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 15:00 - 04.01.2018 16:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","21","6245","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 16:00 - 04.01.2018 17:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","21","6210","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 17:00 - 04.01.2018 18:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","21","6082","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 18:00 - 04.01.2018 19:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","20","5994","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 19:00 - 04.01.2018 20:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","20","5728","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 20:00 - 04.01.2018 21:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","20","5182","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 21:00 - 04.01.2018 22:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","20","4617","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 22:00 - 04.01.2018 23:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","20","4285","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","04.01.2018 23:00 - 05.01.2018 00:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","20","3546","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","05.01.2018 00:00 - 05.01.2018 01:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","3169","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","05.01.2018 01:00 - 05.01.2018 02:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","2565","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","05.01.2018 02:00 - 05.01.2018 03:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","2450","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","05.01.2018 03:00 - 05.01.2018 04:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","2435","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","05.01.2018 04:00 - 05.01.2018 05:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","2542","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","05.01.2018 05:00 - 05.01.2018 06:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","2607","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","05.01.2018 06:00 - 05.01.2018 07:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","3136","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","05.01.2018 07:00 - 05.01.2018 08:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","4215","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","05.01.2018 08:00 - 05.01.2018 09:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","5030","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","05.01.2018 09:00 - 05.01.2018 10:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","5378","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","05.01.2018 10:00 - 05.01.2018 11:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","5724","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","05.01.2018 11:00 - 05.01.2018 12:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","5769","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","05.01.2018 12:00 - 05.01.2018 13:00 (CET/CEST)","n/e","n/e","n/e","103","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","5636","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
"BZN|NO5","05.01.2018 13:00 - 05.01.2018 14:00 (CET/CEST)","n/e","n/e","n/e","104","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","5627","n/e","n/e","1","n/e","n/e","n/e","n/e","0"
