"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|NO5","01.01.2015 00:00 - 01.01.2015 01:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","41","2848","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
"BZN|NO5","01.01.2015 01:00 - 01.01.2015 02:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","42","3156","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
"BZN|NO5","01.01.2015 02:00 - 01.01.2015 03:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","42","3041","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
"BZN|NO5","01.01.2015 03:00 - 01.01.2015 04:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","42","2813","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
"BZN|NO5","01.01.2015 04:00 - 01.01.2015 05:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","42","2618","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
"BZN|NO5","01.01.2015 05:00 - 01.01.2015 06:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","42","2633","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
"BZN|NO5","01.01.2015 06:00 - 01.01.2015 07:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","42","2530","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
"BZN|NO5","01.01.2015 07:00 - 01.01.2015 08:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","44","2528","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
"BZN|NO5","01.01.2015 08:00 - 01.01.2015 09:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","2562","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
"BZN|NO5","01.01.2015 09:00 - 01.01.2015 10:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","46","2645","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
"BZN|NO5","01.01.2015 10:00 - 01.01.2015 11:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","44","2685","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
"BZN|NO5","01.01.2015 11:00 - 01.01.2015 12:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","44","2738","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
"BZN|NO5","01.01.2015 12:00 - 01.01.2015 13:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","44","2727","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
"BZN|NO5","01.01.2015 13:00 - 01.01.2015 14:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","2738","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
"BZN|NO5","01.01.2015 14:00 - 01.01.2015 15:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","46","2890","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
"BZN|NO5","01.01.2015 15:00 - 01.01.2015 16:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","47","3184","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
"BZN|NO5","01.01.2015 16:00 - 01.01.2015 17:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","48","3734","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
"BZN|NO5","01.01.2015 17:00 - 01.01.2015 18:00 (CET/CEST)","n/e","n/e","n/e","96","n/e","n/e","n/e","n/e","n/e","n/e","n/e","48","3823","n/e","n/e","0","n/e","n/e","n/e","n/e","19"
