"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|NO1","01.01.2024 00:00 - 01.01.2024 01:00 (CET/CEST)","0","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","932","411","n/e","n/e","n/e","n/e","n/e","16","n/e","93"
"BZN|NO1","01.01.2024 01:00 - 01.01.2024 02:00 (CET/CEST)","0","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","930","176","n/e","n/e","n/e","n/e","n/e","17","n/e","95"
"BZN|NO1","01.01.2024 02:00 - 01.01.2024 03:00 (CET/CEST)","0","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","926","177","n/e","n/e","n/e","n/e","n/e","16","n/e","91"
"BZN|NO1","01.01.2024 03:00 - 01.01.2024 04:00 (CET/CEST)","0","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","926","176","n/e","n/e","n/e","n/e","n/e","16","n/e","97"
"BZN|NO1","01.01.2024 04:00 - 01.01.2024 05:00 (CET/CEST)","0","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","908","175","n/e","n/e","n/e","n/e","n/e","15","n/e","106"
"BZN|NO1","01.01.2024 05:00 - 01.01.2024 06:00 (CET/CEST)","0","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","927","385","n/e","n/e","n/e","n/e","n/e","15","n/e","101"
"BZN|NO1","01.01.2024 06:00 - 01.01.2024 07:00 (CET/CEST)","0","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","925","473","n/e","n/e","n/e","n/e","n/e","17","n/e","103"
"BZN|NO1","01.01.2024 07:00 - 01.01.2024 08:00 (CET/CEST)","0","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","946","395","n/e","n/e","n/e","n/e","n/e","17","n/e","106"
"BZN|NO1","01.01.2024 08:00 - 01.01.2024 09:00 (CET/CEST)","0","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","946","391","n/e","n/e","n/e","n/e","n/e","20","n/e","113"
"BZN|NO1","01.01.2024 09:00 - 01.01.2024 10:00 (CET/CEST)","0","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","953","292","n/e","n/e","n/e","n/e","n/e","21","n/e","123"
"BZN|NO1","01.01.2024 10:00 - 01.01.2024 11:00 (CET/CEST)","0","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","950","329","n/e","n/e","n/e","n/e","n/e","20","n/e","122"
"BZN|NO1","01.01.2024 11:00 - 01.01.2024 12:00 (CET/CEST)","0","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","953","285","n/e","n/e","n/e","n/e","n/e","20","n/e","120"
"BZN|NO1","01.01.2024 12:00 - 01.01.2024 13:00 (CET/CEST)","0","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","947","367","n/e","n/e","n/e","n/e","n/e","20","n/e","121"
"BZN|NO1","01.01.2024 13:00 - 01.01.2024 14:00 (CET/CEST)","0","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","940","370","n/e","n/e","n/e","n/e","n/e","20","n/e","122"
"BZN|NO1","01.01.2024 14:00 - 01.01.2024 15:00 (CET/CEST)","0","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","945","344","n/e","n/e","n/e","n/e","n/e","19","n/e","129"
"BZN|NO1","01.01.2024 15:00 - 01.01.2024 16:00 (CET/CEST)","0","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","944","442","n/e","n/e","n/e","n/e","n/e","18","n/e","134"
