"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|NO2","01.01.2023 10:00 - 01.01.2023 11:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","711","1317","n/e","n/e","n/e","n/e","n/e","13","n/e","753"
"BZN|NO2","01.01.2023 11:00 - 01.01.2023 12:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","719","1673","n/e","n/e","n/e","n/e","n/e","13","n/e","785"
"BZN|NO2","01.01.2023 12:00 - 01.01.2023 13:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","730","1740","n/e","n/e","n/e","n/e","n/e","13","n/e","888"
"BZN|NO2","01.01.2023 13:00 - 01.01.2023 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","734","1964","n/e","n/e","n/e","n/e","n/e","13","n/e","983"
"BZN|NO2","01.01.2023 14:00 - 01.01.2023 15:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","736","2033","n/e","n/e","n/e","n/e","n/e","13","n/e","1006"
"BZN|NO2","01.01.2023 15:00 - 01.01.2023 16:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","731","2397","n/e","n/e","n/e","n/e","n/e","13","n/e","931"
"BZN|NO2","01.01.2023 16:00 - 01.01.2023 17:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","727","2710","n/e","n/e","n/e","n/e","n/e","13","n/e","882"
"BZN|NO2","01.01.2023 17:00 - 01.01.2023 18:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","733","2726","n/e","n/e","n/e","n/e","n/e","13","n/e","813"
"BZN|NO2","01.01.2023 18:00 - 01.01.2023 19:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","734","2568","n/e","n/e","n/e","n/e","n/e","13","n/e","779"
"BZN|NO2","01.01.2023 19:00 - 01.01.2023 20:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","735","2493","n/e","n/e","n/e","n/e","n/e","13","n/e","768"
"BZN|NO2","01.01.2023 20:00 - 01.01.2023 21:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","736","2573","n/e","n/e","n/e","n/e","n/e","13","n/e","671"
"BZN|NO2","01.01.2023 21:00 - 01.01.2023 22:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","739","2634","n/e","n/e","n/e","n/e","n/e","13","n/e","532"
"BZN|NO2","01.01.2023 22:00 - 01.01.2023 23:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","744","2457","n/e","n/e","n/e","n/e","n/e","13","n/e","448"
"BZN|NO2","01.01.2023 23:00 - 02.01.2023 00:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","742","2329","n/e","n/e","n/e","n/e","n/e","13","n/e","361"
"BZN|NO2","02.01.2023 00:00 - 02.01.2023 01:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","713","2532","n/e","n/e","n/e","n/e","n/e","13","n/e","272"
"BZN|NO2","02.01.2023 01:00 - 02.01.2023 02:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","710","2480","n/e","n/e","n/e","n/e","n/e","13","n/e","218"
"BZN|NO2","02.01.2023 02:00 - 02.01.2023 03:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","700","2419","n/e","n/e","n/e","n/e","n/e","13","n/e","199"
"BZN|NO2","02.01.2023 03:00 - 02.01.2023 04:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","701","2500","n/e","n/e","n/e","n/e","n/e","13","n/e","188"
"BZN|NO2","02.01.2023 04:00 - 02.01.2023 05:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","698","2639","n/e","n/e","n/e","n/e","n/e","13","n/e","198"
"BZN|NO2","02.01.2023 05:00 - 02.01.2023 06:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","696","2719","n/e","n/e","n/e","n/e","n/e","13","n/e","217"
"BZN|NO2","02.01.2023 06:00 - 02.01.2023 07:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","709","3352","n/e","n/e","n/e","n/e","n/e","13","n/e","223"
"BZN|NO2","02.01.2023 07:00 - 02.01.2023 08:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","718","4864","n/e","n/e","n/e","n/e","n/e","13","n/e","265"
"BZN|NO2","02.01.2023 08:00 - 02.01.2023 09:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","727","5047","n/e","n/e","n/e","n/e","n/e","13","n/e","310"
"BZN|NO2","02.01.2023 09:00 - 02.01.2023 10:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","742","4981","n/e","n/e","n/e","n/e","n/e","11","n/e","342"
"BZN|NO2","02.01.2023 10:00 - 02.01.2023 11:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","779","4998","n/e","n/e","n/e","n/e","n/e","8","n/e","315"
"BZN|NO2","02.01.2023 11:00 - 02.01.2023 12:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","784","5463","n/e","n/e","n/e","n/e","n/e","6","n/e","270"
"BZN|NO2","02.01.2023 12:00 - 02.01.2023 13:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","788","5491","n/e","n/e","n/e","n/e","n/e","11","n/e","245"
"BZN|NO2","02.01.2023 13:00 - 02.01.2023 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","801","5172","n/e","n/e","n/e","n/e","n/e","12","n/e","216"
"BZN|NO2","02.01.2023 14:00 - 02.01.2023 15:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","58","","803","5189","n/e","n/e","n/e","n/e","n/e","11","n/e","148"
"BZN|NO2","02.01.2023 15:00 - 02.01.2023 16:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","69","","791","5438","n/e","n/e","n/e","n/e","n/e","11","n/e","134"
"BZN|NO2","02.01.2023 16:00 - 02.01.2023 17:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","71","","786","5553","n/e","n/e","n/e","n/e","n/e","11","n/e","117"
"BZN|NO2","02.01.2023 17:00 - 02.01.2023 18:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","81","","792","5811","n/e","n/e","n/e","n/e","n/e","11","n/e","107"
"BZN|NO2","02.01.2023 18:00 - 02.01.2023 19:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","80","","788","6001","n/e","n/e","n/e","n/e","n/e","11","n/e","108"
"BZN|NO2","02.01.2023 19:00 - 02.01.2023 20:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","59","","786","5897","n/e","n/e","n/e","n/e","n/e","8","n/e","110"
"BZN|NO2","02.01.2023 20:00 - 02.01.2023 21:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","786","5451","n/e","n/e","n/e","n/e","n/e","7","n/e","106"
"BZN|NO2","02.01.2023 21:00 - 02.01.2023 22:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","794","4946","n/e","n/e","n/e","n/e","n/e","8","n/e","101"
"BZN|NO2","02.01.2023 22:00 - 02.01.2023 23:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","779","4647","n/e","n/e","n/e","n/e","n/e","7","n/e","97"
"BZN|NO2","02.01.2023 23:00 - 03.01.2023 00:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","769","4217","n/e","n/e","n/e","n/e","n/e","9","n/e","95"
"BZN|NO2","03.01.2023 00:00 - 03.01.2023 01:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","751","4204","n/e","n/e","n/e","n/e","n/e","12","n/e","88"
"BZN|NO2","03.01.2023 01:00 - 03.01.2023 02:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","748","3390","n/e","n/e","n/e","n/e","n/e","13","n/e","74"
"BZN|NO2","03.01.2023 02:00 - 03.01.2023 03:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","745","3188","n/e","n/e","n/e","n/e","n/e","13","n/e","63"
"BZN|NO2","03.01.2023 03:00 - 03.01.2023 04:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","738","2965","n/e","n/e","n/e","n/e","n/e","13","n/e","59"
"BZN|NO2","03.01.2023 04:00 - 03.01.2023 05:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","737","2974","n/e","n/e","n/e","n/e","n/e","13","n/e","61"
"BZN|NO2","03.01.2023 05:00 - 03.01.2023 06:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","735","3703","n/e","n/e","n/e","n/e","n/e","13","n/e","66"
"BZN|NO2","03.01.2023 06:00 - 03.01.2023 07:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","20","","752","4850","n/e","n/e","n/e","n/e","n/e","10","n/e","70"
"BZN|NO2","03.01.2023 07:00 - 03.01.2023 08:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","136","","757","5988","n/e","n/e","n/e","n/e","n/e","5","n/e","61"
"BZN|NO2","03.01.2023 08:00 - 03.01.2023 09:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","198","","757","6211","n/e","n/e","n/e","n/e","n/e","4","n/e","80"
"BZN|NO2","03.01.2023 09:00 - 03.01.2023 10:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","85","","745","6184","n/e","n/e","n/e","n/e","n/e","4","n/e","85"
"BZN|NO2","03.01.2023 10:00 - 03.01.2023 11:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","80","","753","6415","n/e","n/e","n/e","n/e","n/e","4","n/e","70"
"BZN|NO2","03.01.2023 11:00 - 03.01.2023 12:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","80","","763","6288","n/e","n/e","n/e","n/e","n/e","4","n/e","112"
"BZN|NO2","03.01.2023 12:00 - 03.01.2023 13:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","74","","761","6239","n/e","n/e","n/e","n/e","n/e","4","n/e","122"
"BZN|NO2","03.01.2023 13:00 - 03.01.2023 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","65","","758","6216","n/e","n/e","n/e","n/e","n/e","4","n/e","225"
"BZN|NO2","03.01.2023 14:00 - 03.01.2023 15:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","84","","756","6408","n/e","n/e","n/e","n/e","n/e","4","n/e","309"
"BZN|NO2","03.01.2023 15:00 - 03.01.2023 16:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","84","","755","6408","n/e","n/e","n/e","n/e","n/e","4","n/e","445"
"BZN|NO2","03.01.2023 16:00 - 03.01.2023 17:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","71","","751","6651","n/e","n/e","n/e","n/e","n/e","4","n/e","624"
"BZN|NO2","03.01.2023 17:00 - 03.01.2023 18:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","81","","752","7156","n/e","n/e","n/e","n/e","n/e","4","n/e","820"
"BZN|NO2","03.01.2023 18:00 - 03.01.2023 19:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","80","","766","6716","n/e","n/e","n/e","n/e","n/e","5","n/e","967"
"BZN|NO2","03.01.2023 19:00 - 03.01.2023 20:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","57","","763","6099","n/e","n/e","n/e","n/e","n/e","5","n/e","1082"
"BZN|NO2","03.01.2023 20:00 - 03.01.2023 21:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","760","5442","n/e","n/e","n/e","n/e","n/e","6","n/e","1166"
"BZN|NO2","03.01.2023 21:00 - 03.01.2023 22:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","760","4595","n/e","n/e","n/e","n/e","n/e","7","n/e","1242"
"BZN|NO2","03.01.2023 22:00 - 03.01.2023 23:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","740","3573","n/e","n/e","n/e","n/e","n/e","8","n/e","1263"
"BZN|NO2","03.01.2023 23:00 - 04.01.2023 00:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","737","2539","n/e","n/e","n/e","n/e","n/e","9","n/e","1279"
"BZN|NO2","04.01.2023 00:00 - 04.01.2023 01:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","727","1659","n/e","n/e","n/e","n/e","n/e","9","n/e","1273"
"BZN|NO2","04.01.2023 01:00 - 04.01.2023 02:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","720","1138","n/e","n/e","n/e","n/e","n/e","9","n/e","1279"
"BZN|NO2","04.01.2023 02:00 - 04.01.2023 03:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","711","845","n/e","n/e","n/e","n/e","n/e","9","n/e","1286"
"BZN|NO2","04.01.2023 03:00 - 04.01.2023 04:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","707","928","n/e","n/e","n/e","n/e","n/e","9","n/e","1284"
"BZN|NO2","04.01.2023 04:00 - 04.01.2023 05:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","712","981","n/e","n/e","n/e","n/e","n/e","9","n/e","1284"
"BZN|NO2","04.01.2023 05:00 - 04.01.2023 06:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","727","1065","n/e","n/e","n/e","n/e","n/e","9","n/e","1283"
"BZN|NO2","04.01.2023 06:00 - 04.01.2023 07:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","728","1712","n/e","n/e","n/e","n/e","n/e","9","n/e","1253"
"BZN|NO2","04.01.2023 07:00 - 04.01.2023 08:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","736","2925","n/e","n/e","n/e","n/e","n/e","9","n/e","1267"
"BZN|NO2","04.01.2023 08:00 - 04.01.2023 09:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","742","3352","n/e","n/e","n/e","n/e","n/e","9","n/e","1288"
"BZN|NO2","04.01.2023 09:00 - 04.01.2023 10:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","755","3741","n/e","n/e","n/e","n/e","n/e","9","n/e","1299"
"BZN|NO2","04.01.2023 10:00 - 04.01.2023 11:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","792","3920","n/e","n/e","n/e","n/e","n/e","8","n/e","1267"
"BZN|NO2","04.01.2023 11:00 - 04.01.2023 12:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","800","3838","n/e","n/e","n/e","n/e","n/e","7","n/e","1207"
"BZN|NO2","04.01.2023 12:00 - 04.01.2023 13:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","807","3865","n/e","n/e","n/e","n/e","n/e","9","n/e","1187"
"BZN|NO2","04.01.2023 13:00 - 04.01.2023 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","810","3991","n/e","n/e","n/e","n/e","n/e","9","n/e","1166"
"BZN|NO2","04.01.2023 14:00 - 04.01.2023 15:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","821","3908","n/e","n/e","n/e","n/e","n/e","9","n/e","1154"
"BZN|NO2","04.01.2023 15:00 - 04.01.2023 16:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","829","3820","n/e","n/e","n/e","n/e","n/e","9","n/e","1162"
"BZN|NO2","04.01.2023 16:00 - 04.01.2023 17:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","825","3945","n/e","n/e","n/e","n/e","n/e","9","n/e","1174"
"BZN|NO2","04.01.2023 17:00 - 04.01.2023 18:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","824","3997","n/e","n/e","n/e","n/e","n/e","9","n/e","1183"
"BZN|NO2","04.01.2023 18:00 - 04.01.2023 19:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","821","4024","n/e","n/e","n/e","n/e","n/e","9","n/e","1179"
"BZN|NO2","04.01.2023 19:00 - 04.01.2023 20:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","814","3813","n/e","n/e","n/e","n/e","n/e","9","n/e","1128"
"BZN|NO2","04.01.2023 20:00 - 04.01.2023 21:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","818","3635","n/e","n/e","n/e","n/e","n/e","9","n/e","1084"
"BZN|NO2","04.01.2023 21:00 - 04.01.2023 22:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","817","3472","n/e","n/e","n/e","n/e","n/e","9","n/e","998"
"BZN|NO2","04.01.2023 22:00 - 04.01.2023 23:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","823","3259","n/e","n/e","n/e","n/e","n/e","9","n/e","815"
"BZN|NO2","04.01.2023 23:00 - 05.01.2023 00:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","826","2653","n/e","n/e","n/e","n/e","n/e","9","n/e","608"
"BZN|NO2","05.01.2023 00:00 - 05.01.2023 01:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","808","2398","n/e","n/e","n/e","n/e","n/e","9","n/e","431"
"BZN|NO2","05.01.2023 01:00 - 05.01.2023 02:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","800","1831","n/e","n/e","n/e","n/e","n/e","9","n/e","326"
"BZN|NO2","05.01.2023 02:00 - 05.01.2023 03:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","785","1736","n/e","n/e","n/e","n/e","n/e","9","n/e","208"
"BZN|NO2","05.01.2023 03:00 - 05.01.2023 04:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","780","1678","n/e","n/e","n/e","n/e","n/e","9","n/e","144"
"BZN|NO2","05.01.2023 04:00 - 05.01.2023 05:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","783","1942","n/e","n/e","n/e","n/e","n/e","9","n/e","113"
"BZN|NO2","05.01.2023 05:00 - 05.01.2023 06:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","790","2433","n/e","n/e","n/e","n/e","n/e","9","n/e","99"
"BZN|NO2","05.01.2023 06:00 - 05.01.2023 07:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","791","3317","n/e","n/e","n/e","n/e","n/e","8","n/e","116"
"BZN|NO2","05.01.2023 07:00 - 05.01.2023 08:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","792","4042","n/e","n/e","n/e","n/e","n/e","7","n/e","184"
"BZN|NO2","05.01.2023 08:00 - 05.01.2023 09:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","803","4415","n/e","n/e","n/e","n/e","n/e","11","n/e","261"
"BZN|NO2","05.01.2023 09:00 - 05.01.2023 10:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","804","5244","n/e","n/e","n/e","n/e","n/e","11","n/e","374"
"BZN|NO2","05.01.2023 10:00 - 05.01.2023 11:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","806","5563","n/e","n/e","n/e","n/e","n/e","11","n/e","499"
"BZN|NO2","05.01.2023 11:00 - 05.01.2023 12:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","1","","807","5626","n/e","n/e","n/e","n/e","n/e","8","n/e","667"
"BZN|NO2","05.01.2023 12:00 - 05.01.2023 13:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","34","","808","5730","n/e","n/e","n/e","n/e","n/e","6","n/e","731"
"BZN|NO2","05.01.2023 13:00 - 05.01.2023 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","74","","810","5660","n/e","n/e","n/e","n/e","n/e","4","n/e","760"
"BZN|NO2","05.01.2023 14:00 - 05.01.2023 15:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","80","","817","5948","n/e","n/e","n/e","n/e","n/e","5","n/e","824"
"BZN|NO2","05.01.2023 15:00 - 05.01.2023 16:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","102","","814","6732","n/e","n/e","n/e","n/e","n/e","5","n/e","835"
"BZN|NO2","05.01.2023 16:00 - 05.01.2023 17:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","212","","810","6952","n/e","n/e","n/e","n/e","n/e","6","n/e","910"
"BZN|NO2","05.01.2023 17:00 - 05.01.2023 18:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","400","","820","6703","n/e","n/e","n/e","n/e","n/e","7","n/e","1009"
"BZN|NO2","05.01.2023 18:00 - 05.01.2023 19:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","383","","814","6585","n/e","n/e","n/e","n/e","n/e","6","n/e","1039"
