"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Denmark (DK)","26.07.2023 03:00 - 26.07.2023 04:00 (CET/CEST)","150","n/e","n/e","100","129","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","115","1333","1070"
"Denmark (DK)","26.07.2023 04:00 - 26.07.2023 05:00 (CET/CEST)","112","n/e","n/e","100","128","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","114","1312","1177"
"Denmark (DK)","26.07.2023 05:00 - 26.07.2023 06:00 (CET/CEST)","117","n/e","n/e","99","127","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","116","1280","1195"
"Denmark (DK)","26.07.2023 06:00 - 26.07.2023 07:00 (CET/CEST)","140","n/e","n/e","103","125","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","161","116","1223","1190"
"Denmark (DK)","26.07.2023 07:00 - 26.07.2023 08:00 (CET/CEST)","119","n/e","n/e","107","127","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","469","116","1170","1185"
"Denmark (DK)","26.07.2023 08:00 - 26.07.2023 09:00 (CET/CEST)","206","n/e","n/e","109","129","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","895","116","1130","1447"
"Denmark (DK)","26.07.2023 09:00 - 26.07.2023 10:00 (CET/CEST)","168","n/e","n/e","102","126","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1297","114","1130","1712"
"Denmark (DK)","26.07.2023 10:00 - 26.07.2023 11:00 (CET/CEST)","120","n/e","n/e","102","126","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1466","115","1271","1952"
"Denmark (DK)","26.07.2023 11:00 - 26.07.2023 12:00 (CET/CEST)","99","n/e","n/e","99","125","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1519","114","1396","2212"
"Denmark (DK)","26.07.2023 12:00 - 26.07.2023 13:00 (CET/CEST)","127","n/e","n/e","98","127","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1532","115","1411","2418"
"Denmark (DK)","26.07.2023 13:00 - 26.07.2023 14:00 (CET/CEST)","117","n/e","n/e","98","128","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1459","114","1373","2510"
"Denmark (DK)","26.07.2023 14:00 - 26.07.2023 15:00 (CET/CEST)","103","n/e","n/e","97","127","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1574","116","1540","2641"
"Denmark (DK)","26.07.2023 15:00 - 26.07.2023 16:00 (CET/CEST)","105","n/e","n/e","100","130","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1437","111","1549","2635"
"Denmark (DK)","26.07.2023 16:00 - 26.07.2023 17:00 (CET/CEST)","109","n/e","n/e","102","128","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1194","112","1645","2682"
"Denmark (DK)","26.07.2023 17:00 - 26.07.2023 18:00 (CET/CEST)","109","n/e","n/e","105","136","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","954","111","1483","2728"
"Denmark (DK)","26.07.2023 18:00 - 26.07.2023 19:00 (CET/CEST)","148","n/e","n/e","109","143","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","556","111","1329","2554"
"Denmark (DK)","26.07.2023 19:00 - 26.07.2023 20:00 (CET/CEST)","164","n/e","n/e","109","142","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","294","110","1342","2260"
"Denmark (DK)","26.07.2023 20:00 - 26.07.2023 21:00 (CET/CEST)","299","n/e","n/e","112","145","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","98","113","1125","1949"
"Denmark (DK)","26.07.2023 21:00 - 26.07.2023 22:00 (CET/CEST)","228","n/e","n/e","112","144","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","114","984","1776"
"Denmark (DK)","26.07.2023 22:00 - 26.07.2023 23:00 (CET/CEST)","218","n/e","n/e","113","144","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","113","1085","1616"
"Denmark (DK)","26.07.2023 23:00 - 27.07.2023 00:00 (CET/CEST)","218","n/e","n/e","104","136","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","110","1140","1529"
"Denmark (DK)","27.07.2023 00:00 - 27.07.2023 01:00 (CET/CEST)","121","n/e","n/e","98","130","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","109","1173","1491"
"Denmark (DK)","27.07.2023 01:00 - 27.07.2023 02:00 (CET/CEST)","106","n/e","n/e","98","129","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","111","1245","1447"
"Denmark (DK)","27.07.2023 02:00 - 27.07.2023 03:00 (CET/CEST)","159","n/e","n/e","98","129","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","109","1380","1411"
"Denmark (DK)","27.07.2023 03:00 - 27.07.2023 04:00 (CET/CEST)","196","n/e","n/e","96","132","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","106","1326","1424"
"Denmark (DK)","27.07.2023 04:00 - 27.07.2023 05:00 (CET/CEST)","252","n/e","n/e","96","134","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","105","1348","1331"
"Denmark (DK)","27.07.2023 05:00 - 27.07.2023 06:00 (CET/CEST)","264","n/e","n/e","96","132","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10","87","1267","1157"
"Denmark (DK)","27.07.2023 06:00 - 27.07.2023 07:00 (CET/CEST)","220","n/e","n/e","108","141","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","113","91","1098","977"
"Denmark (DK)","27.07.2023 07:00 - 27.07.2023 08:00 (CET/CEST)","238","n/e","n/e","116","147","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","373","88","982","828"
"Denmark (DK)","27.07.2023 08:00 - 27.07.2023 09:00 (CET/CEST)","227","n/e","n/e","112","146","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","765","93","782","728"
"Denmark (DK)","27.07.2023 09:00 - 27.07.2023 10:00 (CET/CEST)","177","n/e","n/e","116","143","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1263","104","562","692"
"Denmark (DK)","27.07.2023 10:00 - 27.07.2023 11:00 (CET/CEST)","256","n/e","n/e","110","142","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1675","104","523","627"
"Denmark (DK)","27.07.2023 11:00 - 27.07.2023 12:00 (CET/CEST)","203","n/e","n/e","108","139","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1920","103","488","575"
"Denmark (DK)","27.07.2023 12:00 - 27.07.2023 13:00 (CET/CEST)","152","n/e","n/e","108","140","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2018","106","436","535"
"Denmark (DK)","27.07.2023 13:00 - 27.07.2023 14:00 (CET/CEST)","210","n/e","n/e","110","142","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2128","107","341","491"
"Denmark (DK)","27.07.2023 14:00 - 27.07.2023 15:00 (CET/CEST)","238","n/e","n/e","112","142","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2046","107","291","433"
"Denmark (DK)","27.07.2023 15:00 - 27.07.2023 16:00 (CET/CEST)","195","n/e","n/e","112","141","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1924","109","230","360"
"Denmark (DK)","27.07.2023 16:00 - 27.07.2023 17:00 (CET/CEST)","189","n/e","n/e","113","140","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1705","109","145","298"
"Denmark (DK)","27.07.2023 17:00 - 27.07.2023 18:00 (CET/CEST)","271","n/e","n/e","127","152","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1286","108","146","202"
"Denmark (DK)","27.07.2023 18:00 - 27.07.2023 19:00 (CET/CEST)","265","n/e","n/e","121","146","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","838","108","152","152"
"Denmark (DK)","27.07.2023 19:00 - 27.07.2023 20:00 (CET/CEST)","313","n/e","n/e","134","148","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","414","109","68","119"
"Denmark (DK)","27.07.2023 20:00 - 27.07.2023 21:00 (CET/CEST)","257","n/e","n/e","135","151","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","139","110","56","87"
"Denmark (DK)","27.07.2023 21:00 - 27.07.2023 22:00 (CET/CEST)","304","n/e","n/e","213","172","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","16","116","27","84"
"Denmark (DK)","27.07.2023 22:00 - 27.07.2023 23:00 (CET/CEST)","213","n/e","n/e","116","132","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","114","16","92"
"Denmark (DK)","27.07.2023 23:00 - 28.07.2023 00:00 (CET/CEST)","189","n/e","n/e","105","120","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","115","14","98"
"Denmark (DK)","28.07.2023 00:00 - 28.07.2023 01:00 (CET/CEST)","162","n/e","n/e","106","122","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","116","24","99"
"Denmark (DK)","28.07.2023 01:00 - 28.07.2023 02:00 (CET/CEST)","192","n/e","n/e","109","126","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","116","55","98"
"Denmark (DK)","28.07.2023 02:00 - 28.07.2023 03:00 (CET/CEST)","206","n/e","n/e","108","124","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","116","54","99"
"Denmark (DK)","28.07.2023 03:00 - 28.07.2023 04:00 (CET/CEST)","197","n/e","n/e","108","125","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","116","61","99"
"Denmark (DK)","28.07.2023 04:00 - 28.07.2023 05:00 (CET/CEST)","201","n/e","n/e","108","125","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","115","72","99"
"Denmark (DK)","28.07.2023 05:00 - 28.07.2023 06:00 (CET/CEST)","198","n/e","n/e","109","127","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","15","116","81","101"
"Denmark (DK)","28.07.2023 06:00 - 28.07.2023 07:00 (CET/CEST)","179","n/e","n/e","108","125","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","124","116","91","104"
"Denmark (DK)","28.07.2023 07:00 - 28.07.2023 08:00 (CET/CEST)","198","n/e","n/e","107","124","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","402","116","102","100"
"Denmark (DK)","28.07.2023 08:00 - 28.07.2023 09:00 (CET/CEST)","210","n/e","n/e","109","127","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","863","111","85","98"
"Denmark (DK)","28.07.2023 09:00 - 28.07.2023 10:00 (CET/CEST)","234","n/e","n/e","108","125","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1368","114","48","98"
"Denmark (DK)","28.07.2023 10:00 - 28.07.2023 11:00 (CET/CEST)","298","n/e","n/e","143","171","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1923","117","18","74"
"Denmark (DK)","28.07.2023 11:00 - 28.07.2023 12:00 (CET/CEST)","337","n/e","n/e","168","162","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2143","115","13","76"
"Denmark (DK)","28.07.2023 12:00 - 28.07.2023 13:00 (CET/CEST)","278","n/e","n/e","136","157","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2253","114","14","115"
"Denmark (DK)","28.07.2023 13:00 - 28.07.2023 14:00 (CET/CEST)","269","n/e","n/e","143","153","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2153","116","14","161"
"Denmark (DK)","28.07.2023 14:00 - 28.07.2023 15:00 (CET/CEST)","191","n/e","n/e","102","137","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2243","114","12","196"
"Denmark (DK)","28.07.2023 15:00 - 28.07.2023 16:00 (CET/CEST)","201","n/e","n/e","96","128","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2010","113","12","194"
"Denmark (DK)","28.07.2023 16:00 - 28.07.2023 17:00 (CET/CEST)","251","n/e","n/e","98","128","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1869","114","17","182"
"Denmark (DK)","28.07.2023 17:00 - 28.07.2023 18:00 (CET/CEST)","302","n/e","n/e","99","130","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1519","113","60","141"
"Denmark (DK)","28.07.2023 18:00 - 28.07.2023 19:00 (CET/CEST)","304","n/e","n/e","104","131","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","914","111","62","104"
"Denmark (DK)","28.07.2023 19:00 - 28.07.2023 20:00 (CET/CEST)","287","n/e","n/e","118","140","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","423","114","79","84"
"Denmark (DK)","28.07.2023 20:00 - 28.07.2023 21:00 (CET/CEST)","270","n/e","n/e","132","143","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","127","114","111","75"
"Denmark (DK)","28.07.2023 21:00 - 28.07.2023 22:00 (CET/CEST)","251","n/e","n/e","129","146","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11","112","134","78"
"Denmark (DK)","28.07.2023 22:00 - 28.07.2023 23:00 (CET/CEST)","246","n/e","n/e","115","137","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","112","99","89"
"Denmark (DK)","28.07.2023 23:00 - 29.07.2023 00:00 (CET/CEST)","248","n/e","n/e","111","135","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","111","153","122"
"Denmark (DK)","29.07.2023 00:00 - 29.07.2023 01:00 (CET/CEST)","235","n/e","n/e","104","133","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","110","141","135"
"Denmark (DK)","29.07.2023 01:00 - 29.07.2023 02:00 (CET/CEST)","254","n/e","n/e","106","138","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","112","136","135"
"Denmark (DK)","29.07.2023 02:00 - 29.07.2023 03:00 (CET/CEST)","262","n/e","n/e","105","135","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","113","157","119"
"Denmark (DK)","29.07.2023 03:00 - 29.07.2023 04:00 (CET/CEST)","247","n/e","n/e","103","132","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","109","167","106"
"Denmark (DK)","29.07.2023 04:00 - 29.07.2023 05:00 (CET/CEST)","219","n/e","n/e","102","132","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","111","212","104"
"Denmark (DK)","29.07.2023 05:00 - 29.07.2023 06:00 (CET/CEST)","194","n/e","n/e","101","132","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","13","111","267","139"
"Denmark (DK)","29.07.2023 06:00 - 29.07.2023 07:00 (CET/CEST)","225","n/e","n/e","103","133","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","117","111","213","144"
"Denmark (DK)","29.07.2023 07:00 - 29.07.2023 08:00 (CET/CEST)","297","n/e","n/e","175","162","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","345","115","243","130"
"Denmark (DK)","29.07.2023 08:00 - 29.07.2023 09:00 (CET/CEST)","304","n/e","n/e","148","156","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","608","114","185","132"
"Denmark (DK)","29.07.2023 09:00 - 29.07.2023 10:00 (CET/CEST)","212","n/e","n/e","99","126","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","680","111","149","163"
"Denmark (DK)","29.07.2023 10:00 - 29.07.2023 11:00 (CET/CEST)","207","n/e","n/e","95","127","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","899","111","112","178"
"Denmark (DK)","29.07.2023 11:00 - 29.07.2023 12:00 (CET/CEST)","210","n/e","n/e","94","127","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","968","111","142","226"
"Denmark (DK)","29.07.2023 12:00 - 29.07.2023 13:00 (CET/CEST)","192","n/e","n/e","97","127","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1097","111","128","258"
"Denmark (DK)","29.07.2023 13:00 - 29.07.2023 14:00 (CET/CEST)","172","n/e","n/e","99","129","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1258","109","189","356"
"Denmark (DK)","29.07.2023 14:00 - 29.07.2023 15:00 (CET/CEST)","164","n/e","n/e","104","121","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1338","110","261","452"
"Denmark (DK)","29.07.2023 15:00 - 29.07.2023 16:00 (CET/CEST)","121","n/e","n/e","103","119","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1334","109","252","539"
"Denmark (DK)","29.07.2023 16:00 - 29.07.2023 17:00 (CET/CEST)","130","n/e","n/e","101","118","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1173","109","174","633"
"Denmark (DK)","29.07.2023 17:00 - 29.07.2023 18:00 (CET/CEST)","199","n/e","n/e","95","123","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","872","109","284","541"
"Denmark (DK)","29.07.2023 18:00 - 29.07.2023 19:00 (CET/CEST)","188","n/e","n/e","96","125","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","601","110","505","463"
"Denmark (DK)","29.07.2023 19:00 - 29.07.2023 20:00 (CET/CEST)","139","n/e","n/e","105","127","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","321","110","574","499"
"Denmark (DK)","29.07.2023 20:00 - 29.07.2023 21:00 (CET/CEST)","218","n/e","n/e","103","125","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","110","108","490","499"
"Denmark (DK)","29.07.2023 21:00 - 29.07.2023 22:00 (CET/CEST)","240","n/e","n/e","102","124","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12","107","606","501"
"Denmark (DK)","29.07.2023 22:00 - 29.07.2023 23:00 (CET/CEST)","194","n/e","n/e","101","124","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","106","729","572"
"Denmark (DK)","29.07.2023 23:00 - 30.07.2023 00:00 (CET/CEST)","162","n/e","n/e","98","126","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","106","679","647"
"Denmark (DK)","30.07.2023 00:00 - 30.07.2023 01:00 (CET/CEST)","206","n/e","n/e","93","122","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","106","757","677"
"Denmark (DK)","30.07.2023 01:00 - 30.07.2023 02:00 (CET/CEST)","198","n/e","n/e","91","119","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","105","633","664"
"Denmark (DK)","30.07.2023 02:00 - 30.07.2023 03:00 (CET/CEST)","189","n/e","n/e","92","119","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","106","669","619"
"Denmark (DK)","30.07.2023 03:00 - 30.07.2023 04:00 (CET/CEST)","184","n/e","n/e","92","120","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","105","641","571"
"Denmark (DK)","30.07.2023 04:00 - 30.07.2023 05:00 (CET/CEST)","294","n/e","n/e","106","126","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","106","568","554"
"Denmark (DK)","30.07.2023 05:00 - 30.07.2023 06:00 (CET/CEST)","221","n/e","n/e","93","120","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","15","103","469","530"
"Denmark (DK)","30.07.2023 06:00 - 30.07.2023 07:00 (CET/CEST)","204","n/e","n/e","92","120","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","137","103","376","444"
"Denmark (DK)","30.07.2023 07:00 - 30.07.2023 08:00 (CET/CEST)","221","n/e","n/e","90","118","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","422","103","263","341"
"Denmark (DK)","30.07.2023 08:00 - 30.07.2023 09:00 (CET/CEST)","129","n/e","n/e","90","116","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","922","103","294","360"
"Denmark (DK)","30.07.2023 09:00 - 30.07.2023 10:00 (CET/CEST)","153","n/e","n/e","93","118","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1376","97","324","458"
"Denmark (DK)","30.07.2023 10:00 - 30.07.2023 11:00 (CET/CEST)","149","n/e","n/e","103","117","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1748","93","401","490"
"Denmark (DK)","30.07.2023 11:00 - 30.07.2023 12:00 (CET/CEST)","191","n/e","n/e","103","114","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1682","92","483","641"
"Denmark (DK)","30.07.2023 12:00 - 30.07.2023 13:00 (CET/CEST)","174","n/e","n/e","102","112","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1132","92","248","829"
"Denmark (DK)","30.07.2023 13:00 - 30.07.2023 14:00 (CET/CEST)","120","n/e","n/e","101","113","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1215","90","327","855"
"Denmark (DK)","30.07.2023 14:00 - 30.07.2023 15:00 (CET/CEST)","107","n/e","n/e","95","118","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1158","83","431","1006"
"Denmark (DK)","30.07.2023 15:00 - 30.07.2023 16:00 (CET/CEST)","206","n/e","n/e","99","113","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1030","85","478","919"
"Denmark (DK)","30.07.2023 16:00 - 30.07.2023 17:00 (CET/CEST)","207","n/e","n/e","97","112","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","922","86","799","824"
"Denmark (DK)","30.07.2023 17:00 - 30.07.2023 18:00 (CET/CEST)","223","n/e","n/e","91","117","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","686","91","1041","732"
"Denmark (DK)","30.07.2023 18:00 - 30.07.2023 19:00 (CET/CEST)","252","n/e","n/e","92","120","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","548","96","1156","762"
"Denmark (DK)","30.07.2023 19:00 - 30.07.2023 20:00 (CET/CEST)","186","n/e","n/e","96","124","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","377","96","1136","752"
"Denmark (DK)","30.07.2023 20:00 - 30.07.2023 21:00 (CET/CEST)","162","n/e","n/e","99","126","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","130","96","1208","680"
"Denmark (DK)","30.07.2023 21:00 - 30.07.2023 22:00 (CET/CEST)","92","n/e","n/e","102","130","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","17","96","1264","770"
"Denmark (DK)","30.07.2023 22:00 - 30.07.2023 23:00 (CET/CEST)","106","n/e","n/e","102","129","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","96","1415","865"
"Denmark (DK)","30.07.2023 23:00 - 31.07.2023 00:00 (CET/CEST)","107","n/e","n/e","97","125","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","96","1654","820"
"Denmark (DK)","31.07.2023 00:00 - 31.07.2023 01:00 (CET/CEST)","99","n/e","n/e","92","123","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","95","1685","832"
"Denmark (DK)","31.07.2023 01:00 - 31.07.2023 02:00 (CET/CEST)","149","n/e","n/e","95","124","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","96","1551","844"
