"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Denmark (DK)","19.02.2023 11:00 - 19.02.2023 12:00 (CET/CEST)","504","n/e","n/e","247","156","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1071","138","1164","1855"
"Denmark (DK)","19.02.2023 12:00 - 19.02.2023 13:00 (CET/CEST)","502","n/e","n/e","214","137","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1121","135","1162","2159"
"Denmark (DK)","19.02.2023 13:00 - 19.02.2023 14:00 (CET/CEST)","463","n/e","n/e","190","132","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","946","134","1232","2003"
"Denmark (DK)","19.02.2023 14:00 - 19.02.2023 15:00 (CET/CEST)","483","n/e","n/e","203","138","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","684","135","1204","2287"
"Denmark (DK)","19.02.2023 15:00 - 19.02.2023 16:00 (CET/CEST)","505","n/e","n/e","213","234","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","399","134","1370","2313"
"Denmark (DK)","19.02.2023 16:00 - 19.02.2023 17:00 (CET/CEST)","541","n/e","n/e","280","362","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","132","142","1501","2245"
"Denmark (DK)","19.02.2023 17:00 - 19.02.2023 18:00 (CET/CEST)","604","n/e","n/e","327","426","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","144","1653","2076"
"Denmark (DK)","19.02.2023 18:00 - 19.02.2023 19:00 (CET/CEST)","579","n/e","n/e","298","439","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","143","1834","1894"
"Denmark (DK)","19.02.2023 19:00 - 19.02.2023 20:00 (CET/CEST)","552","n/e","n/e","266","408","46","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","143","1932","2050"
"Denmark (DK)","19.02.2023 20:00 - 19.02.2023 21:00 (CET/CEST)","454","n/e","n/e","239","349","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","140","1931","2109"
"Denmark (DK)","19.02.2023 21:00 - 19.02.2023 22:00 (CET/CEST)","454","n/e","n/e","221","343","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","120","1555","2137"
"Denmark (DK)","19.02.2023 22:00 - 19.02.2023 23:00 (CET/CEST)","374","n/e","n/e","222","365","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","139","1582","2319"
"Denmark (DK)","19.02.2023 23:00 - 20.02.2023 00:00 (CET/CEST)","376","n/e","n/e","253","365","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","139","1668","2568"
"Denmark (DK)","20.02.2023 00:00 - 20.02.2023 01:00 (CET/CEST)","473","n/e","n/e","214","359","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","127","1989","3320"
"Denmark (DK)","20.02.2023 01:00 - 20.02.2023 02:00 (CET/CEST)","442","n/e","n/e","214","335","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","127","2066","3516"
"Denmark (DK)","20.02.2023 02:00 - 20.02.2023 03:00 (CET/CEST)","489","n/e","n/e","211","308","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","128","2059","3684"
"Denmark (DK)","20.02.2023 03:00 - 20.02.2023 04:00 (CET/CEST)","492","n/e","n/e","209","315","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","124","2082","3762"
"Denmark (DK)","20.02.2023 04:00 - 20.02.2023 05:00 (CET/CEST)","482","n/e","n/e","209","305","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","123","2049","3963"
"Denmark (DK)","20.02.2023 05:00 - 20.02.2023 06:00 (CET/CEST)","548","n/e","n/e","215","313","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","123","2036","3997"
"Denmark (DK)","20.02.2023 06:00 - 20.02.2023 07:00 (CET/CEST)","644","n/e","n/e","259","344","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","129","2100","4009"
"Denmark (DK)","20.02.2023 07:00 - 20.02.2023 08:00 (CET/CEST)","629","n/e","n/e","243","366","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","129","2079","3993"
"Denmark (DK)","20.02.2023 08:00 - 20.02.2023 09:00 (CET/CEST)","631","n/e","n/e","237","401","45","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","20","127","2082","3968"
"Denmark (DK)","20.02.2023 09:00 - 20.02.2023 10:00 (CET/CEST)","519","n/e","n/e","233","318","45","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","49","118","2039","3955"
"Denmark (DK)","20.02.2023 10:00 - 20.02.2023 11:00 (CET/CEST)","457","n/e","n/e","225","310","44","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","79","120","2009","3959"
"Denmark (DK)","20.02.2023 11:00 - 20.02.2023 12:00 (CET/CEST)","422","n/e","n/e","225","207","44","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","139","120","2056","3904"
"Denmark (DK)","20.02.2023 12:00 - 20.02.2023 13:00 (CET/CEST)","394","n/e","n/e","226","208","44","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","120","2032","3840"
"Denmark (DK)","20.02.2023 13:00 - 20.02.2023 14:00 (CET/CEST)","332","n/e","n/e","231","214","46","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","210","124","2074","3807"
"Denmark (DK)","20.02.2023 14:00 - 20.02.2023 15:00 (CET/CEST)","320","n/e","n/e","231","212","45","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","249","118","2013","3821"
"Denmark (DK)","20.02.2023 15:00 - 20.02.2023 16:00 (CET/CEST)","362","n/e","n/e","217","195","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","222","118","1969","3854"
"Denmark (DK)","20.02.2023 16:00 - 20.02.2023 17:00 (CET/CEST)","558","n/e","n/e","230","194","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","116","119","2037","3854"
"Denmark (DK)","20.02.2023 17:00 - 20.02.2023 18:00 (CET/CEST)","634","n/e","n/e","339","202","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","14","122","2045","3812"
"Denmark (DK)","20.02.2023 18:00 - 20.02.2023 19:00 (CET/CEST)","713","n/e","n/e","355","200","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","126","2063","3755"
"Denmark (DK)","20.02.2023 19:00 - 20.02.2023 20:00 (CET/CEST)","591","n/e","n/e","346","196","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","122","2069","3719"
"Denmark (DK)","20.02.2023 20:00 - 20.02.2023 21:00 (CET/CEST)","551","n/e","n/e","341","196","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","123","2052","3707"
"Denmark (DK)","20.02.2023 21:00 - 20.02.2023 22:00 (CET/CEST)","561","n/e","n/e","353","195","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","124","2083","3657"
"Denmark (DK)","20.02.2023 22:00 - 20.02.2023 23:00 (CET/CEST)","501","n/e","n/e","251","185","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","122","2013","3626"
"Denmark (DK)","20.02.2023 23:00 - 21.02.2023 00:00 (CET/CEST)","478","n/e","n/e","224","183","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","123","2086","3643"
"Denmark (DK)","21.02.2023 00:00 - 21.02.2023 01:00 (CET/CEST)","427","n/e","n/e","177","163","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","122","2072","3663"
"Denmark (DK)","21.02.2023 01:00 - 21.02.2023 02:00 (CET/CEST)","418","n/e","n/e","172","161","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","123","2078","3656"
"Denmark (DK)","21.02.2023 02:00 - 21.02.2023 03:00 (CET/CEST)","406","n/e","n/e","173","163","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","122","2014","3630"
"Denmark (DK)","21.02.2023 03:00 - 21.02.2023 04:00 (CET/CEST)","395","n/e","n/e","182","159","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","119","2023","3545"
"Denmark (DK)","21.02.2023 04:00 - 21.02.2023 05:00 (CET/CEST)","458","n/e","n/e","196","176","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","120","2080","3495"
"Denmark (DK)","21.02.2023 05:00 - 21.02.2023 06:00 (CET/CEST)","480","n/e","n/e","195","187","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","123","2077","3343"
"Denmark (DK)","21.02.2023 06:00 - 21.02.2023 07:00 (CET/CEST)","643","n/e","n/e","230","235","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","124","2084","3229"
"Denmark (DK)","21.02.2023 07:00 - 21.02.2023 08:00 (CET/CEST)","712","n/e","n/e","246","245","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","124","1998","2980"
"Denmark (DK)","21.02.2023 08:00 - 21.02.2023 09:00 (CET/CEST)","620","n/e","n/e","262","245","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","153","122","2020","2669"
"Denmark (DK)","21.02.2023 09:00 - 21.02.2023 10:00 (CET/CEST)","601","n/e","n/e","302","253","47","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","465","118","1857","2429"
"Denmark (DK)","21.02.2023 10:00 - 21.02.2023 11:00 (CET/CEST)","554","n/e","n/e","290","267","49","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","758","107","1932","2281"
"Denmark (DK)","21.02.2023 11:00 - 21.02.2023 12:00 (CET/CEST)","580","n/e","n/e","314","347","51","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","854","105","1861","2140"
"Denmark (DK)","21.02.2023 12:00 - 21.02.2023 13:00 (CET/CEST)","673","n/e","n/e","382","369","49","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","858","105","1543","1825"
"Denmark (DK)","21.02.2023 13:00 - 21.02.2023 14:00 (CET/CEST)","884","n/e","n/e","395","528","51","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","757","109","1170","1565"
"Denmark (DK)","21.02.2023 14:00 - 21.02.2023 15:00 (CET/CEST)","867","n/e","n/e","443","528","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","654","123","958","1261"
"Denmark (DK)","21.02.2023 15:00 - 21.02.2023 16:00 (CET/CEST)","839","n/e","n/e","475","436","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","425","125","707","962"
"Denmark (DK)","21.02.2023 16:00 - 21.02.2023 17:00 (CET/CEST)","953","n/e","n/e","594","659","46","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","185","127","477","601"
"Denmark (DK)","21.02.2023 17:00 - 21.02.2023 18:00 (CET/CEST)","1032","n/e","n/e","723","688","57","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","26","143","431","351"
"Denmark (DK)","21.02.2023 18:00 - 21.02.2023 19:00 (CET/CEST)","1013","n/e","n/e","644","640","58","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","141","328","232"
"Denmark (DK)","21.02.2023 19:00 - 21.02.2023 20:00 (CET/CEST)","1024","n/e","n/e","640","621","58","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","142","246","175"
"Denmark (DK)","21.02.2023 20:00 - 21.02.2023 21:00 (CET/CEST)","1000","n/e","n/e","640","594","58","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","141","198","149"
"Denmark (DK)","21.02.2023 21:00 - 21.02.2023 22:00 (CET/CEST)","920","n/e","n/e","610","569","57","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","142","215","135"
"Denmark (DK)","21.02.2023 22:00 - 21.02.2023 23:00 (CET/CEST)","929","n/e","n/e","580","572","56","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","138","233","136"
"Denmark (DK)","21.02.2023 23:00 - 22.02.2023 00:00 (CET/CEST)","918","n/e","n/e","497","542","53","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","140","241","159"
"Denmark (DK)","22.02.2023 00:00 - 22.02.2023 01:00 (CET/CEST)","888","n/e","n/e","351","561","50","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","138","373","189"
"Denmark (DK)","22.02.2023 01:00 - 22.02.2023 02:00 (CET/CEST)","871","n/e","n/e","328","561","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","139","466","221"
"Denmark (DK)","22.02.2023 02:00 - 22.02.2023 03:00 (CET/CEST)","835","n/e","n/e","328","508","50","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","140","402","255"
"Denmark (DK)","22.02.2023 03:00 - 22.02.2023 04:00 (CET/CEST)","816","n/e","n/e","322","572","49","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","141","336","267"
"Denmark (DK)","22.02.2023 04:00 - 22.02.2023 05:00 (CET/CEST)","848","n/e","n/e","327","523","50","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","141","359","287"
"Denmark (DK)","22.02.2023 05:00 - 22.02.2023 06:00 (CET/CEST)","884","n/e","n/e","397","519","52","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","142","388","311"
"Denmark (DK)","22.02.2023 06:00 - 22.02.2023 07:00 (CET/CEST)","912","n/e","n/e","522","521","55","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","143","383","310"
"Denmark (DK)","22.02.2023 07:00 - 22.02.2023 08:00 (CET/CEST)","904","n/e","n/e","590","686","56","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","143","496","342"
"Denmark (DK)","22.02.2023 08:00 - 22.02.2023 09:00 (CET/CEST)","941","n/e","n/e","607","671","56","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","80","144","594","435"
"Denmark (DK)","22.02.2023 09:00 - 22.02.2023 10:00 (CET/CEST)","1062","n/e","n/e","618","699","57","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","186","142","680","483"
"Denmark (DK)","22.02.2023 10:00 - 22.02.2023 11:00 (CET/CEST)","1144","n/e","n/e","608","628","56","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","272","142","841","513"
"Denmark (DK)","22.02.2023 11:00 - 22.02.2023 12:00 (CET/CEST)","1151","n/e","n/e","569","564","56","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","378","142","1025","632"
"Denmark (DK)","22.02.2023 12:00 - 22.02.2023 13:00 (CET/CEST)","1154","n/e","n/e","540","600","54","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","411","139","1105","718"
"Denmark (DK)","22.02.2023 13:00 - 22.02.2023 14:00 (CET/CEST)","1088","n/e","n/e","535","586","53","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","413","142","1095","798"
"Denmark (DK)","22.02.2023 14:00 - 22.02.2023 15:00 (CET/CEST)","984","n/e","n/e","578","640","54","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","328","141","1072","921"
"Denmark (DK)","22.02.2023 15:00 - 22.02.2023 16:00 (CET/CEST)","904","n/e","n/e","649","599","58","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","182","144","1224","1060"
"Denmark (DK)","22.02.2023 16:00 - 22.02.2023 17:00 (CET/CEST)","885","n/e","n/e","596","551","56","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","67","144","1345","1256"
"Denmark (DK)","22.02.2023 17:00 - 22.02.2023 18:00 (CET/CEST)","887","n/e","n/e","642","635","59","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","144","1352","1425"
"Denmark (DK)","22.02.2023 18:00 - 22.02.2023 19:00 (CET/CEST)","868","n/e","n/e","621","651","58","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","143","1592","1512"
"Denmark (DK)","22.02.2023 19:00 - 22.02.2023 20:00 (CET/CEST)","798","n/e","n/e","595","664","54","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","141","1666","1511"
"Denmark (DK)","22.02.2023 20:00 - 22.02.2023 21:00 (CET/CEST)","712","n/e","n/e","572","652","51","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","140","1748","1514"
"Denmark (DK)","22.02.2023 21:00 - 22.02.2023 22:00 (CET/CEST)","637","n/e","n/e","503","639","50","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","140","1734","1424"
"Denmark (DK)","22.02.2023 22:00 - 22.02.2023 23:00 (CET/CEST)","599","n/e","n/e","481","624","49","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","140","1464","1272"
"Denmark (DK)","22.02.2023 23:00 - 23.02.2023 00:00 (CET/CEST)","493","n/e","n/e","368","597","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","140","1217","1071"
"Denmark (DK)","23.02.2023 00:00 - 23.02.2023 01:00 (CET/CEST)","489","n/e","n/e","325","648","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","138","1177","929"
"Denmark (DK)","23.02.2023 01:00 - 23.02.2023 02:00 (CET/CEST)","494","n/e","n/e","350","760","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","137","1062","732"
"Denmark (DK)","23.02.2023 02:00 - 23.02.2023 03:00 (CET/CEST)","659","n/e","n/e","324","643","46","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","137","874","579"
"Denmark (DK)","23.02.2023 03:00 - 23.02.2023 04:00 (CET/CEST)","694","n/e","n/e","372","693","49","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","138","729","461"
"Denmark (DK)","23.02.2023 04:00 - 23.02.2023 05:00 (CET/CEST)","628","n/e","n/e","357","671","46","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","137","659","367"
"Denmark (DK)","23.02.2023 05:00 - 23.02.2023 06:00 (CET/CEST)","780","n/e","n/e","433","720","47","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","137","625","286"
"Denmark (DK)","23.02.2023 06:00 - 23.02.2023 07:00 (CET/CEST)","877","n/e","n/e","524","740","53","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","139","627","234"
"Denmark (DK)","23.02.2023 07:00 - 23.02.2023 08:00 (CET/CEST)","887","n/e","n/e","579","796","54","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","140","581","228"
"Denmark (DK)","23.02.2023 08:00 - 23.02.2023 09:00 (CET/CEST)","895","n/e","n/e","608","782","58","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","139","525","260"
"Denmark (DK)","23.02.2023 09:00 - 23.02.2023 10:00 (CET/CEST)","864","n/e","n/e","586","795","55","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","85","136","839","296"
"Denmark (DK)","23.02.2023 10:00 - 23.02.2023 11:00 (CET/CEST)","746","n/e","n/e","619","820","56","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","167","135","881","426"
"Denmark (DK)","23.02.2023 11:00 - 23.02.2023 12:00 (CET/CEST)","779","n/e","n/e","554","825","56","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","245","131","908","597"
"Denmark (DK)","23.02.2023 12:00 - 23.02.2023 13:00 (CET/CEST)","823","n/e","n/e","374","672","51","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","304","132","954","1015"
"Denmark (DK)","23.02.2023 13:00 - 23.02.2023 14:00 (CET/CEST)","730","n/e","n/e","320","579","50","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","407","132","1040","1484"
"Denmark (DK)","23.02.2023 14:00 - 23.02.2023 15:00 (CET/CEST)","706","n/e","n/e","257","585","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","427","110","1046","1665"
"Denmark (DK)","23.02.2023 15:00 - 23.02.2023 16:00 (CET/CEST)","695","n/e","n/e","268","648","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","343","112","1032","1738"
"Denmark (DK)","23.02.2023 16:00 - 23.02.2023 17:00 (CET/CEST)","739","n/e","n/e","324","782","52","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","147","131","1142","1547"
"Denmark (DK)","23.02.2023 17:00 - 23.02.2023 18:00 (CET/CEST)","692","n/e","n/e","371","809","53","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","18","134","1270","1453"
"Denmark (DK)","23.02.2023 18:00 - 23.02.2023 19:00 (CET/CEST)","673","n/e","n/e","378","746","52","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","133","1452","1450"
"Denmark (DK)","23.02.2023 19:00 - 23.02.2023 20:00 (CET/CEST)","722","n/e","n/e","343","682","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","131","1362","1540"
"Denmark (DK)","23.02.2023 20:00 - 23.02.2023 21:00 (CET/CEST)","749","n/e","n/e","343","500","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","131","1360","1482"
"Denmark (DK)","23.02.2023 21:00 - 23.02.2023 22:00 (CET/CEST)","729","n/e","n/e","321","392","47","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","132","1468","1385"
"Denmark (DK)","23.02.2023 22:00 - 23.02.2023 23:00 (CET/CEST)","757","n/e","n/e","312","347","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","131","1410","1381"
"Denmark (DK)","23.02.2023 23:00 - 24.02.2023 00:00 (CET/CEST)","549","n/e","n/e","258","329","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","112","1632","1479"
"Denmark (DK)","24.02.2023 00:00 - 24.02.2023 01:00 (CET/CEST)","493","n/e","n/e","239","329","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","119","1696","1600"
"Denmark (DK)","24.02.2023 01:00 - 24.02.2023 02:00 (CET/CEST)","599","n/e","n/e","233","330","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","112","1485","1984"
"Denmark (DK)","24.02.2023 02:00 - 24.02.2023 03:00 (CET/CEST)","606","n/e","n/e","235","329","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","112","1618","2480"
"Denmark (DK)","24.02.2023 03:00 - 24.02.2023 04:00 (CET/CEST)","527","n/e","n/e","232","313","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","109","1676","2799"
"Denmark (DK)","24.02.2023 04:00 - 24.02.2023 05:00 (CET/CEST)","561","n/e","n/e","233","319","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","110","1744","2982"
"Denmark (DK)","24.02.2023 05:00 - 24.02.2023 06:00 (CET/CEST)","497","n/e","n/e","268","327","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","113","1847","2791"
"Denmark (DK)","24.02.2023 06:00 - 24.02.2023 07:00 (CET/CEST)","691","n/e","n/e","356","350","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","130","1948","2656"
"Denmark (DK)","24.02.2023 07:00 - 24.02.2023 08:00 (CET/CEST)","663","n/e","n/e","353","451","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","120","2029","2503"
"Denmark (DK)","24.02.2023 08:00 - 24.02.2023 09:00 (CET/CEST)","682","n/e","n/e","311","398","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","84","109","2033","2374"
"Denmark (DK)","24.02.2023 09:00 - 24.02.2023 10:00 (CET/CEST)","840","n/e","n/e","383","482","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","131","2020","2321"
